name,scale,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
amanah,1,230,69,145,148,85,51,60,70,210,72,90,203,49,122,43,12,261,282,129,7,48,253,32,281,230,238,243,183,233,201,23
amanah,2,72,212,218,247,126,61,140,44,169,190,193,9,148,151,28,176,225,293,162,6,300,114,57,149,130,115,299,133,223,248,259
bn,1,257,260,266,119,215,192,113,269,25,13,124,147,119,293,2,243,218,117,139,133,119,299,54,71,240,87,269,36,53,189,228
bn,2,155,31,228,293,246,196,2,245,56,253,53,112,22,16,87,214,69,252,10,185,261,30,134,266,79,136,235,62,105,249,10
dap,1,96,60,109,143,167,193,237,248,152,143,47,19,96,224,39,278,118,152,239,105,299,109,123,270,84,162,215,51,292,12,266
dap,2,178,52,113,9,170,192,182,7,239,144,138,180,41,21,74,299,139,5,90,196,113,281,85,229,69,26,129,190,265,76,107
gerakan,1,160,250,109,94,266,93,277,235,176,217,162,73,213,20,60,109,296,19,217,145,49,79,189,44,55,180,297,219,125,50,71
gerakan,2,220,83,221,92,256,14,285,214,107,275,22,217,92,38,187,194,15,210,283,240,151,190,141,182,217,132,194,83,160,174,150
keadilan,1,262,256,47,167,206,111,97,227,186,62,8,159,83,238,190,6,231,207,35,292,78,277,251,123,112,126,133,136,93,204,225
keadilan,2,101,248,5,30,168,231,134,175,42,58,209,144,70,174,79,114,270,229,56,10,95,170,223,3,31,143,249,187,114,3,199
kimma,1,40,132,50,240,142,274,243,43,204,256,111,7,5,272,112,46,18,268,41,15,210,33,7,195,51,115,183,263,213,108,105
kimma,2,197,276,225,285,125,190,279,38,249,17,287,20,129,176,266,200,246,165,245,18,164,274,111,145,36,215,282,191,208,44,38
ldp,1,77,111,122,13,265,172,274,126,133,134,0,89,39,28,269,273,264,181,295,63,266,296,190,290,3,88,187,35,285,195,147
ldp,2,90,62,187,234,247,248,127,231,228,186,153,59,143,269,69,231,155,108,64,113,157,214,37,133,17,35,52,124,183,168,149
mca,1,55,246,165,159,26,89,27,179,204,106,274,65,160,16,117,19,164,85,134,107,244,62,269,8,270,55,189,160,198,74,202
mca,2,41,18,92,120,250,260,130,283,285,24,194,222,92,175,51,22,292,186,197,137,176,212,56,276,123,86,122,261,281,191,207
pakatan,1,109,79,141,118,189,217,109,203,201,159,227,242,156,106,272,82,137,196,234,163,26,107,136,281,79,17,287,208,49,32,23
pakatan,2,232,39,154,280,33,18,280,230,252,252,227,134,159,158,270,89,289,207,253,182,160,196,181,12,268,141,114,119,115,217,294
pakatan rakyat,1,114,148,252,127,258,224,260,31,261,118,43,231,138,268,12,127,62,265,107,189,148,295,122,89,279,202,140,120,52,226,118
pakatan rakyat,2,72,298,158,156,0,33,53,216,0,256,250,82,222,84,199,281,175,270,277,188,234,227,105,217,178,3,181,187,65,55,148
pakatan harapan,1,120,104,136,10,153,165,116,53,111,22,222,146,125,292,234,195,89,57,217,205,222,124,133,117,91,93,170,109,3,69,124
pakatan harapan,2,197,299,161,213,217,131,205,79,37,50,204,283,250,296,283,138,80,253,161,165,280,60,128,153,249,223,272,113,211,76,60
parti islam amanah negara ,1,229,260,263,214,199,93,192,59,14,269,61,12,108,113,296,57,70,168,229,237,300,20,281,103,10,80,164,58,298,263,260
parti islam amanah negara ,2,130,172,279,79,228,84,98,184,74,220,40,158,254,225,9,18,297,27,165,154,145,106,172,60,57,30,193,117,74,27,120
parti pribumi bersatu malaysia,1,79,272,51,190,228,222,261,37,112,86,263,81,96,210,61,144,13,291,282,188,49,65,37,28,65,165,273,177,212,256,227
parti pribumi bersatu malaysia,2,191,95,105,284,122,114,65,209,219,292,79,168,216,22,8,56,115,174,185,110,285,248,294,13,101,151,71,85,207,39,261
pas,1,60,191,169,167,199,139,79,117,139,27,207,49,120,130,230,124,185,217,146,242,280,144,233,227,23,185,51,189,70,189,135
