coordinates,favorited,user,favorite_count,contributors,retweeted_status,in_reply_to_user_id,truncated,lang,text,in_reply_to_status_id,id_str,geo,in_reply_to_screen_name,retweet_count,is_quote_status,extended_entities,in_reply_to_user_id_str,created_at,id,retweeted,possibly_sensitive,entities,in_reply_to_status_id_str,place,source
,False,"{'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2276433830/1389984131', 'profile_background_tile': True, 'screen_name': 'Amk_Srigading', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/419539825293668352/8t05RIlJ_normal.jpeg', 'following': None, 'profile_use_background_image': True, 'translator_type': 'none', 'created_at': 'Sat Jan 04 17:49:32 +0000 2014', 'lang': 'en', 'default_profile_image': False, 'is_translation_enabled': False, 'id_str': '2276433830', 'is_translator': False, 'has_extended_profile': False, 'url': None, 'profile_background_color': '040505', 'profile_link_color': '03B6F7', 'time_zone': 'Kuala Lumpur', 'notifications': None, 'friends_count': 481, 'utc_offset': 28800, 'verified': False, 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/378800000169911607/hJnaGqsM.jpeg', 'profile_text_color': '333333', 'description': 'Twiitter Rasmi Amk Sri Gading', 'favourites_count': 6, 'follow_request_sent': None, 'id': 2276433830, 'default_profile': False, 'statuses_count': 177, 'profile_image_url': 'http://pbs.twimg.com/profile_images/419539825293668352/8t05RIlJ_normal.jpeg', 'protected': False, 'entities': {'description': {'urls': []}}, 'contributors_enabled': False, 'profile_sidebar_border_color': '000000', 'listed_count': 0, 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/378800000169911607/hJnaGqsM.jpeg', 'followers_count': 309, 'geo_enabled': True, 'location': 'sri gading', 'profile_sidebar_fill_color': 'DDEEF6', 'name': 'AmkSriGadingJohor'}",0,,,,False,und,Umi I love u..Zarina binti Mahmood 27/10/2016: https://t.co/HpB0CUo1GF via @YouTube,,858690833960316930,,,0,False,,,Sun Apr 30 14:33:43 +0000 2017,858690833960316930,False,False,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'indices': [75, 83], 'id': 10228272, 'id_str': '10228272', 'screen_name': 'YouTube', 'name': 'YouTube'}], 'urls': [{'url': 'https://t.co/HpB0CUo1GF', 'indices': [47, 70], 'display_url': 'youtu.be/FoU58msAam0?a', 'expanded_url': 'http://youtu.be/FoU58msAam0?a'}]}",,,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>"
,False,"{'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2276433830/1389984131', 'profile_background_tile': True, 'screen_name': 'Amk_Srigading', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/419539825293668352/8t05RIlJ_normal.jpeg', 'following': None, 'profile_use_background_image': True, 'translator_type': 'none', 'created_at': 'Sat Jan 04 17:49:32 +0000 2014', 'lang': 'en', 'default_profile_image': False, 'is_translation_enabled': False, 'id_str': '2276433830', 'is_translator': False, 'has_extended_profile': False, 'url': None, 'profile_background_color': '040505', 'profile_link_color': '03B6F7', 'time_zone': 'Kuala Lumpur', 'notifications': None, 'friends_count': 481, 'utc_offset': 28800, 'verified': False, 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/378800000169911607/hJnaGqsM.jpeg', 'profile_text_color': '333333', 'description': 'Twiitter Rasmi Amk Sri Gading', 'favourites_count': 6, 'follow_request_sent': None, 'id': 2276433830, 'default_profile': False, 'statuses_count': 177, 'profile_image_url': 'http://pbs.twimg.com/profile_images/419539825293668352/8t05RIlJ_normal.jpeg', 'protected': False, 'entities': {'description': {'urls': []}}, 'contributors_enabled': False, 'profile_sidebar_border_color': '000000', 'listed_count': 0, 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/378800000169911607/hJnaGqsM.jpeg', 'followers_count': 309, 'geo_enabled': True, 'location': 'sri gading', 'profile_sidebar_fill_color': 'DDEEF6', 'name': 'AmkSriGadingJohor'}",0,,,,False,in,abg syg kn nisha: https://t.co/FerVFT4RyU via @YouTube,,688377790576615424,,,0,False,,,Sat Jan 16 15:10:29 +0000 2016,688377790576615424,False,False,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'indices': [46, 54], 'id': 10228272, 'id_str': '10228272', 'screen_name': 'YouTube', 'name': 'YouTube'}], 'urls': [{'url': 'https://t.co/FerVFT4RyU', 'indices': [18, 41], 'display_url': 'youtu.be/vBvVgVVnnNI?a', 'expanded_url': 'http://youtu.be/vBvVgVVnnNI?a'}]}",,,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>"
,False,"{'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2276433830/1389984131', 'profile_background_tile': True, 'screen_name': 'Amk_Srigading', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/419539825293668352/8t05RIlJ_normal.jpeg', 'following': None, 'profile_use_background_image': True, 'translator_type': 'none', 'created_at': 'Sat Jan 04 17:49:32 +0000 2014', 'lang': 'en', 'default_profile_image': False, 'is_translation_enabled': False, 'id_str': '2276433830', 'is_translator': False, 'has_extended_profile': False, 'url': None, 'profile_background_color': '040505', 'profile_link_color': '03B6F7', 'time_zone': 'Kuala Lumpur', 'notifications': None, 'friends_count': 481, 'utc_offset': 28800, 'verified': False, 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/378800000169911607/hJnaGqsM.jpeg', 'profile_text_color': '333333', 'description': 'Twiitter Rasmi Amk Sri Gading', 'favourites_count': 6, 'follow_request_sent': None, 'id': 2276433830, 'default_profile': False, 'statuses_count': 177, 'profile_image_url': 'http://pbs.twimg.com/profile_images/419539825293668352/8t05RIlJ_normal.jpeg', 'protected': False, 'entities': {'description': {'urls': []}}, 'contributors_enabled': False, 'profile_sidebar_border_color': '000000', 'listed_count': 0, 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/378800000169911607/hJnaGqsM.jpeg', 'followers_count': 309, 'geo_enabled': True, 'location': 'sri gading', 'profile_sidebar_fill_color': 'DDEEF6', 'name': 'AmkSriGadingJohor'}",0,,,,False,in,untuk mu Nisha: https://t.co/5hhFefPFDN via @YouTube,,686930021508722692,,,0,False,,,Tue Jan 12 15:17:34 +0000 2016,686930021508722692,False,False,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'indices': [44, 52], 'id': 10228272, 'id_str': '10228272', 'screen_name': 'YouTube', 'name': 'YouTube'}], 'urls': [{'url': 'https://t.co/5hhFefPFDN', 'indices': [16, 39], 'display_url': 'youtu.be/iOxrdTaGxt0?a', 'expanded_url': 'http://youtu.be/iOxrdTaGxt0?a'}]}",,,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>"
,False,"{'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2276433830/1389984131', 'profile_background_tile': True, 'screen_name': 'Amk_Srigading', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/419539825293668352/8t05RIlJ_normal.jpeg', 'following': None, 'profile_use_background_image': True, 'translator_type': 'none', 'created_at': 'Sat Jan 04 17:49:32 +0000 2014', 'lang': 'en', 'default_profile_image': False, 'is_translation_enabled': False, 'id_str': '2276433830', 'is_translator': False, 'has_extended_profile': False, 'url': None, 'profile_background_color': '040505', 'profile_link_color': '03B6F7', 'time_zone': 'Kuala Lumpur', 'notifications': None, 'friends_count': 481, 'utc_offset': 28800, 'verified': False, 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/378800000169911607/hJnaGqsM.jpeg', 'profile_text_color': '333333', 'description': 'Twiitter Rasmi Amk Sri Gading', 'favourites_count': 6, 'follow_request_sent': None, 'id': 2276433830, 'default_profile': False, 'statuses_count': 177, 'profile_image_url': 'http://pbs.twimg.com/profile_images/419539825293668352/8t05RIlJ_normal.jpeg', 'protected': False, 'entities': {'description': {'urls': []}}, 'contributors_enabled': False, 'profile_sidebar_border_color': '000000', 'listed_count': 0, 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/378800000169911607/hJnaGqsM.jpeg', 'followers_count': 309, 'geo_enabled': True, 'location': 'sri gading', 'profile_sidebar_fill_color': 'DDEEF6', 'name': 'AmkSriGadingJohor'}",0,,,,False,in,Untuk Mu sayang: https://t.co/7WzBcaAPI8 via @YouTube,,683002330099355648,,,0,False,,,Fri Jan 01 19:10:19 +0000 2016,683002330099355648,False,False,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'indices': [45, 53], 'id': 10228272, 'id_str': '10228272', 'screen_name': 'YouTube', 'name': 'YouTube'}], 'urls': [{'url': 'https://t.co/7WzBcaAPI8', 'indices': [17, 40], 'display_url': 'youtu.be/niOOp5sTikY?a', 'expanded_url': 'http://youtu.be/niOOp5sTikY?a'}]}",,,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>"
,False,"{'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2276433830/1389984131', 'profile_background_tile': True, 'screen_name': 'Amk_Srigading', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/419539825293668352/8t05RIlJ_normal.jpeg', 'following': None, 'profile_use_background_image': True, 'translator_type': 'none', 'created_at': 'Sat Jan 04 17:49:32 +0000 2014', 'lang': 'en', 'default_profile_image': False, 'is_translation_enabled': False, 'id_str': '2276433830', 'is_translator': False, 'has_extended_profile': False, 'url': None, 'profile_background_color': '040505', 'profile_link_color': '03B6F7', 'time_zone': 'Kuala Lumpur', 'notifications': None, 'friends_count': 481, 'utc_offset': 28800, 'verified': False, 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/378800000169911607/hJnaGqsM.jpeg', 'profile_text_color': '333333', 'description': 'Twiitter Rasmi Amk Sri Gading', 'favourites_count': 6, 'follow_request_sent': None, 'id': 2276433830, 'default_profile': False, 'statuses_count': 177, 'profile_image_url': 'http://pbs.twimg.com/profile_images/419539825293668352/8t05RIlJ_normal.jpeg', 'protected': False, 'entities': {'description': {'urls': []}}, 'contributors_enabled': False, 'profile_sidebar_border_color': '000000', 'listed_count': 0, 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/378800000169911607/hJnaGqsM.jpeg', 'followers_count': 309, 'geo_enabled': True, 'location': 'sri gading', 'profile_sidebar_fill_color': 'DDEEF6', 'name': 'AmkSriGadingJohor'}",0,,,,False,in,Ai Ai Cip Parit Raja: https://t.co/TDxf2VqooU via @YouTube,,682969183852691456,,,0,False,,,Fri Jan 01 16:58:37 +0000 2016,682969183852691456,False,False,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'indices': [50, 58], 'id': 10228272, 'id_str': '10228272', 'screen_name': 'YouTube', 'name': 'YouTube'}], 'urls': [{'url': 'https://t.co/TDxf2VqooU', 'indices': [22, 45], 'display_url': 'youtu.be/fi600KW0Yxc?a', 'expanded_url': 'http://youtu.be/fi600KW0Yxc?a'}]}",,,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>"
,False,"{'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2276433830/1389984131', 'profile_background_tile': True, 'screen_name': 'Amk_Srigading', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/419539825293668352/8t05RIlJ_normal.jpeg', 'following': None, 'profile_use_background_image': True, 'translator_type': 'none', 'created_at': 'Sat Jan 04 17:49:32 +0000 2014', 'lang': 'en', 'default_profile_image': False, 'is_translation_enabled': False, 'id_str': '2276433830', 'is_translator': False, 'has_extended_profile': False, 'url': None, 'profile_background_color': '040505', 'profile_link_color': '03B6F7', 'time_zone': 'Kuala Lumpur', 'notifications': None, 'friends_count': 481, 'utc_offset': 28800, 'verified': False, 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/378800000169911607/hJnaGqsM.jpeg', 'profile_text_color': '333333', 'description': 'Twiitter Rasmi Amk Sri Gading', 'favourites_count': 6, 'follow_request_sent': None, 'id': 2276433830, 'default_profile': False, 'statuses_count': 177, 'profile_image_url': 'http://pbs.twimg.com/profile_images/419539825293668352/8t05RIlJ_normal.jpeg', 'protected': False, 'entities': {'description': {'urls': []}}, 'contributors_enabled': False, 'profile_sidebar_border_color': '000000', 'listed_count': 0, 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/378800000169911607/hJnaGqsM.jpeg', 'followers_count': 309, 'geo_enabled': True, 'location': 'sri gading', 'profile_sidebar_fill_color': 'DDEEF6', 'name': 'AmkSriGadingJohor'}",0,,,,False,in,Pejabat Parlimen Prihatin...: http://t.co/ezylXPCUev via @YouTube,,623733421689339904,,,0,False,,,Wed Jul 22 05:56:50 +0000 2015,623733421689339904,False,False,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'indices': [57, 65], 'id': 10228272, 'id_str': '10228272', 'screen_name': 'YouTube', 'name': 'YouTube'}], 'urls': [{'url': 'http://t.co/ezylXPCUev', 'indices': [30, 52], 'display_url': 'youtu.be/-gf1p9r1gzw?a', 'expanded_url': 'http://youtu.be/-gf1p9r1gzw?a'}]}",,,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>"
,False,"{'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2276433830/1389984131', 'profile_background_tile': True, 'screen_name': 'Amk_Srigading', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/419539825293668352/8t05RIlJ_normal.jpeg', 'following': None, 'profile_use_background_image': True, 'translator_type': 'none', 'created_at': 'Sat Jan 04 17:49:32 +0000 2014', 'lang': 'en', 'default_profile_image': False, 'is_translation_enabled': False, 'id_str': '2276433830', 'is_translator': False, 'has_extended_profile': False, 'url': None, 'profile_background_color': '040505', 'profile_link_color': '03B6F7', 'time_zone': 'Kuala Lumpur', 'notifications': None, 'friends_count': 481, 'utc_offset': 28800, 'verified': False, 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/378800000169911607/hJnaGqsM.jpeg', 'profile_text_color': '333333', 'description': 'Twiitter Rasmi Amk Sri Gading', 'favourites_count': 6, 'follow_request_sent': None, 'id': 2276433830, 'default_profile': False, 'statuses_count': 177, 'profile_image_url': 'http://pbs.twimg.com/profile_images/419539825293668352/8t05RIlJ_normal.jpeg', 'protected': False, 'entities': {'description': {'urls': []}}, 'contributors_enabled': False, 'profile_sidebar_border_color': '000000', 'listed_count': 0, 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/378800000169911607/hJnaGqsM.jpeg', 'followers_count': 309, 'geo_enabled': True, 'location': 'sri gading', 'profile_sidebar_fill_color': 'DDEEF6', 'name': 'AmkSriGadingJohor'}",0,,,,False,in,Jelajah Peduli Rakyat: http://t.co/TJDf6tMlpL via @YouTube,,619451770402508800,,,0,False,,,Fri Jul 10 10:23:05 +0000 2015,619451770402508800,False,False,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'indices': [50, 58], 'id': 10228272, 'id_str': '10228272', 'screen_name': 'YouTube', 'name': 'YouTube'}], 'urls': [{'url': 'http://t.co/TJDf6tMlpL', 'indices': [23, 45], 'display_url': 'youtu.be/Fx2xrbc7Qas?a', 'expanded_url': 'http://youtu.be/Fx2xrbc7Qas?a'}]}",,,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>"
,False,"{'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2276433830/1389984131', 'profile_background_tile': True, 'screen_name': 'Amk_Srigading', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/419539825293668352/8t05RIlJ_normal.jpeg', 'following': None, 'profile_use_background_image': True, 'translator_type': 'none', 'created_at': 'Sat Jan 04 17:49:32 +0000 2014', 'lang': 'en', 'default_profile_image': False, 'is_translation_enabled': False, 'id_str': '2276433830', 'is_translator': False, 'has_extended_profile': False, 'url': None, 'profile_background_color': '040505', 'profile_link_color': '03B6F7', 'time_zone': 'Kuala Lumpur', 'notifications': None, 'friends_count': 481, 'utc_offset': 28800, 'verified': False, 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/378800000169911607/hJnaGqsM.jpeg', 'profile_text_color': '333333', 'description': 'Twiitter Rasmi Amk Sri Gading', 'favourites_count': 6, 'follow_request_sent': None, 'id': 2276433830, 'default_profile': False, 'statuses_count': 177, 'profile_image_url': 'http://pbs.twimg.com/profile_images/419539825293668352/8t05RIlJ_normal.jpeg', 'protected': False, 'entities': {'description': {'urls': []}}, 'contributors_enabled': False, 'profile_sidebar_border_color': '000000', 'listed_count': 0, 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/378800000169911607/hJnaGqsM.jpeg', 'followers_count': 309, 'geo_enabled': True, 'location': 'sri gading', 'profile_sidebar_fill_color': 'DDEEF6', 'name': 'AmkSriGadingJohor'}",0,,,,False,in,Demi Rakyat: http://t.co/zR8ODPobRm via @YouTube,,615814865106571264,,,0,False,,,Tue Jun 30 09:31:19 +0000 2015,615814865106571264,False,False,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'indices': [40, 48], 'id': 10228272, 'id_str': '10228272', 'screen_name': 'YouTube', 'name': 'YouTube'}], 'urls': [{'url': 'http://t.co/zR8ODPobRm', 'indices': [13, 35], 'display_url': 'youtu.be/gbQW0iPFqcs?a', 'expanded_url': 'http://youtu.be/gbQW0iPFqcs?a'}]}",,,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>"
,False,"{'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2276433830/1389984131', 'profile_background_tile': True, 'screen_name': 'Amk_Srigading', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/419539825293668352/8t05RIlJ_normal.jpeg', 'following': None, 'profile_use_background_image': True, 'translator_type': 'none', 'created_at': 'Sat Jan 04 17:49:32 +0000 2014', 'lang': 'en', 'default_profile_image': False, 'is_translation_enabled': False, 'id_str': '2276433830', 'is_translator': False, 'has_extended_profile': False, 'url': None, 'profile_background_color': '040505', 'profile_link_color': '03B6F7', 'time_zone': 'Kuala Lumpur', 'notifications': None, 'friends_count': 481, 'utc_offset': 28800, 'verified': False, 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/378800000169911607/hJnaGqsM.jpeg', 'profile_text_color': '333333', 'description': 'Twiitter Rasmi Amk Sri Gading', 'favourites_count': 6, 'follow_request_sent': None, 'id': 2276433830, 'default_profile': False, 'statuses_count': 177, 'profile_image_url': 'http://pbs.twimg.com/profile_images/419539825293668352/8t05RIlJ_normal.jpeg', 'protected': False, 'entities': {'description': {'urls': []}}, 'contributors_enabled': False, 'profile_sidebar_border_color': '000000', 'listed_count': 0, 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/378800000169911607/hJnaGqsM.jpeg', 'followers_count': 309, 'geo_enabled': True, 'location': 'sri gading', 'profile_sidebar_fill_color': 'DDEEF6', 'name': 'AmkSriGadingJohor'}",0,,,,False,es,Raja Rempit: http://t.co/LCWP275pDZ via @YouTube,,606740041847742464,,,0,False,,,Fri Jun 05 08:31:13 +0000 2015,606740041847742464,False,False,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'indices': [40, 48], 'id': 10228272, 'id_str': '10228272', 'screen_name': 'YouTube', 'name': 'YouTube'}], 'urls': [{'url': 'http://t.co/LCWP275pDZ', 'indices': [13, 35], 'display_url': 'youtu.be/Z1ASD6Z91gg?a', 'expanded_url': 'http://youtu.be/Z1ASD6Z91gg?a'}]}",,,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>"
,False,"{'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2276433830/1389984131', 'profile_background_tile': True, 'screen_name': 'Amk_Srigading', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/419539825293668352/8t05RIlJ_normal.jpeg', 'following': None, 'profile_use_background_image': True, 'translator_type': 'none', 'created_at': 'Sat Jan 04 17:49:32 +0000 2014', 'lang': 'en', 'default_profile_image': False, 'is_translation_enabled': False, 'id_str': '2276433830', 'is_translator': False, 'has_extended_profile': False, 'url': None, 'profile_background_color': '040505', 'profile_link_color': '03B6F7', 'time_zone': 'Kuala Lumpur', 'notifications': None, 'friends_count': 481, 'utc_offset': 28800, 'verified': False, 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/378800000169911607/hJnaGqsM.jpeg', 'profile_text_color': '333333', 'description': 'Twiitter Rasmi Amk Sri Gading', 'favourites_count': 6, 'follow_request_sent': None, 'id': 2276433830, 'default_profile': False, 'statuses_count': 177, 'profile_image_url': 'http://pbs.twimg.com/profile_images/419539825293668352/8t05RIlJ_normal.jpeg', 'protected': False, 'entities': {'description': {'urls': []}}, 'contributors_enabled': False, 'profile_sidebar_border_color': '000000', 'listed_count': 0, 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/378800000169911607/hJnaGqsM.jpeg', 'followers_count': 309, 'geo_enabled': True, 'location': 'sri gading', 'profile_sidebar_fill_color': 'DDEEF6', 'name': 'AmkSriGadingJohor'}",0,,,,False,es,Rempit Parit Raja: http://t.co/i9PfGPyQsr via @YouTube,,606735928728690688,,,0,False,,,Fri Jun 05 08:14:52 +0000 2015,606735928728690688,False,False,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'indices': [46, 54], 'id': 10228272, 'id_str': '10228272', 'screen_name': 'YouTube', 'name': 'YouTube'}], 'urls': [{'url': 'http://t.co/i9PfGPyQsr', 'indices': [19, 41], 'display_url': 'youtu.be/CpMWpG6cgRk?a', 'expanded_url': 'http://youtu.be/CpMWpG6cgRk?a'}]}",,,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>"
