coordinates,favorited,user,favorite_count,contributors,retweeted_status,in_reply_to_user_id,truncated,lang,text,in_reply_to_status_id,id_str,geo,in_reply_to_screen_name,retweet_count,is_quote_status,extended_entities,in_reply_to_user_id_str,created_at,id,retweeted,possibly_sensitive,entities,in_reply_to_status_id_str,place,source
,False,"{'profile_banner_url': 'https://pbs.twimg.com/profile_banners/340728290/1444400175', 'profile_background_tile': False, 'screen_name': 'BK__TAN', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/652487742060781568/E9AQtsbw_normal.jpg', 'following': None, 'profile_use_background_image': True, 'translator_type': 'none', 'created_at': 'Sat Jul 23 04:57:54 +0000 2011', 'lang': 'en', 'default_profile_image': False, 'is_translation_enabled': False, 'id_str': '340728290', 'is_translator': False, 'has_extended_profile': True, 'url': 'https://t.co/CCHn0IbWgz', 'profile_background_color': 'C0DEED', 'profile_link_color': '1DA1F2', 'time_zone': 'Alaska', 'notifications': None, 'friends_count': 595, 'utc_offset': -28800, 'verified': False, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_text_color': '333333', 'description': '人生的短暂，就像一根蜡烛一样,只有一刹那的光芒；它就像我们生命一样的脆弱...但求能留下一些些美好和永恒的回忆。', 'favourites_count': 130, 'follow_request_sent': None, 'id': 340728290, 'default_profile': True, 'statuses_count': 374, 'profile_image_url': 'http://pbs.twimg.com/profile_images/652487742060781568/E9AQtsbw_normal.jpg', 'protected': False, 'entities': {'url': {'urls': [{'url': 'https://t.co/CCHn0IbWgz', 'indices': [0, 23], 'display_url': 'facebook.com/tan8888', 'expanded_url': 'http://www.facebook.com/tan8888'}]}, 'description': {'urls': []}}, 'contributors_enabled': False, 'profile_sidebar_border_color': 'C0DEED', 'listed_count': 6, 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'followers_count': 429, 'geo_enabled': True, 'location': 'klang', 'profile_sidebar_fill_color': 'DDEEF6', 'name': 'bk.tan  陈浩坤'}",1,,,,False,zh,【視頻】香港前DJ來馬拍攝節目　葉俊亨徐康文盡地主之誼 https://t.co/opDhFbaA06,,855436294545063937,,,0,False,,,Fri Apr 21 15:01:20 +0000 2017,855436294545063937,False,False,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/opDhFbaA06', 'indices': [28, 51], 'display_url': 'orientaldaily.com.my/entertainment/…', 'expanded_url': 'http://www.orientaldaily.com.my/entertainment/yldj17#.WPoevSggmos.twitter'}]}",,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
,False,"{'profile_banner_url': 'https://pbs.twimg.com/profile_banners/340728290/1444400175', 'profile_background_tile': False, 'screen_name': 'BK__TAN', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/652487742060781568/E9AQtsbw_normal.jpg', 'following': None, 'profile_use_background_image': True, 'translator_type': 'none', 'created_at': 'Sat Jul 23 04:57:54 +0000 2011', 'lang': 'en', 'default_profile_image': False, 'is_translation_enabled': False, 'id_str': '340728290', 'is_translator': False, 'has_extended_profile': True, 'url': 'https://t.co/CCHn0IbWgz', 'profile_background_color': 'C0DEED', 'profile_link_color': '1DA1F2', 'time_zone': 'Alaska', 'notifications': None, 'friends_count': 595, 'utc_offset': -28800, 'verified': False, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_text_color': '333333', 'description': '人生的短暂，就像一根蜡烛一样,只有一刹那的光芒；它就像我们生命一样的脆弱...但求能留下一些些美好和永恒的回忆。', 'favourites_count': 130, 'follow_request_sent': None, 'id': 340728290, 'default_profile': True, 'statuses_count': 374, 'profile_image_url': 'http://pbs.twimg.com/profile_images/652487742060781568/E9AQtsbw_normal.jpg', 'protected': False, 'entities': {'url': {'urls': [{'url': 'https://t.co/CCHn0IbWgz', 'indices': [0, 23], 'display_url': 'facebook.com/tan8888', 'expanded_url': 'http://www.facebook.com/tan8888'}]}, 'description': {'urls': []}}, 'contributors_enabled': False, 'profile_sidebar_border_color': 'C0DEED', 'listed_count': 6, 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'followers_count': 429, 'geo_enabled': True, 'location': 'klang', 'profile_sidebar_fill_color': 'DDEEF6', 'name': 'bk.tan  陈浩坤'}",1,,,,False,zh,武吉阿瑟人联青 组团首都访公家机构 https://t.co/3R3rrzUczw via @马来西亚诗华日报新闻网,,854729804452474880,,,0,False,,,Wed Apr 19 16:14:00 +0000 2017,854729804452474880,False,False,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/3R3rrzUczw', 'indices': [18, 41], 'display_url': 'news.seehua.com/?p=181744', 'expanded_url': 'http://news.seehua.com/?p=181744'}]}",,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
,False,"{'profile_banner_url': 'https://pbs.twimg.com/profile_banners/340728290/1444400175', 'profile_background_tile': False, 'screen_name': 'BK__TAN', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/652487742060781568/E9AQtsbw_normal.jpg', 'following': None, 'profile_use_background_image': True, 'translator_type': 'none', 'created_at': 'Sat Jul 23 04:57:54 +0000 2011', 'lang': 'en', 'default_profile_image': False, 'is_translation_enabled': False, 'id_str': '340728290', 'is_translator': False, 'has_extended_profile': True, 'url': 'https://t.co/CCHn0IbWgz', 'profile_background_color': 'C0DEED', 'profile_link_color': '1DA1F2', 'time_zone': 'Alaska', 'notifications': None, 'friends_count': 595, 'utc_offset': -28800, 'verified': False, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_text_color': '333333', 'description': '人生的短暂，就像一根蜡烛一样,只有一刹那的光芒；它就像我们生命一样的脆弱...但求能留下一些些美好和永恒的回忆。', 'favourites_count': 130, 'follow_request_sent': None, 'id': 340728290, 'default_profile': True, 'statuses_count': 374, 'profile_image_url': 'http://pbs.twimg.com/profile_images/652487742060781568/E9AQtsbw_normal.jpg', 'protected': False, 'entities': {'url': {'urls': [{'url': 'https://t.co/CCHn0IbWgz', 'indices': [0, 23], 'display_url': 'facebook.com/tan8888', 'expanded_url': 'http://www.facebook.com/tan8888'}]}, 'description': {'urls': []}}, 'contributors_enabled': False, 'profile_sidebar_border_color': 'C0DEED', 'listed_count': 6, 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'followers_count': 429, 'geo_enabled': True, 'location': 'klang', 'profile_sidebar_fill_color': 'DDEEF6', 'name': 'bk.tan  陈浩坤'}",1,,,,False,en,New eatery plan on field irks residents https://t.co/ULIhHxVNJl via @staronline,,852351837994745856,,,0,False,,,Thu Apr 13 02:44:48 +0000 2017,852351837994745856,False,False,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'indices': [68, 79], 'id': 22594051, 'id_str': '22594051', 'screen_name': 'staronline', 'name': 'The Star'}], 'urls': [{'url': 'https://t.co/ULIhHxVNJl', 'indices': [40, 63], 'display_url': 'po.st/aG8mXz', 'expanded_url': 'http://po.st/aG8mXz'}]}",,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
,False,"{'profile_banner_url': 'https://pbs.twimg.com/profile_banners/340728290/1444400175', 'profile_background_tile': False, 'screen_name': 'BK__TAN', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/652487742060781568/E9AQtsbw_normal.jpg', 'following': None, 'profile_use_background_image': True, 'translator_type': 'none', 'created_at': 'Sat Jul 23 04:57:54 +0000 2011', 'lang': 'en', 'default_profile_image': False, 'is_translation_enabled': False, 'id_str': '340728290', 'is_translator': False, 'has_extended_profile': True, 'url': 'https://t.co/CCHn0IbWgz', 'profile_background_color': 'C0DEED', 'profile_link_color': '1DA1F2', 'time_zone': 'Alaska', 'notifications': None, 'friends_count': 595, 'utc_offset': -28800, 'verified': False, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_text_color': '333333', 'description': '人生的短暂，就像一根蜡烛一样,只有一刹那的光芒；它就像我们生命一样的脆弱...但求能留下一些些美好和永恒的回忆。', 'favourites_count': 130, 'follow_request_sent': None, 'id': 340728290, 'default_profile': True, 'statuses_count': 374, 'profile_image_url': 'http://pbs.twimg.com/profile_images/652487742060781568/E9AQtsbw_normal.jpg', 'protected': False, 'entities': {'url': {'urls': [{'url': 'https://t.co/CCHn0IbWgz', 'indices': [0, 23], 'display_url': 'facebook.com/tan8888', 'expanded_url': 'http://www.facebook.com/tan8888'}]}, 'description': {'urls': []}}, 'contributors_enabled': False, 'profile_sidebar_border_color': 'C0DEED', 'listed_count': 6, 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'followers_count': 429, 'geo_enabled': True, 'location': 'klang', 'profile_sidebar_fill_color': 'DDEEF6', 'name': 'bk.tan  陈浩坤'}",0,,,,False,en,Malaysia Retail News: (The Star) New eatery plan on field irks residents   : https://t.co/oOb6UxAmlo,,852346578928979968,,,0,False,,,Thu Apr 13 02:23:54 +0000 2017,852346578928979968,False,False,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/oOb6UxAmlo', 'indices': [77, 100], 'display_url': 'malaysiaretailnews.blogspot.com/2017/04/the-st…', 'expanded_url': 'http://malaysiaretailnews.blogspot.com/2017/04/the-star-new-eatery-plan-on-field-irks.html'}]}",,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
,False,"{'profile_banner_url': 'https://pbs.twimg.com/profile_banners/340728290/1444400175', 'profile_background_tile': False, 'screen_name': 'BK__TAN', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/652487742060781568/E9AQtsbw_normal.jpg', 'following': None, 'profile_use_background_image': True, 'translator_type': 'none', 'created_at': 'Sat Jul 23 04:57:54 +0000 2011', 'lang': 'en', 'default_profile_image': False, 'is_translation_enabled': False, 'id_str': '340728290', 'is_translator': False, 'has_extended_profile': True, 'url': 'https://t.co/CCHn0IbWgz', 'profile_background_color': 'C0DEED', 'profile_link_color': '1DA1F2', 'time_zone': 'Alaska', 'notifications': None, 'friends_count': 595, 'utc_offset': -28800, 'verified': False, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_text_color': '333333', 'description': '人生的短暂，就像一根蜡烛一样,只有一刹那的光芒；它就像我们生命一样的脆弱...但求能留下一些些美好和永恒的回忆。', 'favourites_count': 130, 'follow_request_sent': None, 'id': 340728290, 'default_profile': True, 'statuses_count': 374, 'profile_image_url': 'http://pbs.twimg.com/profile_images/652487742060781568/E9AQtsbw_normal.jpg', 'protected': False, 'entities': {'url': {'urls': [{'url': 'https://t.co/CCHn0IbWgz', 'indices': [0, 23], 'display_url': 'facebook.com/tan8888', 'expanded_url': 'http://www.facebook.com/tan8888'}]}, 'description': {'urls': []}}, 'contributors_enabled': False, 'profile_sidebar_border_color': 'C0DEED', 'listed_count': 6, 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'followers_count': 429, 'geo_enabled': True, 'location': 'klang', 'profile_sidebar_fill_color': 'DDEEF6', 'name': 'bk.tan  陈浩坤'}",0,,,,False,zh,父逝母拋弃　男童三叩门获大马卡 https://t.co/GzRRDCoXn2,,852188629732663296,,,0,False,,,Wed Apr 12 15:56:16 +0000 2017,852188629732663296,False,False,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/GzRRDCoXn2', 'indices': [16, 39], 'display_url': 'news.seehua.com/?p=211006', 'expanded_url': 'http://news.seehua.com/?p=211006'}]}",,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
,False,"{'profile_banner_url': 'https://pbs.twimg.com/profile_banners/340728290/1444400175', 'profile_background_tile': False, 'screen_name': 'BK__TAN', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/652487742060781568/E9AQtsbw_normal.jpg', 'following': None, 'profile_use_background_image': True, 'translator_type': 'none', 'created_at': 'Sat Jul 23 04:57:54 +0000 2011', 'lang': 'en', 'default_profile_image': False, 'is_translation_enabled': False, 'id_str': '340728290', 'is_translator': False, 'has_extended_profile': True, 'url': 'https://t.co/CCHn0IbWgz', 'profile_background_color': 'C0DEED', 'profile_link_color': '1DA1F2', 'time_zone': 'Alaska', 'notifications': None, 'friends_count': 595, 'utc_offset': -28800, 'verified': False, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_text_color': '333333', 'description': '人生的短暂，就像一根蜡烛一样,只有一刹那的光芒；它就像我们生命一样的脆弱...但求能留下一些些美好和永恒的回忆。', 'favourites_count': 130, 'follow_request_sent': None, 'id': 340728290, 'default_profile': True, 'statuses_count': 374, 'profile_image_url': 'http://pbs.twimg.com/profile_images/652487742060781568/E9AQtsbw_normal.jpg', 'protected': False, 'entities': {'url': {'urls': [{'url': 'https://t.co/CCHn0IbWgz', 'indices': [0, 23], 'display_url': 'facebook.com/tan8888', 'expanded_url': 'http://www.facebook.com/tan8888'}]}, 'description': {'urls': []}}, 'contributors_enabled': False, 'profile_sidebar_border_color': 'C0DEED', 'listed_count': 6, 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'followers_count': 429, 'geo_enabled': True, 'location': 'klang', 'profile_sidebar_fill_color': 'DDEEF6', 'name': 'bk.tan  陈浩坤'}",0,,,,False,zh,陈浩坤：行动党行政议员须总辞为指南风波负责  https://t.co/qcKredgvO6陈浩坤：行动党行政议员须总辞为指南风波负责/,,851848107218264064,,,0,False,,,Tue Apr 11 17:23:09 +0000 2017,851848107218264064,False,False,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/qcKredgvO6', 'indices': [23, 46], 'display_url': 'laksou.com/2017/04/11/', 'expanded_url': 'http://www.laksou.com/2017/04/11/'}]}",,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
,False,"{'profile_banner_url': 'https://pbs.twimg.com/profile_banners/340728290/1444400175', 'profile_background_tile': False, 'screen_name': 'BK__TAN', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/652487742060781568/E9AQtsbw_normal.jpg', 'following': None, 'profile_use_background_image': True, 'translator_type': 'none', 'created_at': 'Sat Jul 23 04:57:54 +0000 2011', 'lang': 'en', 'default_profile_image': False, 'is_translation_enabled': False, 'id_str': '340728290', 'is_translator': False, 'has_extended_profile': True, 'url': 'https://t.co/CCHn0IbWgz', 'profile_background_color': 'C0DEED', 'profile_link_color': '1DA1F2', 'time_zone': 'Alaska', 'notifications': None, 'friends_count': 595, 'utc_offset': -28800, 'verified': False, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_text_color': '333333', 'description': '人生的短暂，就像一根蜡烛一样,只有一刹那的光芒；它就像我们生命一样的脆弱...但求能留下一些些美好和永恒的回忆。', 'favourites_count': 130, 'follow_request_sent': None, 'id': 340728290, 'default_profile': True, 'statuses_count': 374, 'profile_image_url': 'http://pbs.twimg.com/profile_images/652487742060781568/E9AQtsbw_normal.jpg', 'protected': False, 'entities': {'url': {'urls': [{'url': 'https://t.co/CCHn0IbWgz', 'indices': [0, 23], 'display_url': 'facebook.com/tan8888', 'expanded_url': 'http://www.facebook.com/tan8888'}]}, 'description': {'urls': []}}, 'contributors_enabled': False, 'profile_sidebar_border_color': 'C0DEED', 'listed_count': 6, 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'followers_count': 429, 'geo_enabled': True, 'location': 'klang', 'profile_sidebar_fill_color': 'DDEEF6', 'name': 'bk.tan  陈浩坤'}",0,,,106669711,False,in,"@bernamadotcom @liowtionglai YB yang terbaik, baik dan penuh mesra.",851323191876132864,851495370219634693,,bernamadotcom,0,False,,106669711,Mon Apr 10 18:01:30 +0000 2017,851495370219634693,False,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'indices': [0, 14], 'id': 106669711, 'id_str': '106669711', 'screen_name': 'bernamadotcom', 'name': 'BERNAMA'}, {'indices': [15, 28], 'id': 110891415, 'id_str': '110891415', 'screen_name': 'liowtionglai', 'name': 'Liow Tiong Lai'}], 'urls': []}",851323191876132864,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
,False,"{'profile_banner_url': 'https://pbs.twimg.com/profile_banners/340728290/1444400175', 'profile_background_tile': False, 'screen_name': 'BK__TAN', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/652487742060781568/E9AQtsbw_normal.jpg', 'following': None, 'profile_use_background_image': True, 'translator_type': 'none', 'created_at': 'Sat Jul 23 04:57:54 +0000 2011', 'lang': 'en', 'default_profile_image': False, 'is_translation_enabled': False, 'id_str': '340728290', 'is_translator': False, 'has_extended_profile': True, 'url': 'https://t.co/CCHn0IbWgz', 'profile_background_color': 'C0DEED', 'profile_link_color': '1DA1F2', 'time_zone': 'Alaska', 'notifications': None, 'friends_count': 595, 'utc_offset': -28800, 'verified': False, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_text_color': '333333', 'description': '人生的短暂，就像一根蜡烛一样,只有一刹那的光芒；它就像我们生命一样的脆弱...但求能留下一些些美好和永恒的回忆。', 'favourites_count': 130, 'follow_request_sent': None, 'id': 340728290, 'default_profile': True, 'statuses_count': 374, 'profile_image_url': 'http://pbs.twimg.com/profile_images/652487742060781568/E9AQtsbw_normal.jpg', 'protected': False, 'entities': {'url': {'urls': [{'url': 'https://t.co/CCHn0IbWgz', 'indices': [0, 23], 'display_url': 'facebook.com/tan8888', 'expanded_url': 'http://www.facebook.com/tan8888'}]}, 'description': {'urls': []}}, 'contributors_enabled': False, 'profile_sidebar_border_color': 'C0DEED', 'listed_count': 6, 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'followers_count': 429, 'geo_enabled': True, 'location': 'klang', 'profile_sidebar_fill_color': 'DDEEF6', 'name': 'bk.tan  陈浩坤'}",0,,"{'coordinates': None, 'favorited': False, 'geo': None, 'in_reply_to_user_id': None, 'truncated': True, 'lang': 'in', 'text': 'Menteri Pengangkutan @liowtionglai arah Biro Siasatan Kemalangan Udara (BSKU) siasat utk kenalpasti punca pesawat M… https://t.co/zWciHbp9Rq', 'in_reply_to_status_id': None, 'user': {'profile_banner_url': 'https://pbs.twimg.com/profile_banners/106669711/1495800940', 'profile_background_tile': False, 'screen_name': 'bernamadotcom', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/835028954025074688/ksx4juZD_normal.jpg', 'following': None, 'profile_use_background_image': True, 'translator_type': 'none', 'created_at': 'Wed Jan 20 08:28:02 +0000 2010', 'lang': 'en', 'default_profile_image': False, 'is_translation_enabled': False, 'id_str': '106669711', 'is_translator': False, 'has_extended_profile': False, 'url': 'https://t.co/Y9PFkCKHHP', 'profile_background_color': 'C0DEED', 'profile_link_color': '1DA1F2', 'time_zone': 'Kuala Lumpur', 'notifications': None, 'friends_count': 1143, 'utc_offset': 28800, 'verified': True, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_text_color': '333333', 'description': 'Agensi Berita Nasional Malaysia ditubuhkan pada 1967 / Malaysia National News Agency was set up in 1967 - BUKAN SEKADAR BERITA /NEWS AND BEYOND', 'favourites_count': 385, 'follow_request_sent': None, 'id': 106669711, 'default_profile': True, 'statuses_count': 120900, 'profile_image_url': 'http://pbs.twimg.com/profile_images/835028954025074688/ksx4juZD_normal.jpg', 'protected': False, 'entities': {'url': {'urls': [{'url': 'https://t.co/Y9PFkCKHHP', 'indices': [0, 23], 'display_url': 'bernama.com', 'expanded_url': 'http://www.bernama.com'}]}, 'description': {'urls': []}}, 'contributors_enabled': False, 'profile_sidebar_border_color': 'C0DEED', 'listed_count': 1076, 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'followers_count': 633133, 'geo_enabled': True, 'location': 'Kuala Lumpur, Malaysia', 'profile_sidebar_fill_color': 'DDEEF6', 'name': 'BERNAMA'}, 'in_reply_to_screen_name': None, 'retweet_count': 18, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_user_id_str': None, 'created_at': 'Mon Apr 10 06:37:20 +0000 2017', 'id': 851323191876132864, 'retweeted': False, 'possibly_sensitive': False, 'place': None, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'indices': [21, 34], 'id': 110891415, 'id_str': '110891415', 'screen_name': 'liowtionglai', 'name': 'Liow Tiong Lai'}], 'urls': [{'url': 'https://t.co/zWciHbp9Rq', 'indices': [117, 140], 'display_url': 'twitter.com/i/web/status/8…', 'expanded_url': 'https://twitter.com/i/web/status/851323191876132864'}]}, 'id_str': '851323191876132864', 'in_reply_to_status_id_str': None, 'favorite_count': 17, 'contributors': None, 'is_quote_status': False}",,False,in,RT @bernamadotcom: Menteri Pengangkutan @liowtionglai arah Biro Siasatan Kemalangan Udara (BSKU) siasat utk kenalpasti punca pesawat MH2718…,,851495117101842432,,,18,False,,,Mon Apr 10 18:00:30 +0000 2017,851495117101842432,False,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'indices': [3, 17], 'id': 106669711, 'id_str': '106669711', 'screen_name': 'bernamadotcom', 'name': 'BERNAMA'}, {'indices': [40, 53], 'id': 110891415, 'id_str': '110891415', 'screen_name': 'liowtionglai', 'name': 'Liow Tiong Lai'}], 'urls': []}",,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
,False,"{'profile_banner_url': 'https://pbs.twimg.com/profile_banners/340728290/1444400175', 'profile_background_tile': False, 'screen_name': 'BK__TAN', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/652487742060781568/E9AQtsbw_normal.jpg', 'following': None, 'profile_use_background_image': True, 'translator_type': 'none', 'created_at': 'Sat Jul 23 04:57:54 +0000 2011', 'lang': 'en', 'default_profile_image': False, 'is_translation_enabled': False, 'id_str': '340728290', 'is_translator': False, 'has_extended_profile': True, 'url': 'https://t.co/CCHn0IbWgz', 'profile_background_color': 'C0DEED', 'profile_link_color': '1DA1F2', 'time_zone': 'Alaska', 'notifications': None, 'friends_count': 595, 'utc_offset': -28800, 'verified': False, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_text_color': '333333', 'description': '人生的短暂，就像一根蜡烛一样,只有一刹那的光芒；它就像我们生命一样的脆弱...但求能留下一些些美好和永恒的回忆。', 'favourites_count': 130, 'follow_request_sent': None, 'id': 340728290, 'default_profile': True, 'statuses_count': 374, 'profile_image_url': 'http://pbs.twimg.com/profile_images/652487742060781568/E9AQtsbw_normal.jpg', 'protected': False, 'entities': {'url': {'urls': [{'url': 'https://t.co/CCHn0IbWgz', 'indices': [0, 23], 'display_url': 'facebook.com/tan8888', 'expanded_url': 'http://www.facebook.com/tan8888'}]}, 'description': {'urls': []}}, 'contributors_enabled': False, 'profile_sidebar_border_color': 'C0DEED', 'listed_count': 6, 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'followers_count': 429, 'geo_enabled': True, 'location': 'klang', 'profile_sidebar_fill_color': 'DDEEF6', 'name': 'bk.tan  陈浩坤'}",0,,,,False,und,https://t.co/FXjBSLBMSJ,,850653943629611008,,,0,False,,,Sat Apr 08 10:17:59 +0000 2017,850653943629611008,False,False,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/FXjBSLBMSJ', 'indices': [0, 23], 'display_url': 'pressreader.com/@Tan__Bok_koon…', 'expanded_url': 'http://www.pressreader.com/@Tan__Bok_koon/csb_OacclevlsDo_7VlIpTZNvUqi1hTh2MVwP9BCx2lQZ-8'}]}",,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
,False,"{'profile_banner_url': 'https://pbs.twimg.com/profile_banners/340728290/1444400175', 'profile_background_tile': False, 'screen_name': 'BK__TAN', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/652487742060781568/E9AQtsbw_normal.jpg', 'following': None, 'profile_use_background_image': True, 'translator_type': 'none', 'created_at': 'Sat Jul 23 04:57:54 +0000 2011', 'lang': 'en', 'default_profile_image': False, 'is_translation_enabled': False, 'id_str': '340728290', 'is_translator': False, 'has_extended_profile': True, 'url': 'https://t.co/CCHn0IbWgz', 'profile_background_color': 'C0DEED', 'profile_link_color': '1DA1F2', 'time_zone': 'Alaska', 'notifications': None, 'friends_count': 595, 'utc_offset': -28800, 'verified': False, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_text_color': '333333', 'description': '人生的短暂，就像一根蜡烛一样,只有一刹那的光芒；它就像我们生命一样的脆弱...但求能留下一些些美好和永恒的回忆。', 'favourites_count': 130, 'follow_request_sent': None, 'id': 340728290, 'default_profile': True, 'statuses_count': 374, 'profile_image_url': 'http://pbs.twimg.com/profile_images/652487742060781568/E9AQtsbw_normal.jpg', 'protected': False, 'entities': {'url': {'urls': [{'url': 'https://t.co/CCHn0IbWgz', 'indices': [0, 23], 'display_url': 'facebook.com/tan8888', 'expanded_url': 'http://www.facebook.com/tan8888'}]}, 'description': {'urls': []}}, 'contributors_enabled': False, 'profile_sidebar_border_color': 'C0DEED', 'listed_count': 6, 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'followers_count': 429, 'geo_enabled': True, 'location': 'klang', 'profile_sidebar_fill_color': 'DDEEF6', 'name': 'bk.tan  陈浩坤'}",0,,,,False,zh,马华2国会议员责355私人法案违宪 https://t.co/09Qk2kZfQR,,850165953052594181,,,0,False,,,Fri Apr 07 01:58:53 +0000 2017,850165953052594181,False,False,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/09Qk2kZfQR', 'indices': [18, 41], 'display_url': 'youtube.com/watch?v=zwv6mg…', 'expanded_url': 'https://www.youtube.com/watch?v=zwv6mgSudZM&feature=share'}]}",,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
