<<<<<<< HEAD
coordinates,favorited,user,favorite_count,contributors,quoted_status,retweeted_status,in_reply_to_user_id,truncated,lang,text,in_reply_to_status_id,id_str,quoted_status_id_str,geo,in_reply_to_screen_name,retweet_count,is_quote_status,extended_entities,in_reply_to_user_id_str,created_at,id,retweeted,possibly_sensitive,entities,quoted_status_id,in_reply_to_status_id_str,place,source
,False,"{'profile_banner_url': 'https://pbs.twimg.com/profile_banners/630736977/1426921599', 'profile_background_tile': False, 'screen_name': 'BNYVJOHOR', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/518566594121703424/ksE4LuoU_normal.jpeg', 'following': None, 'profile_use_background_image': True, 'translator_type': 'none', 'created_at': 'Mon Jul 09 00:55:47 +0000 2012', 'lang': 'en', 'default_profile_image': False, 'is_translation_enabled': False, 'id_str': '630736977', 'is_translator': False, 'has_extended_profile': False, 'url': 'https://t.co/jtv1R5HRI7', 'profile_background_color': 'C0DEED', 'profile_link_color': '1DA1F2', 'time_zone': None, 'notifications': None, 'friends_count': 136, 'utc_offset': None, 'verified': False, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_text_color': '333333', 'description': 'Sebuah pergerakan sukarelawan muda membina negara berjaya! Take charge! Make a difference!', 'favourites_count': 317, 'follow_request_sent': None, 'id': 630736977, 'default_profile': True, 'statuses_count': 3013, 'profile_image_url': 'http://pbs.twimg.com/profile_images/518566594121703424/ksE4LuoU_normal.jpeg', 'protected': False, 'entities': {'url': {'urls': [{'url': 'https://t.co/jtv1R5HRI7', 'indices': [0, 23], 'display_url': 'm.facebook.com/bnyvjohorvolun…', 'expanded_url': 'https://m.facebook.com/bnyvjohorvolunteer'}]}, 'description': {'urls': []}}, 'contributors_enabled': False, 'profile_sidebar_border_color': 'C0DEED', 'listed_count': 2, 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'followers_count': 1837, 'geo_enabled': True, 'location': '', 'profile_sidebar_fill_color': 'DDEEF6', 'name': '#BNYVJOHOR'}",0,,,,,False,en,2 people followed me and 2 people unfollowed me // automatically checked by https://t.co/6ZXeboo0mx,,872373346402533378,,,,0,False,,,Wed Jun 07 08:43:08 +0000 2017,872373346402533378,False,False,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/6ZXeboo0mx', 'indices': [76, 99], 'display_url': 'fllwrs.com', 'expanded_url': 'http://fllwrs.com'}]}",,,,"<a href=""http://fllwrs.com"" rel=""nofollow"">fllwrs</a>"
,False,"{'profile_banner_url': 'https://pbs.twimg.com/profile_banners/630736977/1426921599', 'profile_background_tile': False, 'screen_name': 'BNYVJOHOR', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/518566594121703424/ksE4LuoU_normal.jpeg', 'following': None, 'profile_use_background_image': True, 'translator_type': 'none', 'created_at': 'Mon Jul 09 00:55:47 +0000 2012', 'lang': 'en', 'default_profile_image': False, 'is_translation_enabled': False, 'id_str': '630736977', 'is_translator': False, 'has_extended_profile': False, 'url': 'https://t.co/jtv1R5HRI7', 'profile_background_color': 'C0DEED', 'profile_link_color': '1DA1F2', 'time_zone': None, 'notifications': None, 'friends_count': 136, 'utc_offset': None, 'verified': False, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_text_color': '333333', 'description': 'Sebuah pergerakan sukarelawan muda membina negara berjaya! Take charge! Make a difference!', 'favourites_count': 317, 'follow_request_sent': None, 'id': 630736977, 'default_profile': True, 'statuses_count': 3013, 'profile_image_url': 'http://pbs.twimg.com/profile_images/518566594121703424/ksE4LuoU_normal.jpeg', 'protected': False, 'entities': {'url': {'urls': [{'url': 'https://t.co/jtv1R5HRI7', 'indices': [0, 23], 'display_url': 'm.facebook.com/bnyvjohorvolun…', 'expanded_url': 'https://m.facebook.com/bnyvjohorvolunteer'}]}, 'description': {'urls': []}}, 'contributors_enabled': False, 'profile_sidebar_border_color': 'C0DEED', 'listed_count': 2, 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'followers_count': 1837, 'geo_enabled': True, 'location': '', 'profile_sidebar_fill_color': 'DDEEF6', 'name': '#BNYVJOHOR'}",0,,,,,False,en,one person unfollowed me // automatically checked by https://t.co/6ZXeboo0mx,,871263351283879936,,,,0,False,,,Sun Jun 04 07:12:24 +0000 2017,871263351283879936,False,False,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/6ZXeboo0mx', 'indices': [53, 76], 'display_url': 'fllwrs.com', 'expanded_url': 'http://fllwrs.com'}]}",,,,"<a href=""http://fllwrs.com"" rel=""nofollow"">fllwrs</a>"
,False,"{'profile_banner_url': 'https://pbs.twimg.com/profile_banners/630736977/1426921599', 'profile_background_tile': False, 'screen_name': 'BNYVJOHOR', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/518566594121703424/ksE4LuoU_normal.jpeg', 'following': None, 'profile_use_background_image': True, 'translator_type': 'none', 'created_at': 'Mon Jul 09 00:55:47 +0000 2012', 'lang': 'en', 'default_profile_image': False, 'is_translation_enabled': False, 'id_str': '630736977', 'is_translator': False, 'has_extended_profile': False, 'url': 'https://t.co/jtv1R5HRI7', 'profile_background_color': 'C0DEED', 'profile_link_color': '1DA1F2', 'time_zone': None, 'notifications': None, 'friends_count': 136, 'utc_offset': None, 'verified': False, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_text_color': '333333', 'description': 'Sebuah pergerakan sukarelawan muda membina negara berjaya! Take charge! Make a difference!', 'favourites_count': 317, 'follow_request_sent': None, 'id': 630736977, 'default_profile': True, 'statuses_count': 3013, 'profile_image_url': 'http://pbs.twimg.com/profile_images/518566594121703424/ksE4LuoU_normal.jpeg', 'protected': False, 'entities': {'url': {'urls': [{'url': 'https://t.co/jtv1R5HRI7', 'indices': [0, 23], 'display_url': 'm.facebook.com/bnyvjohorvolun…', 'expanded_url': 'https://m.facebook.com/bnyvjohorvolunteer'}]}, 'description': {'urls': []}}, 'contributors_enabled': False, 'profile_sidebar_border_color': 'C0DEED', 'listed_count': 2, 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'followers_count': 1837, 'geo_enabled': True, 'location': '', 'profile_sidebar_fill_color': 'DDEEF6', 'name': '#BNYVJOHOR'}",0,,,,,False,en,one person unfollowed me // automatically checked by https://t.co/6ZXeboo0mx,,869370685344419840,,,,0,False,,,Tue May 30 01:51:38 +0000 2017,869370685344419840,False,False,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/6ZXeboo0mx', 'indices': [53, 76], 'display_url': 'fllwrs.com', 'expanded_url': 'http://fllwrs.com'}]}",,,,"<a href=""http://fllwrs.com"" rel=""nofollow"">fllwrs</a>"
,False,"{'profile_banner_url': 'https://pbs.twimg.com/profile_banners/630736977/1426921599', 'profile_background_tile': False, 'screen_name': 'BNYVJOHOR', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/518566594121703424/ksE4LuoU_normal.jpeg', 'following': None, 'profile_use_background_image': True, 'translator_type': 'none', 'created_at': 'Mon Jul 09 00:55:47 +0000 2012', 'lang': 'en', 'default_profile_image': False, 'is_translation_enabled': False, 'id_str': '630736977', 'is_translator': False, 'has_extended_profile': False, 'url': 'https://t.co/jtv1R5HRI7', 'profile_background_color': 'C0DEED', 'profile_link_color': '1DA1F2', 'time_zone': None, 'notifications': None, 'friends_count': 136, 'utc_offset': None, 'verified': False, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_text_color': '333333', 'description': 'Sebuah pergerakan sukarelawan muda membina negara berjaya! Take charge! Make a difference!', 'favourites_count': 317, 'follow_request_sent': None, 'id': 630736977, 'default_profile': True, 'statuses_count': 3013, 'profile_image_url': 'http://pbs.twimg.com/profile_images/518566594121703424/ksE4LuoU_normal.jpeg', 'protected': False, 'entities': {'url': {'urls': [{'url': 'https://t.co/jtv1R5HRI7', 'indices': [0, 23], 'display_url': 'm.facebook.com/bnyvjohorvolun…', 'expanded_url': 'https://m.facebook.com/bnyvjohorvolunteer'}]}, 'description': {'urls': []}}, 'contributors_enabled': False, 'profile_sidebar_border_color': 'C0DEED', 'listed_count': 2, 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'followers_count': 1837, 'geo_enabled': True, 'location': '', 'profile_sidebar_fill_color': 'DDEEF6', 'name': '#BNYVJOHOR'}",0,,,,,False,en,one person unfollowed me // automatically checked by https://t.co/6ZXeboo0mx,,868382819575377921,,,,0,False,,,Sat May 27 08:26:12 +0000 2017,868382819575377921,False,False,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/6ZXeboo0mx', 'indices': [53, 76], 'display_url': 'fllwrs.com', 'expanded_url': 'http://fllwrs.com'}]}",,,,"<a href=""http://fllwrs.com"" rel=""nofollow"">fllwrs</a>"
,False,"{'profile_banner_url': 'https://pbs.twimg.com/profile_banners/630736977/1426921599', 'profile_background_tile': False, 'screen_name': 'BNYVJOHOR', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/518566594121703424/ksE4LuoU_normal.jpeg', 'following': None, 'profile_use_background_image': True, 'translator_type': 'none', 'created_at': 'Mon Jul 09 00:55:47 +0000 2012', 'lang': 'en', 'default_profile_image': False, 'is_translation_enabled': False, 'id_str': '630736977', 'is_translator': False, 'has_extended_profile': False, 'url': 'https://t.co/jtv1R5HRI7', 'profile_background_color': 'C0DEED', 'profile_link_color': '1DA1F2', 'time_zone': None, 'notifications': None, 'friends_count': 136, 'utc_offset': None, 'verified': False, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_text_color': '333333', 'description': 'Sebuah pergerakan sukarelawan muda membina negara berjaya! Take charge! Make a difference!', 'favourites_count': 317, 'follow_request_sent': None, 'id': 630736977, 'default_profile': True, 'statuses_count': 3013, 'profile_image_url': 'http://pbs.twimg.com/profile_images/518566594121703424/ksE4LuoU_normal.jpeg', 'protected': False, 'entities': {'url': {'urls': [{'url': 'https://t.co/jtv1R5HRI7', 'indices': [0, 23], 'display_url': 'm.facebook.com/bnyvjohorvolun…', 'expanded_url': 'https://m.facebook.com/bnyvjohorvolunteer'}]}, 'description': {'urls': []}}, 'contributors_enabled': False, 'profile_sidebar_border_color': 'C0DEED', 'listed_count': 2, 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'followers_count': 1837, 'geo_enabled': True, 'location': '', 'profile_sidebar_fill_color': 'DDEEF6', 'name': '#BNYVJOHOR'}",0,,,,,False,en,one person followed me // automatically checked by https://t.co/6ZXeboo0mx,,867306200840515584,,,,0,False,,,Wed May 24 09:08:06 +0000 2017,867306200840515584,False,False,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/6ZXeboo0mx', 'indices': [51, 74], 'display_url': 'fllwrs.com', 'expanded_url': 'http://fllwrs.com'}]}",,,,"<a href=""http://fllwrs.com"" rel=""nofollow"">fllwrs</a>"
,False,"{'profile_banner_url': 'https://pbs.twimg.com/profile_banners/630736977/1426921599', 'profile_background_tile': False, 'screen_name': 'BNYVJOHOR', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/518566594121703424/ksE4LuoU_normal.jpeg', 'following': None, 'profile_use_background_image': True, 'translator_type': 'none', 'created_at': 'Mon Jul 09 00:55:47 +0000 2012', 'lang': 'en', 'default_profile_image': False, 'is_translation_enabled': False, 'id_str': '630736977', 'is_translator': False, 'has_extended_profile': False, 'url': 'https://t.co/jtv1R5HRI7', 'profile_background_color': 'C0DEED', 'profile_link_color': '1DA1F2', 'time_zone': None, 'notifications': None, 'friends_count': 136, 'utc_offset': None, 'verified': False, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_text_color': '333333', 'description': 'Sebuah pergerakan sukarelawan muda membina negara berjaya! Take charge! Make a difference!', 'favourites_count': 317, 'follow_request_sent': None, 'id': 630736977, 'default_profile': True, 'statuses_count': 3013, 'profile_image_url': 'http://pbs.twimg.com/profile_images/518566594121703424/ksE4LuoU_normal.jpeg', 'protected': False, 'entities': {'url': {'urls': [{'url': 'https://t.co/jtv1R5HRI7', 'indices': [0, 23], 'display_url': 'm.facebook.com/bnyvjohorvolun…', 'expanded_url': 'https://m.facebook.com/bnyvjohorvolunteer'}]}, 'description': {'urls': []}}, 'contributors_enabled': False, 'profile_sidebar_border_color': 'C0DEED', 'listed_count': 2, 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'followers_count': 1837, 'geo_enabled': True, 'location': '', 'profile_sidebar_fill_color': 'DDEEF6', 'name': '#BNYVJOHOR'}",0,,,,,False,en,one person followed me // automatically checked by https://t.co/6ZXeboo0mx,,866315274886184960,,,,0,False,,,Sun May 21 15:30:31 +0000 2017,866315274886184960,False,False,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/6ZXeboo0mx', 'indices': [51, 74], 'display_url': 'fllwrs.com', 'expanded_url': 'http://fllwrs.com'}]}",,,,"<a href=""http://fllwrs.com"" rel=""nofollow"">fllwrs</a>"
,False,"{'profile_banner_url': 'https://pbs.twimg.com/profile_banners/630736977/1426921599', 'profile_background_tile': False, 'screen_name': 'BNYVJOHOR', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/518566594121703424/ksE4LuoU_normal.jpeg', 'following': None, 'profile_use_background_image': True, 'translator_type': 'none', 'created_at': 'Mon Jul 09 00:55:47 +0000 2012', 'lang': 'en', 'default_profile_image': False, 'is_translation_enabled': False, 'id_str': '630736977', 'is_translator': False, 'has_extended_profile': False, 'url': 'https://t.co/jtv1R5HRI7', 'profile_background_color': 'C0DEED', 'profile_link_color': '1DA1F2', 'time_zone': None, 'notifications': None, 'friends_count': 136, 'utc_offset': None, 'verified': False, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_text_color': '333333', 'description': 'Sebuah pergerakan sukarelawan muda membina negara berjaya! Take charge! Make a difference!', 'favourites_count': 317, 'follow_request_sent': None, 'id': 630736977, 'default_profile': True, 'statuses_count': 3013, 'profile_image_url': 'http://pbs.twimg.com/profile_images/518566594121703424/ksE4LuoU_normal.jpeg', 'protected': False, 'entities': {'url': {'urls': [{'url': 'https://t.co/jtv1R5HRI7', 'indices': [0, 23], 'display_url': 'm.facebook.com/bnyvjohorvolun…', 'expanded_url': 'https://m.facebook.com/bnyvjohorvolunteer'}]}, 'description': {'urls': []}}, 'contributors_enabled': False, 'profile_sidebar_border_color': 'C0DEED', 'listed_count': 2, 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'followers_count': 1837, 'geo_enabled': True, 'location': '', 'profile_sidebar_fill_color': 'DDEEF6', 'name': '#BNYVJOHOR'}",0,,,,,False,en,one person followed me // automatically checked by https://t.co/6ZXeboo0mx,,865149751037231105,,,,0,False,,,Thu May 18 10:19:09 +0000 2017,865149751037231105,False,False,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/6ZXeboo0mx', 'indices': [51, 74], 'display_url': 'fllwrs.com', 'expanded_url': 'http://fllwrs.com'}]}",,,,"<a href=""http://fllwrs.com"" rel=""nofollow"">fllwrs</a>"
,False,"{'profile_banner_url': 'https://pbs.twimg.com/profile_banners/630736977/1426921599', 'profile_background_tile': False, 'screen_name': 'BNYVJOHOR', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/518566594121703424/ksE4LuoU_normal.jpeg', 'following': None, 'profile_use_background_image': True, 'translator_type': 'none', 'created_at': 'Mon Jul 09 00:55:47 +0000 2012', 'lang': 'en', 'default_profile_image': False, 'is_translation_enabled': False, 'id_str': '630736977', 'is_translator': False, 'has_extended_profile': False, 'url': 'https://t.co/jtv1R5HRI7', 'profile_background_color': 'C0DEED', 'profile_link_color': '1DA1F2', 'time_zone': None, 'notifications': None, 'friends_count': 136, 'utc_offset': None, 'verified': False, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_text_color': '333333', 'description': 'Sebuah pergerakan sukarelawan muda membina negara berjaya! Take charge! Make a difference!', 'favourites_count': 317, 'follow_request_sent': None, 'id': 630736977, 'default_profile': True, 'statuses_count': 3013, 'profile_image_url': 'http://pbs.twimg.com/profile_images/518566594121703424/ksE4LuoU_normal.jpeg', 'protected': False, 'entities': {'url': {'urls': [{'url': 'https://t.co/jtv1R5HRI7', 'indices': [0, 23], 'display_url': 'm.facebook.com/bnyvjohorvolun…', 'expanded_url': 'https://m.facebook.com/bnyvjohorvolunteer'}]}, 'description': {'urls': []}}, 'contributors_enabled': False, 'profile_sidebar_border_color': 'C0DEED', 'listed_count': 2, 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'followers_count': 1837, 'geo_enabled': True, 'location': '', 'profile_sidebar_fill_color': 'DDEEF6', 'name': '#BNYVJOHOR'}",0,,,,,False,en,one person followed me and one person unfollowed me // automatically checked by https://t.co/6ZXeboo0mx,,864031009423151105,,,,0,False,,,Mon May 15 08:13:40 +0000 2017,864031009423151105,False,False,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/6ZXeboo0mx', 'indices': [80, 103], 'display_url': 'fllwrs.com', 'expanded_url': 'http://fllwrs.com'}]}",,,,"<a href=""http://fllwrs.com"" rel=""nofollow"">fllwrs</a>"
,False,"{'profile_banner_url': 'https://pbs.twimg.com/profile_banners/630736977/1426921599', 'profile_background_tile': False, 'screen_name': 'BNYVJOHOR', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/518566594121703424/ksE4LuoU_normal.jpeg', 'following': None, 'profile_use_background_image': True, 'translator_type': 'none', 'created_at': 'Mon Jul 09 00:55:47 +0000 2012', 'lang': 'en', 'default_profile_image': False, 'is_translation_enabled': False, 'id_str': '630736977', 'is_translator': False, 'has_extended_profile': False, 'url': 'https://t.co/jtv1R5HRI7', 'profile_background_color': 'C0DEED', 'profile_link_color': '1DA1F2', 'time_zone': None, 'notifications': None, 'friends_count': 136, 'utc_offset': None, 'verified': False, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_text_color': '333333', 'description': 'Sebuah pergerakan sukarelawan muda membina negara berjaya! Take charge! Make a difference!', 'favourites_count': 317, 'follow_request_sent': None, 'id': 630736977, 'default_profile': True, 'statuses_count': 3013, 'profile_image_url': 'http://pbs.twimg.com/profile_images/518566594121703424/ksE4LuoU_normal.jpeg', 'protected': False, 'entities': {'url': {'urls': [{'url': 'https://t.co/jtv1R5HRI7', 'indices': [0, 23], 'display_url': 'm.facebook.com/bnyvjohorvolun…', 'expanded_url': 'https://m.facebook.com/bnyvjohorvolunteer'}]}, 'description': {'urls': []}}, 'contributors_enabled': False, 'profile_sidebar_border_color': 'C0DEED', 'listed_count': 2, 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'followers_count': 1837, 'geo_enabled': True, 'location': '', 'profile_sidebar_fill_color': 'DDEEF6', 'name': '#BNYVJOHOR'}",0,,,,,False,en,one person followed me and 3 people unfollowed me // automatically checked by https://t.co/6ZXeboo0mx,,862949714542682112,,,,0,False,,,Fri May 12 08:36:59 +0000 2017,862949714542682112,False,False,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/6ZXeboo0mx', 'indices': [78, 101], 'display_url': 'fllwrs.com', 'expanded_url': 'http://fllwrs.com'}]}",,,,"<a href=""http://fllwrs.com"" rel=""nofollow"">fllwrs</a>"
,False,"{'profile_banner_url': 'https://pbs.twimg.com/profile_banners/630736977/1426921599', 'profile_background_tile': False, 'screen_name': 'BNYVJOHOR', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/518566594121703424/ksE4LuoU_normal.jpeg', 'following': None, 'profile_use_background_image': True, 'translator_type': 'none', 'created_at': 'Mon Jul 09 00:55:47 +0000 2012', 'lang': 'en', 'default_profile_image': False, 'is_translation_enabled': False, 'id_str': '630736977', 'is_translator': False, 'has_extended_profile': False, 'url': 'https://t.co/jtv1R5HRI7', 'profile_background_color': 'C0DEED', 'profile_link_color': '1DA1F2', 'time_zone': None, 'notifications': None, 'friends_count': 136, 'utc_offset': None, 'verified': False, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_text_color': '333333', 'description': 'Sebuah pergerakan sukarelawan muda membina negara berjaya! Take charge! Make a difference!', 'favourites_count': 317, 'follow_request_sent': None, 'id': 630736977, 'default_profile': True, 'statuses_count': 3013, 'profile_image_url': 'http://pbs.twimg.com/profile_images/518566594121703424/ksE4LuoU_normal.jpeg', 'protected': False, 'entities': {'url': {'urls': [{'url': 'https://t.co/jtv1R5HRI7', 'indices': [0, 23], 'display_url': 'm.facebook.com/bnyvjohorvolun…', 'expanded_url': 'https://m.facebook.com/bnyvjohorvolunteer'}]}, 'description': {'urls': []}}, 'contributors_enabled': False, 'profile_sidebar_border_color': 'C0DEED', 'listed_count': 2, 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'followers_count': 1837, 'geo_enabled': True, 'location': '', 'profile_sidebar_fill_color': 'DDEEF6', 'name': '#BNYVJOHOR'}",0,,,,,False,en,one person followed me // automatically checked by https://t.co/6ZXeboo0mx,,861874233365987329,,,,0,False,,,Tue May 09 09:23:24 +0000 2017,861874233365987329,False,False,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/6ZXeboo0mx', 'indices': [51, 74], 'display_url': 'fllwrs.com', 'expanded_url': 'http://fllwrs.com'}]}",,,,"<a href=""http://fllwrs.com"" rel=""nofollow"">fllwrs</a>"
