username,time,avatar_title,group,post_count,join_date,from,text
y4nni_,"  Jul 19 2017, 12:40 PM, updated 1h ago",New Member,Group: New Member,Posts: 0,Joined: Jun 2017,,"I'm a chinese myself, but noticed that malay guys always smell nice and their scent are more or less the same.. same goes to malay girls.."
daddygrandson,"  Jul 19 2017, 12:41 PM",New Member,Group: New Member,Posts: 3,Joined: Jun 2017,,Inb4 mandi pagi
amxpayne67,"  Jul 19 2017, 12:42 PM",The Coon,Group: Senior Member,Posts: 683,Joined: Mar 2010,From: Puchong Extreme,deodorant / perfume. That also dont know meh?
fatani,"  Jul 19 2017, 12:43 PM",Getting Started,Group: Junior Member,Posts: 261,Joined: Sep 2007,,Gay in the closet detected
natamhanjing,"  Jul 19 2017, 12:43 PM",Getting Started,Group: Junior Member,Posts: 68,Joined: Jul 2009,,Basuh berak
ListenToTheAngin,"  Jul 19 2017, 12:44 PM",New Member,Group: Junior Member,Posts: 22,Joined: Jun 2015,,Potong jangan tak potong.Inb4 lalabeng butthurt.
SerioseCat,"  Jul 19 2017, 12:44 PM",Getting Started,Group: Junior Member,Posts: 293,Joined: May 2008,,>mandi pagi>bersuci menggunakan air>tiada palat dicelah kulup>menebas bulu hari-hari ari-ari
mz2020,"  Jul 19 2017, 12:44 PM",Getting Started,Group: Junior Member,Posts: 122,Joined: Apr 2007,,U GAY or wat ?
apasarahannika,"  Jul 19 2017, 12:45 PM",New Member,Group: New Member,Posts: 3,Joined: Jan 2017,,"malay girl smell the best, but yindian girl got bigger bust"
Owens15,"  Jul 19 2017, 12:46 PM",New Member,Group: New Member,Posts: 0,Joined: Jul 2017,,cologne
green_algae,"  Jul 19 2017, 12:46 PM","48.0672° N, 12.8636° E",Group: Senior Member,Posts: 864,Joined: Dec 2011,,"Because they sunat, got no cheese on their penis.You should try it."
sultanmurka,"  Jul 19 2017, 12:46 PM",New Member,Group: New Member,Posts: 0,Joined: May 2016,,"jangan memilih, janji lazat"
empatTan,"  Jul 19 2017, 12:47 PM",On my way,Group: Senior Member,Posts: 664,Joined: Mar 2016,,Nikkas smell beta...
M4A1,"  Jul 19 2017, 12:47 PM",[*#^?SONE?^#],Group: Senior Member,"Posts: 1,170",Joined: Aug 2005,,they always smell ciggy
ibnunarsim,"  Jul 19 2017, 12:47 PM",Getting Started,Group: Junior Member,Posts: 203,Joined: Jan 2012,From: Klang - KL - Klang,Ada yg butthurt kejap lagi ni..
St0rmFury,"  Jul 19 2017, 12:47 PM",Getting Started,Group: Junior Member,Posts: 175,Joined: May 2007,From: KL,It's the pomade.
gulagulahacks,"  Jul 19 2017, 12:47 PM",Getting Started,Group: Junior Member,Posts: 99,Joined: Oct 2010,,MANDI PAGI.
Coldf3ar,"  Jul 19 2017, 12:48 PM",Casual,Group: Junior Member,Posts: 411,Joined: Jul 2008,,U havent met the fat one yet.
Reckoning,"  Jul 19 2017, 12:49 PM",New Member,Group: Junior Member,Posts: 36,Joined: Oct 2013,,Because they actually take morning bath.
adj3,"  Jul 19 2017, 12:50 PM",New Member,Group: New Member,Posts: 0,Joined: Jul 2014,,sebab dorang mandi pagi
