username,time,avatar_title,group,post_count,join_date,from,text
soowky,"  Jul 11 2017, 03:27 PM, updated 31m ago",New Member,Group: Junior Member,Posts: 10,Joined: Jul 2009,From: /kay/,"Sufiah Yusof kini lebih feminis, matangSIAPA sahaja tidak mengenali atau mengetahui kisah Sufiah Yusof yang pernah menarik perhatian dunia sebagai 'si genius matematik'.Gelaran tersebut lahir selepas beliau mengikuti ijazah Sarjana Matematik di Univesiti Oxford pada usia yang muda iaitu 13 tahun.Dipetik laporan Nona, Sufiah yang berdarah kacukan Pakistan dan Melayu Johor itu pernah memberontak, lalu melarikan diri dari universiti sekitar tahun 2000.Hidup Sufiah kemudian dilanda isu-isu dahsyat sehinggakan pengalamannya sebagai pekerja seks dijadikan tajuk di dada akhbar.Isu tersebut timbul selepas beliau bercerai dengan suaminya, Jonathan Marshall yang juga seorang penuntut di University Oxford.Tidak cukup dengan itu, hubungan Sufiah dengan keluarganya pula bergolak.Sufiah kemudian diburu media dan pernah menerima ugutan semata-mata untuk menemuramah dirinya.Beliau juga pernah dirakam secara rahsia oleh wartawan yang menyamar sebagai 'pelanggan'.Akhirnya, Sufiah meninggalkan profesion kotor tersebut.Kini, Sufiah yang berusia 33 tahun mendakwa semakin matang dan memperjuangkan feminisme.Beliau juga semakin lantang bersuara dan terbuka untuk berkongsi buah fikirannya.""Wartawan sangat obses mahu 'mencipta' personaliti saya mengikut fantasi mereka. Mereka nampak terdesak mahu mendapatkan cerita dari sudut-sudut yang berbeza. Saya digambarkan dalam media sebagai seorang bintang akademik demi menaikkan rating rancangan masing-masing.""Saya juga dijadikan 'public image' tanpa rela. Semua maklumat peribadi saya dimanipulasi dengan hebat; bermula dari kehidupan seks, latar belakang ibu bapa dan sejarah perkahwinan lampau,"" kata Sufiah.Media tidak suka melaporkan kisah wanita yang gembira atau sedih dengan kehidupannya.""Kerana tiada siapa yang mahu membaca. Jadi sebab itulah drama demi drama terpaksa dicipta dan disensasikan.""Mereka obses mahu saya berkata sesuatu."" katanya dipetik laporan Nona.sosbonus drill» Click to show Spoiler - click again to hide... «"
khelben,"  Jul 11 2017, 03:28 PM",I love my mum & dad,Group: Senior Member,"Posts: 5,819",Joined: Jan 2003,From: Suldanessellar,Mana lingerie pics wei. Those are gooding
ahpoo,"  Jul 11 2017, 03:29 PM",Getting Started,Group: Junior Member,Posts: 66,Joined: Jun 2011,From: money-sa advanced,she looks older than 33...must be the pakistani blood..
M4A1,"  Jul 11 2017, 03:31 PM",[*#^?SONE?^#],Group: Senior Member,"Posts: 1,169",Joined: Aug 2005,,Damn should chiong her last time
myasiahobby,"  Jul 11 2017, 03:31 PM",Casual,Group: Junior Member,Posts: 455,Joined: Dec 2009,From: Russia,Yusof tayoob should hire her as ambassador
netmatrix,"  Jul 11 2017, 03:33 PM",The machine... it sees everything.,Group: Senior Member,"Posts: 4,125",Joined: Jan 2003,From: Zion,"""Wartawan sangat obses mahu 'mencipta' personaliti saya mengikut fantasi mereka. Mereka nampak terdesak mahu mendapatkan cerita dari sudut-sudut yang berbeza. Saya digambarkan dalam media sebagai seorang bintang akademik demi menaikkan rating rancangan masing-masing.""Saya juga dijadikan 'public image' tanpa relaHaaaa.... ni la kerja si ahli pollitik, kerja si champion racis & agama. Tak tau buat emosi budak tu tak tentu arah. Bangga itu lain dari Banggang ok? Budak tak sempat nak jadi budak diarah jadi dewasa. Ni lah jadi nya."
silent_stalker,"  Jul 11 2017, 03:41 PM",Enthusiast,Group: Senior Member,Posts: 820,Joined: Apr 2012,,I think her parents also played a role in it. I remember the father himself became famous n give speech here n there.
netmatrix,"  Jul 11 2017, 03:42 PM",The machine... it sees everything.,Group: Senior Member,"Posts: 4,125",Joined: Jan 2003,From: Zion,In some way the parent suddenly found that fame = wealth through the kid.
SerioseCat,"  Jul 11 2017, 03:43 PM",Getting Started,Group: Junior Member,Posts: 290,Joined: May 2008,,Belum masuk fasa 'insaf' and keluarkan tudung jenama sendiri lagi
Revamperz,"  Jul 11 2017, 03:44 PM",im freaking IN! ™,Group: Senior Member,"Posts: 4,878",Joined: Jan 2003,,kinda cute
maraippo,"  Jul 11 2017, 03:45 PM",~PoPoPoPoPo~,Group: Senior Member,"Posts: 1,048",Joined: Jul 2008,From: Kami's Palace,I read last time tbhe special service is piap while moaning math calculations lulz
Ibrahimovic,"  Jul 11 2017, 03:48 PM",*HolyHunk*,Group: Senior Member,"Posts: 1,516",Joined: Aug 2007,From: Johor-Singapore,Censured to avoid triggered
Timemuffin,"  Jul 11 2017, 03:49 PM",Getting Started,Group: Junior Member,Posts: 84,Joined: Jul 2011,,I remember last time damn 7 lol front page news
sgwc,"  Jul 11 2017, 03:55 PM",New Member,Group: Junior Member,Posts: 18,Joined: Jan 2006,From: inside a palace with ephemeral darkness embrace,Why do you have to be a feminist... We have enough cancer as it is.
