username,time,avatar_title,group,post_count,join_date,from,text
askingquestion,"  Jul 11 2017, 01:20 PM",New Member,Group: Junior Member,Posts: 20,Joined: Jun 2015,,Najib you pun nak hidu?!
M4A1,"  Jul 11 2017, 01:23 PM",[*#^?SONE?^#],Group: Senior Member,"Posts: 1,169",Joined: Aug 2005,,why only BNother oppo no cybertroppers?
eksk,"  Jul 11 2017, 01:23 PM",Casual,Group: Junior Member,Posts: 381,Joined: Oct 2004,,look at the colour of the template in /k.. its blue.. blue is which party colour? i rest my case..
@zan65,"  Jul 11 2017, 01:36 PM",New Member,Group: Junior Member,Posts: 13,Joined: Dec 2016,From: Penang - Skudai,Haha...so true. Genius answer!
wankongyew,"  Jul 11 2017, 01:38 PM",Regular,Group: Senior Member,"Posts: 1,055",Joined: Nov 2007,,Actually why BN don't just buy LYN? They have plenty of money. Or is it that seven won't sell?
YellowKingValley,"  Jul 11 2017, 01:47 PM",Casual,Group: Junior Member,Posts: 398,Joined: Dec 2014,,"Inb4 BN bought Facebook, Twitter, Whatsapp, etc."
advocado,"  Jul 11 2017, 01:51 PM",Look at all my stars!!,Group: Senior Member,"Posts: 2,079",Joined: Jun 2007,,#MakeBNGreatAgain#HidupBN#ILuvPM
advocado,"  Jul 11 2017, 01:52 PM",Look at all my stars!!,Group: Senior Member,"Posts: 2,079",Joined: Jun 2007,,very sensitive question.please don't ever ask ever again.
memekfalui,"  Jul 11 2017, 01:52 PM",Getting Started,Group: Junior Member,Posts: 242,Joined: Oct 2004,,/k Unite against racism But not against different political ideology
tontolou,"  Jul 11 2017, 01:55 PM",New Member,Group: Junior Member,Posts: 10,Joined: Jan 2012,,This fella ironmaid89 is a known Bijan asshole inhaler/licker.Wait I help you summon. ironmaid89 hoi mana lu?
bereev,"  Jul 11 2017, 01:55 PM",Getting Started,Group: Junior Member,Posts: 53,Joined: Dec 2011,,cybertrooper gaji what grade ?
khusyairi,"  Jul 11 2017, 01:57 PM",Getting Started,Group: Junior Member,Posts: 67,Joined: Dec 2011,,Grade 41- start salary 20k.
chinti,"  Jul 11 2017, 01:59 PM",Journey to become a great Cosgrapher,Group: Senior Member,"Posts: 1,150",Joined: Aug 2008,From: My Fantasy World,"/k mostly 2inci underage kuda tht cant vote, so ya makes no different"
bereev,"  Jul 11 2017, 02:00 PM",Getting Started,Group: Junior Member,Posts: 53,Joined: Dec 2011,,ada elauan rumah dan petrol tak
tikaram,"  Jul 11 2017, 02:01 PM",Look at all my stars!!,Group: Senior Member,"Posts: 9,689",Joined: Nov 2011,,Lu tak suka lu...
WhatMan,"  Jul 11 2017, 02:11 PM",Regular,Group: Senior Member,"Posts: 1,304",Joined: Oct 2010,,This is a good joke.
sunami,"  Jul 11 2017, 02:14 PM",Getting Started,Group: Junior Member,Posts: 211,Joined: Jul 2006,,if you dun have mirror at home.. u can jz pee into bucket and mirror yourself
sunami,"  Jul 11 2017, 02:14 PM",Getting Started,Group: Junior Member,Posts: 211,Joined: Jul 2006,,+ dig suzker
Mikethebodo,"  Jul 11 2017, 02:16 PM",New Member,Group: New Member,Posts: 0,Joined: Jun 2017,,very true
JustcallmeLarry,"  Jul 11 2017, 02:17 PM",Enthusiast,Group: Senior Member,Posts: 792,Joined: Jan 2010,,Will ironmaid salary get reduced now? Pity him la..
Mikethebodo,"  Jul 11 2017, 02:17 PM",New Member,Group: New Member,Posts: 0,Joined: Jun 2017,,"if they wanted to buy, they would not have populated the whole lyn with macai, right?use macai to post macai stuff, is cheaper option."
keny2020j,"  Jul 11 2017, 02:18 PM",Getting Started,Group: Junior Member,Posts: 273,Joined: Jun 2009,,"should be no worries gua, dunno many account he duping in lyn liao. this 1 busted just change lar"
atyt1985,"  Jul 11 2017, 02:24 PM",Getting Started,Group: Junior Member,Posts: 58,Joined: Dec 2011,,U will know if u see this  #RespectMyPM repeatedly
cbm711,"  Jul 11 2017, 02:30 PM",Getting Started,Group: Junior Member,Posts: 132,Joined: Dec 2009,,
cbm711,"  Jul 11 2017, 02:34 PM",Getting Started,Group: Junior Member,Posts: 132,Joined: Dec 2009,,Seven kroni uncle trump ... cannot be bought ... unless in USdollah
zstan,"  Jul 11 2017, 02:36 PM",10k Club,Group: Senior Member,"Posts: 11,976",Joined: Nov 2007,,
cbm711,"  Jul 11 2017, 02:36 PM",Getting Started,Group: Junior Member,Posts: 132,Joined: Dec 2009,,Bodo kopipasta aragorn paling win
adj3,"  Jul 11 2017, 02:37 PM",New Member,Group: New Member,Posts: 0,Joined: Jul 2014,,meaning /k tard become more wise
cangkui,"  Jul 11 2017, 03:10 PM",Getting Started,Group: Junior Member,Posts: 173,Joined: Mar 2010,,
