username,time,avatar_title,group,post_count,join_date,from,text
bereev,"  Jul 11 2017, 07:26 AM",Getting Started,Group: Junior Member,Posts: 53,Joined: Dec 2011,,1. how to know she is Korean 2. she said she watch many video about Malaysia but why she took out RM20k infront of public3. why nurse laugh at her 4. the photo show her tummy ?
Buriburi San,"  Jul 11 2017, 07:27 AM",Getting Started,Group: Junior Member,Posts: 223,Joined: Nov 2013,,All wanna blame the victim instead of the perpetrator. /k memang sudah gila.
kardel_sharpeye,"  Jul 11 2017, 07:28 AM",Getting Started,Group: Junior Member,Posts: 50,Joined: Nov 2011,From: ????,"i think i've read this like few years ago.nice screenshot btw.EDIT: yep, last year. sossos /k/"
Vape [On],"  Jul 11 2017, 07:29 AM",Regular,Group: Senior Member,"Posts: 1,069",Joined: Nov 2015,,"Kuala Lumpur police deputy CID chief ACP Mohd Hanafiah Arshad, meanwhile, told the daily that the victim only lodged a police report on Thursday after being advised by the Korean embassy to do so.“She had gone to the embassy to get a replacement passport but they told her she can only be issued one if she made a police report. So, she made the report. We are investigating the case for robbery and are trying to trace the crooks involved,” he was quoted as saying."
$kidzl,"  Jul 11 2017, 07:30 AM",New Member,Group: Junior Member,Posts: 42,Joined: Jul 2013,From: KL,"20k cash.Bodoh ke apa.Luckily she's in Malaysia, the worse she'll get are a few stitches here & there. If she's in the US dah lama kena tembak and robbed."
automan5891,"  Jul 11 2017, 07:30 AM",New Member,Group: Junior Member,Posts: 16,Joined: Sep 2009,,Gov say Malaysia 'safe'.
Cotton Diesel,"  Jul 11 2017, 07:31 AM",Casual,Group: Junior Member,Posts: 414,Joined: Mar 2010,,Debitjer
kcchong2000,"  Jul 11 2017, 07:31 AM",New Member,Group: New Member,Posts: 3,Joined: Jan 2009,,Auto bicycle? Motor ke ape?
bereev,"  Jul 11 2017, 07:33 AM",Getting Started,Group: Junior Member,Posts: 53,Joined: Dec 2011,,"Korean are aldy use to cash 20k cash walk around because 20k won is nothing , and they though RM20k also the same   so what Malaysian can do ? blame snatch thieve they will not getting arrested or no one will stop robbing ppl , blame PDRM getting arrest by them and they will say not enough men power they question u back why u not joint PDRM to contribute, blame govt. they still win election or worse getting arrest also.If Yoona Lim then ppl will made it big news"
hcmalaya,"  Jul 11 2017, 07:33 AM",New Member,Group: New Member,Posts: 0,Joined: Oct 2015,,"20,000 won"
bereev,"  Jul 11 2017, 07:35 AM",Getting Started,Group: Junior Member,Posts: 53,Joined: Dec 2011,,"yes, the power of translate in Korean car is Auto car , motorcycle is auto bicycle   milupa"
rudduan,"  Jul 11 2017, 07:35 AM",New Member,Group: Junior Member,Posts: 17,Joined: Nov 2010,,Omooo....I LOVE KPOP
bereev,"  Jul 11 2017, 07:36 AM",Getting Started,Group: Junior Member,Posts: 53,Joined: Dec 2011,,Cimb korean obssoyeo
thesoothsayer,"  Jul 11 2017, 07:39 AM",Casual,Group: Junior Member,Posts: 421,Joined: Dec 2006,,"Korea is so safe, they don't think twice about carrying cash. My friends leave their bags on the chairs while ordering food. Had to warn them to take care of their belongings."
kici meow,"  Jul 11 2017, 07:40 AM",New Member,Group: New Member,Posts: 4,Joined: Mar 2017,,wow 20k..brb  going to change job liao
hurricane21,"  Jul 11 2017, 07:42 AM",Senior Newbie,Group: Senior Member,"Posts: 1,114",Joined: Feb 2006,From: Melaka,Never diragut before kenot consider come Malaysia.
acbc,"  Jul 11 2017, 07:43 AM",Look at all my stars!!,Group: Senior Member,"Posts: 5,104",Joined: Jan 2003,,"Say only they won't come. Weather here so much better for them. Die2 also will come but since many not careful, robbery bound to happen.If in China or Cambodia, police would have beaten the crooks in jail already."
jueiri,"  Jul 11 2017, 07:45 AM",New Member,Group: Junior Member,Posts: 45,Joined: Mar 2011,,Ragut and oopps.. berpisah tiada
:3mushy:3,"  Jul 11 2017, 07:46 AM",<--~(--+<[o]>+--)~-->,Group: Senior Member,"Posts: 4,507",Joined: Apr 2008,,"The nurse was probably trying to be friendly to calm her down.So I guess the 'bleeding' was not from the injury, but from other part"
Milupa,"  Jul 11 2017, 07:49 AM",New Member,Group: New Member,Posts: 0,Joined: Jun 2014,From: ???? | ??? | ??????,yupand when you approve sth.  = auto keyi ?
Milupa,"  Jul 11 2017, 07:50 AM",New Member,Group: New Member,Posts: 0,Joined: Jun 2014,From: ???? | ??? | ??????,Yoona auto keyi ?
kakiberbulu,"  Jul 11 2017, 07:52 AM",New Member,Group: New Member,Posts: 2,Joined: Jun 2011,,last nite only our beloved PM said that malaysia aman dan maju
Milupa,"  Jul 11 2017, 07:52 AM",New Member,Group: New Member,Posts: 0,Joined: Jun 2014,From: ???? | ??? | ??????,"Poor yuna! This won't happen in Penang, JB or Singapore ?"
bereev,"  Jul 11 2017, 07:53 AM",Getting Started,Group: Junior Member,Posts: 53,Joined: Dec 2011,,
bereev,"  Jul 11 2017, 07:54 AM",Getting Started,Group: Junior Member,Posts: 53,Joined: Dec 2011,,Canada also
riezzien,"  Jul 11 2017, 08:02 AM",New Member,Group: Junior Member,Posts: 24,Joined: Jan 2009,,she never heard of credit card izit
acbc,"  Jul 11 2017, 08:03 AM",Look at all my stars!!,Group: Senior Member,"Posts: 5,104",Joined: Jan 2003,,"In some countries, they used cash a lot.Eg. Cambodia, Mongolia and South Korea. People there hardly carry CC."
Revamperz,"  Jul 11 2017, 08:04 AM",im freaking IN! ™,Group: Senior Member,"Posts: 4,878",Joined: Jan 2003,,"""it happen in less then no time""folk this is it. the rempits have em time vortex shyt. god save us all!"
huaweie5830,"  Jul 11 2017, 08:04 AM",Enthusiast,Group: Senior Member,Posts: 917,Joined: Jan 2013,,OwaiCuti cuti Malaysia
avatargod,"  Jul 11 2017, 08:05 AM",New Member,Group: Junior Member,Posts: 32,Joined: Dec 2008,,"Whatever our PM say, he really mean the opposite. Whatever our PM promise, he will do the opposite. Whatever our PM statement, the fact is the opposite. So our opposition, please sit back and relax. The PM already help you."
hackwire,"  Jul 11 2017, 08:06 AM",Look at all my stars!!,Group: Senior Member,"Posts: 4,179",Joined: Jan 2005,,i agree. k is a reprensentation of toxic malaysian grown up by stupid malaysian parents. they tak pernah pergi japan. every men and women in japan don't think so badly of another human being. this korean lady were living  in a delusional peaceful country. it's not safe . there wont be any policemen with evo mitsubishi or superbike coming to her rescue.
persona93,"  Jul 11 2017, 08:07 AM",Casual,Group: Junior Member,Posts: 368,Joined: Oct 2010,,ANYOOONNNGGGGGG HAASSSEEEYYYYOOO
SKY233,"  Jul 11 2017, 08:08 AM",u x sukak u keluar,Group: Senior Member,Posts: 632,Joined: Jul 2008,From: :hehe:,stop doing this stupid thinking
gsem984,"  Jul 11 2017, 08:08 AM",Getting Started,Group: Junior Member,Posts: 109,Joined: Oct 2015,,she should complain to Kim Jun Unn.
wilson0416,"  Jul 11 2017, 08:08 AM",Getting Started,Group: Junior Member,Posts: 209,Joined: Jul 2011,,Sad case..
Revamperz,"  Jul 11 2017, 08:09 AM",im freaking IN! ™,Group: Senior Member,"Posts: 4,878",Joined: Jan 2003,,okja naise? 2 hours now on netflix
99FoxDemon,"  Jul 11 2017, 08:09 AM",New Member,Group: Junior Member,Posts: 19,Joined: Mar 2006,From: East Coast of Cuba.,wow.. 20k... big catch that rempit on that day! can buy new bike.
Haven Lunch,"  Jul 11 2017, 08:09 AM",New Member,Group: Junior Member,Posts: 5,Joined: Sep 2015,,"Kena scam by phone scam rm20k, then withdrawed money kena robbed.Robber 1 - 0 Conman"
bereev,"  Jul 11 2017, 08:12 AM",Getting Started,Group: Junior Member,Posts: 53,Joined: Dec 2011,,Korean auto bicycle use to deliver Jajangmyeon
swks26,"  Jul 11 2017, 08:12 AM",CEO RM10k/day,Group: Senior Member,Posts: 905,Joined: Jan 2007,,Feels safe man to carry 20k in singapore
monoikhwan,"  Jul 11 2017, 08:16 AM",Getting Started,Group: Junior Member,Posts: 251,Joined: Apr 2013,,Errr whats wrong?I've been doing that almost everywhere I went.
nearlee,"  Jul 11 2017, 08:17 AM",Getting Started,Group: Junior Member,Posts: 103,Joined: May 2009,From: iNearly,Inb4 redah kan jer la
desmond2020,"  Jul 11 2017, 08:18 AM",Getting Started,Group: Junior Member,Posts: 280,Joined: Jun 2005,,/k rempit dah backup their brotherprotexxxxxx
khelben,"  Jul 11 2017, 08:18 AM",I love my mum & dad,Group: Senior Member,"Posts: 5,819",Joined: Jan 2003,From: Suldanessellar,Welcome to Malaysia. Enjoy your stay.
Milupa,"  Jul 11 2017, 08:18 AM",New Member,Group: New Member,Posts: 0,Joined: Jun 2014,From: ???? | ??? | ??????,In Korea motorcycle = ???? (otobai) oto like auto (Konglish) that's why la ?
DarkNite,"  Jul 11 2017, 08:21 AM",??? ???B!?,Group: Senior Member,"Posts: 10,884",Joined: Jun 2008,,Credit card not so useful in Japan.Many restaurant dun accept CC.Maybe also crime rate is lower too.
bereev,"  Jul 11 2017, 08:22 AM",Getting Started,Group: Junior Member,Posts: 53,Joined: Dec 2011,,"car is jadong-cha(???), Jadong is auto, so is Auto car"
memekfalui,"  Jul 11 2017, 08:25 AM",Getting Started,Group: Junior Member,Posts: 242,Joined: Oct 2004,,It's part of the malaysian experienceU tak suka?U balik best korea
fridel,"  Jul 11 2017, 08:26 AM",kuran ka? ok e oi?,Group: Senior Member,"Posts: 1,620",Joined: Nov 2010,From: the tip of borneo,Welcome to Malaysia  But who the heck bring 20k cash to buy stuff?
Remaja Isap Gam,"  Jul 11 2017, 08:26 AM",New Member,Group: New Member,Posts: 0,Joined: Jun 2017,,"Lu diam, we die die must protek maruah malaysia, ini kimak kimchi wanted to destroy our maruah."
Derpington,"  Jul 11 2017, 08:28 AM",Getting Started,Group: Junior Member,Posts: 123,Joined: Apr 2013,From: Bandar Narnia,she jalan2 alone ke? meme le
mattsynyster,"  Jul 11 2017, 08:29 AM",Getting Started,Group: Junior Member,Posts: 60,Joined: Feb 2013,"From: Ono Nonoko,",walking around 20k in cash is a mark of a true idiot
Ahsin1987,"  Jul 11 2017, 08:30 AM",Getting Started,Group: Junior Member,Posts: 141,Joined: Aug 2008,,Agenda Korea menjatuh nama baik Malaysia
beetch,"  Jul 11 2017, 08:34 AM",Getting Started,Group: Junior Member,Posts: 230,Joined: Jan 2003,,Malaysia trully sialan.
Strike,"  Jul 11 2017, 08:37 AM",New Member,Group: Junior Member,Posts: 34,Joined: Jan 2003,From: KL,Poorfag korean with imaginary 20k Or filthy rich moron?#salahanVictim
Bartholomew S,"  Jul 11 2017, 08:39 AM",New Member,Group: Junior Member,Posts: 21,Joined: Aug 2015,,"The thief is an idiot. Everybody agree here. But, the one is unacceptable is the tourist also behaving like an idiot. I have to blame the tourist instead of the thief. The thief also want to 'cari makan' by the way."
desmond2020,"  Jul 11 2017, 08:40 AM",Getting Started,Group: Junior Member,Posts: 280,Joined: Jun 2005,,Protexxxxxxxxxxxxx
afie98120,"  Jul 11 2017, 08:50 AM",Getting Started,Group: Junior Member,Posts: 242,Joined: Nov 2012,From: Yeyea Dah 2 star yeyea,wtf is auto bicycleissit that bicycle dat chinese grandma use for pergi pasar beli ikan?
xcxa23,"  Jul 11 2017, 08:55 AM",Enthusiast,Group: Senior Member,Posts: 765,Joined: Nov 2010,,"Something wrong with uCondemning victimsIf it's was 200 how? U still say victim stupid for walking around with 200?Regardless of the amount, small or big, death to peragutThe way u saying is like walking around with a purse is dangerous, padan muka kena ragut, sape suruh bawa wallet"
Rusty Nail,"  Jul 11 2017, 08:57 AM",Why am I still here?,Group: Senior Member,"Posts: 4,544",Joined: Jan 2003,From: Petaling Jaya,"Malaysian complain everything expensive mah so tourist bring extra cash, thinking chapfan is rm100"
Sycamore,"  Jul 11 2017, 08:57 AM",New Member,Group: New Member,Posts: 1,Joined: Jun 2015,,"Biasalah, been used to it already.Surviving in /k makes you strong inside."
cloud666,"  Jul 11 2017, 08:58 AM",Getting Started,Group: Junior Member,Posts: 73,Joined: Jun 2010,,good side is she had experienced a few msia traditions in a single event
Subang Nuclear Reactor,"  Jul 11 2017, 08:58 AM",Getting Started,Group: Junior Member,Posts: 64,Joined: Dec 2015,"From: Melbourne, Darwin, Guangzhou",Wait I go spread propaganda to Korea forumMake malaysia tourism great again
MakNok,"  Jul 11 2017, 09:00 AM",Look at all my stars!!,Group: Senior Member,"Posts: 2,895",Joined: Jan 2003,,recycle new...kindly close lah.boring lah bru...
HolySatan,"  Jul 11 2017, 09:01 AM",On my way,Group: Senior Member,Posts: 598,Joined: Dec 2009,,cannot screenshot? ugly camera
kcchong2000,"  Jul 11 2017, 09:02 AM",New Member,Group: New Member,Posts: 3,Joined: Jan 2009,,Thanks. But when read the post i like    on auto bicycle
bristlebb,"  Jul 11 2017, 09:03 AM",New Member,Group: Junior Member,Posts: 37,Joined: Jan 2011,,she forgot to mention that money she lost was merely k/ monthly salary
nebula87,"  Jul 11 2017, 09:04 AM",Getting Started,Group: Junior Member,Posts: 134,Joined: Nov 2013,,"from your title...so after we kena ragut, kena thank them issit?"
coconico,"  Jul 11 2017, 09:05 AM",New Member,Group: Junior Member,Posts: 25,Joined: Feb 2009,,"Pity her. But, why she bringing RM20k in cash in the first place? and the nurses may laughing when joking with colleagues during that time and that yuna take it the wrong way. Are nurses have to be serious all the time? their work stressful enough. about the police, no comment"
AyamBlend,"  Jul 11 2017, 09:06 AM",New Member,Group: Junior Member,Posts: 6,Joined: Nov 2011,,Inb4 why da hell she bring RM 20k walk on street?Etc etc
davinlicious,"  Jul 11 2017, 09:09 AM",Casual,Group: Junior Member,Posts: 315,Joined: Apr 2009,From: liverpool,20Krm50 x 4 bundlerm100 x 2 bundle
advocado,"  Jul 11 2017, 09:10 AM",Look at all my stars!!,Group: Senior Member,"Posts: 2,079",Joined: Jun 2007,,"no one said she took out rm20k infront of public.she meant she took her passport & rm20k in her handbag. remember Korean is abit like Chinese, when they say took, they mean brought.she probably watched the same video many foreigners watched, the one you only laffed it of, those snatch incidents caught on phone/video selfies that has been viralled outside Malaysia."
Subang Nuclear Reactor,"  Jul 11 2017, 09:11 AM",Getting Started,Group: Junior Member,Posts: 64,Joined: Dec 2015,"From: Melbourne, Darwin, Guangzhou",ITT People think 20k is a lot when it can be fit into a small pocket
TheMrBinary,"  Jul 11 2017, 09:11 AM",Scrubs,Group: Senior Member,Posts: 548,Joined: Dec 2011,,Bring 20k cash with no guard (alone) is just plain stupid.
s@ni,"  Jul 11 2017, 09:11 AM",Gambar Di Lesen Kereta Saya,Group: Senior Member,"Posts: 2,682",Joined: Jun 2005,From: Seasaw,"oh shit.. tampal plastic back?but yes, i hope all peragut mati katak tepi jalan.. is this sound correct?"
advocado,"  Jul 11 2017, 09:12 AM",Look at all my stars!!,Group: Senior Member,"Posts: 2,079",Joined: Jun 2007,,"kena brainwashed by Minsters kot, coz they always blame the victim, so naturally gullible /ktards also think it's the right way to see things."
otakotak,"  Jul 11 2017, 09:12 AM",Getting Started,Group: Junior Member,Posts: 269,Joined: Nov 2010,,salahan pakai sexy/done dakwah
WannaGetBuffed,"  Jul 11 2017, 09:12 AM",Enthusiast,Group: Senior Member,Posts: 869,Joined: Jul 2008,,"sy pergi jepun pun bawa max 10k jeitu pun kena masukkan duit dlm bra bini & seluar dalam sytakut kena rompak, tp kat jepun buang duit tepi jalan pun x de org nak ambikhairan"
advocado,"  Jul 11 2017, 09:12 AM",Look at all my stars!!,Group: Senior Member,"Posts: 2,079",Joined: Jun 2007,,"btw untung lo for the rempits.rm20k, can buy them alot of gums & drugs."
faizalfaizal,"  Jul 11 2017, 09:13 AM",New Member,Group: Junior Member,Posts: 6,Joined: May 2012,From: Kuala Lumpur,20k that's alot of moneyI wish I have 20k to spend
Starbucki,"  Jul 11 2017, 09:14 AM",Enthusiast,Group: Senior Member,Posts: 814,Joined: Apr 2009,From: Petaling Jaya,How to verify if its really 20k?
DarkNite,"  Jul 11 2017, 09:15 AM",??? ???B!?,Group: Senior Member,"Posts: 10,884",Joined: Jun 2008,,follow their Minsters that always blame the victim?
Lyu,"  Jul 11 2017, 09:17 AM",Getting Started,Group: Junior Member,Posts: 147,Joined: Jan 2015,,"She said Malaysia police useless, nurses laffing"
Rusty Nail,"  Jul 11 2017, 09:18 AM",Why am I still here?,Group: Senior Member,"Posts: 4,544",Joined: Jan 2003,From: Petaling Jaya,First world > third worldNuffsaid
adamhzm90,"  Jul 11 2017, 09:20 AM",On my way,Group: Senior Member,Posts: 535,Joined: Apr 2014,,sometimes story tellers cannot be trusted one..u guys still noobies still a lot to learn
Starbucki,"  Jul 11 2017, 09:23 AM",Enthusiast,Group: Senior Member,Posts: 814,Joined: Apr 2009,From: Petaling Jaya,Normally macai mentality
rcracer,"  Jul 11 2017, 09:25 AM",?????,Group: Senior Member,"Posts: 3,437",Joined: Jan 2003,,"My colleague just came back from KK business trip , he say there is total K town already ,all the putih gebu shoulders wandering streets One fella paid for lunch using wads of 100 ringgit just in the pocket"
MR_alien,"  Jul 11 2017, 09:26 AM",Mr.Alien on the loss,Group: Senior Member,"Posts: 2,016",Joined: Oct 2007,From: everywhere in sabah,thisshe got robbedthe robbers dnt care if she had 20k nor they knewppl here are still focusing on the 20k and forgot the fact she got robbed
Lyu,"  Jul 11 2017, 09:30 AM",Getting Started,Group: Junior Member,Posts: 147,Joined: Jan 2015,,"Anyone got her fb link?Wanna ask the race of that robber, police, n nurseOwaiVrooommm"
Starbucki,"  Jul 11 2017, 09:30 AM",Enthusiast,Group: Senior Member,Posts: 814,Joined: Apr 2009,From: Petaling Jaya,She got robbed and its sarahan k pulak
cjlio1,"  Jul 11 2017, 09:35 AM",Getting Started,Group: Junior Member,Posts: 169,Joined: Dec 2009,,why these greedy idiots keep visiting Malaysia ?
Lyu,"  Jul 11 2017, 09:37 AM",Getting Started,Group: Junior Member,Posts: 147,Joined: Jan 2015,,Better than prc
adrianteddy,"  Jul 11 2017, 09:38 AM",Bapak ahhh !,Group: Senior Member,"Posts: 1,439",Joined: Jul 2008,,This is last year news la bodo
Bartholomew S,"  Jul 11 2017, 09:43 AM",New Member,Group: Junior Member,Posts: 21,Joined: Aug 2015,,"If she can afford to bring 20K cash jalan2, for sure she has a lot of money in the bank at some Korean bank. I have no sympathy to her. Sorry. Next time she has to learn her lesson. Do not bring too much cash stash inside her handbag."
desmond2020,"  Jul 11 2017, 09:48 AM",Getting Started,Group: Junior Member,Posts: 280,Joined: Jun 2005,,SonYour had made Malaysia proud
Lancewood,"  Jul 11 2017, 09:54 AM",Getting Started,Group: Junior Member,Posts: 57,Joined: Feb 2015,,"When these things go viral, gamen butthurt"
UntilUComeBack,"  Jul 11 2017, 09:56 AM",Casual,Group: Junior Member,Posts: 422,Joined: Feb 2011,,20k ada but no card?this is sad.
Lyu,"  Jul 11 2017, 10:03 AM",Getting Started,Group: Junior Member,Posts: 147,Joined: Jan 2015,,Malaysia don't support korea card
UntilUComeBack,"  Jul 11 2017, 10:05 AM",Casual,Group: Junior Member,Posts: 422,Joined: Feb 2011,,they dont have the VISA / Mastercard meh?
ALeUNe,"  Jul 11 2017, 10:05 AM",I'm the purebred with aristocratic pedigree,Group: VIP,"Posts: 9,582",Joined: Jan 2003,From: Mongrel Isle,It's probably enough for domestic holidays.
amirulhakimiazman,"  Jul 11 2017, 10:08 AM",New Member,Group: Junior Member,Posts: 39,Joined: Dec 2016,,lol. everywhere is same maaa. next time bring your partner to accompany you. u lucky they only rob you. if they rape you ?ape pun tak boleh
ALeUNe,"  Jul 11 2017, 10:09 AM",I'm the purebred with aristocratic pedigree,Group: VIP,"Posts: 9,582",Joined: Jan 2003,From: Mongrel Isle,"She didn't say she didn't have card. MYR20K is less than USD5K. It is not a lot of money for overseas strip, if you plan for nice food and shopping.You need to bring both cash and card.It's a common sense."
azhan82,"  Jul 11 2017, 10:10 AM",Getting Started,Group: Junior Member,Posts: 239,Joined: May 2015,From: Klang Valley,Lel.. cash...When ayam travel.. ayam carry traveler's cheque instead...inb4 Ayam Poorfag ..
ustaz syukri.,"  Jul 11 2017, 10:11 AM",New Member,Group: New Member,Posts: 2,Joined: Jun 2017,,this woman is overreacting and dumb. she go to new York or los Angeles she think is safer?
UntilUComeBack,"  Jul 11 2017, 10:11 AM",Casual,Group: Junior Member,Posts: 422,Joined: Feb 2011,,should know 20k is alot here lo.
pandera999,"  Jul 11 2017, 10:11 AM",~? ??? ??? ?? ???? ?? ?~,Group: Senior Member,"Posts: 4,962",Joined: Sep 2010,"From: Busan, Kr | Kuching, Swk","every year have police intake, but still lack place to covering crime place... lack of patrolling...?"
hustlerism,"  Jul 11 2017, 10:12 AM",Enthusiast,Group: Senior Member,Posts: 730,Joined: Jun 2011,From: Sin City,1 card to rule em all
emino,"  Jul 11 2017, 10:13 AM",http://rieforester.tumblr.com,Group: Senior Member,"Posts: 5,038",Joined: Oct 2004,From: Malaysia... Duh!,Something doesnt add up. Missing 20k but dont want to lodge a police report immediately? Hmmm
melt,"  Jul 11 2017, 10:13 AM",On my way,Group: Senior Member,Posts: 680,Joined: Jan 2007,,2016 news http://www.sinchew.com.my/node/1546325/%E9...%B4%A2%E7%89%A9
ALeUNe,"  Jul 11 2017, 10:14 AM",I'm the purebred with aristocratic pedigree,Group: VIP,"Posts: 9,582",Joined: Jan 2003,From: Mongrel Isle,"If the card stuck, 1 card screw you all.It's a common sense."
hustlerism,"  Jul 11 2017, 10:14 AM",Enthusiast,Group: Senior Member,Posts: 730,Joined: Jun 2011,From: Sin City,Dont care. YOLO
sniper on the roof,"  Jul 11 2017, 10:20 AM",20k VIP Club,Group: VIP,"Posts: 22,792",Joined: Jan 2003,From: Taipei,And that's why we can't have good things.
bananajoe,"  Jul 11 2017, 10:20 AM",Getting Started,Group: Junior Member,Posts: 256,Joined: Jul 2008,From: BananaLand,20k cash. Ok
Chaud,"  Jul 11 2017, 10:33 AM",Enthusiast,Group: Senior Member,Posts: 743,Joined: Jun 2007,,i thought car is ? alone?
gonfeeces,"  Jul 11 2017, 10:34 AM",New Member,Group: Junior Member,Posts: 44,Joined: Apr 2011,,20k cash in bolehland...
Starbucki,"  Jul 11 2017, 10:42 AM",Enthusiast,Group: Senior Member,Posts: 814,Joined: Apr 2009,From: Petaling Jaya,Korea girl use samsung pay. Still carry 20k cash konon.
Gamer88,"  Jul 11 2017, 10:46 AM",New Member,Group: Junior Member,Posts: 26,Joined: Jun 2011,,Syukur didn kena rape also
JungWoo,"  Jul 11 2017, 10:48 AM",On my way,Group: Senior Member,Posts: 579,Joined: Feb 2012,,actually everywhere in the world. not only kk
ah_suknat,"  Jul 11 2017, 10:48 AM",whoooooooooooooop,Group: Senior Member,"Posts: 4,296",Joined: Jul 2006,"From: /k//k/, /k/undasang",You want to experience malaysia...you gotta experience those too hahahaaa
rcracer,"  Jul 11 2017, 10:52 AM",?????,Group: Senior Member,"Posts: 3,437",Joined: Jan 2003,,Kk extreme
bee993,"  Jul 11 2017, 10:55 AM",Regular,Group: Senior Member,"Posts: 1,020",Joined: May 2007,,
bee993,"  Jul 11 2017, 10:59 AM",Regular,Group: Senior Member,"Posts: 1,020",Joined: May 2007,,"yesmajority here think 20k is alot....hotel,transport,food but most importantly for shopping and also emergency standby 20k is not reli tad much..."
Twins10,"  Jul 11 2017, 12:00 PM",Getting Started,Group: Junior Member,Posts: 89,Joined: Aug 2015,,Thigh gap...
Kim Bi Jan,"  Jul 11 2017, 12:05 PM",New Member,Group: New Member,Posts: 0,Joined: Jul 2016,,konfirm she careless lar....inb4 malaysia rike to blame victim owaii
KitZhai,"  Jul 11 2017, 12:05 PM",Getting Started,Group: Junior Member,Posts: 160,Joined: Dec 2008,From: /k/,"bodoh 20k, i taking 10k walking around edi shaking"
Kim Bi Jan,"  Jul 11 2017, 12:06 PM",New Member,Group: New Member,Posts: 0,Joined: Jul 2016,,better dont cum maysia...we no welcum touristskian
Kim Bi Jan,"  Jul 11 2017, 12:07 PM",New Member,Group: New Member,Posts: 0,Joined: Jul 2016,,tis ^she shud be lucky didnt kena drag to secluded huts if u know what i mean
Kim Bi Jan,"  Jul 11 2017, 12:07 PM",New Member,Group: New Member,Posts: 0,Joined: Jul 2016,,true20k is peeanut actuallyshe should have known better
Kim Bi Jan,"  Jul 11 2017, 12:12 PM",New Member,Group: New Member,Posts: 0,Joined: Jul 2016,,jst cukur will be fine usually..no need give flowersskian
Weirdppl,"  Jul 11 2017, 12:17 PM",New Member,Group: New Member,Posts: 0,Joined: Apr 2017,,Rempit...who else
hurricane21,"  Jul 11 2017, 12:25 PM",Senior Newbie,Group: Senior Member,"Posts: 1,114",Joined: Feb 2006,From: Melaka,"Malaysia Truly Asia, that's why"
and85rew,"  Jul 11 2017, 12:30 PM",Red Devil,Group: Senior Member,Posts: 641,Joined: May 2006,From: Kuching,ltz will rage
hollyweed,"  Jul 11 2017, 12:31 PM",New Member,Group: Junior Member,Posts: 19,Joined: May 2015,,lol bawak 20k jalan2. padan mukak haha
