username,time,avatar_title,group,post_count,join_date,from,text
TigerLion,"  Jul 11 2017, 11:50 AM, updated 1h ago",New Member,Group: New Member,Posts: 0,Joined: Feb 2017,,"http://www.freemalaysiatoday.com/category/...rm27b-reserves/Salleh: S’wak has proven itself with RM27b reserveshttps://www.penang.gov.my/index.php/compone...nt/article/1393Penang has increased our cash reserves by nearly 50% to RM1.2 billion.http://penangmonthly.com/article.aspx?page...alaysian_statesSarawak salted away RM21.1bil in cash, which in turn generated a whopping RM692mil in interest income alone in 2012.Which means Sarawak earns RM885mil in interest income alone in 2017 assuming same interest rate! BN Boleh!Najib Boleh!Malaysia Boleh!"
pandera999,"  Jul 11 2017, 11:52 AM",~? ??? ??? ?? ???? ?? ?~,Group: Senior Member,"Posts: 4,962",Joined: Sep 2010,"From: Busan, Kr | Kuching, Swk",fake fake... exaggerated
Vryon,"  Jul 11 2017, 11:53 AM",<The Geeky Short Boy>,Group: Senior Member,Posts: 899,Joined: Jan 2009,From: Penang Island (Official Penang Kia),"So much reserve, but still filled with hutan. Money kept in pokok"
Wassupman,"  Jul 11 2017, 11:53 AM",On my way,Group: Senior Member,Posts: 595,Joined: Mar 2013,,while gerakan in penang... penang no reserves...
keny2020j,"  Jul 11 2017, 11:54 AM",Getting Started,Group: Junior Member,Posts: 273,Joined: Jun 2009,,keep in croni pocket lar. while sawarakian enjoy nth except suffering
Weirdppl,"  Jul 11 2017, 11:54 AM",New Member,Group: New Member,Posts: 0,Joined: Apr 2017,,
TigerLion,"  Jul 11 2017, 11:55 AM",New Member,Group: New Member,Posts: 0,Joined: Feb 2017,,Got proof leh.
TigerLion,"  Jul 11 2017, 11:55 AM",New Member,Group: New Member,Posts: 0,Joined: Feb 2017,,But their interest very high wor!   Annual interest close to Penang's total reserves!
TigerLion,"  Jul 11 2017, 11:56 AM",New Member,Group: New Member,Posts: 0,Joined: Feb 2017,,Have lah. I think it was RM400mil before DAP took over.
Cloudx,"  Jul 11 2017, 11:56 AM",(?°?°??? ???,Group: Senior Member,"Posts: 1,483",Joined: Oct 2004,From: Island where you get pearl,LOL.. do u think those gov will willingly shared out the cash to it's citizens? Regardless oppositions or gov all same... those huge cash reserve is use for their cronies first.
TigerLion,"  Jul 11 2017, 11:56 AM",New Member,Group: New Member,Posts: 0,Joined: Feb 2017,,I thought Sarawakians don't have to pay property tax?
Vryon,"  Jul 11 2017, 11:56 AM",<The Geeky Short Boy>,Group: Senior Member,Posts: 899,Joined: Jan 2009,From: Penang Island (Official Penang Kia),"Turn in another way, you work get salary, but your boss keep it in his account and you can't use it. What's the point? LOL"
TigerLion,"  Jul 11 2017, 11:57 AM",New Member,Group: New Member,Posts: 0,Joined: Feb 2017,,
Lumiaaa,"  Jul 11 2017, 11:57 AM",Getting Started,Group: Junior Member,Posts: 96,Joined: Sep 2014,From: LYN,Still a wild jungle
TigerLion,"  Jul 11 2017, 11:57 AM",New Member,Group: New Member,Posts: 0,Joined: Feb 2017,,Election time lor...
TigerLion,"  Jul 11 2017, 11:58 AM",New Member,Group: New Member,Posts: 0,Joined: Feb 2017,,But I thought savings is good?
azhan82,"  Jul 11 2017, 11:58 AM",Getting Started,Group: Junior Member,Posts: 239,Joined: May 2015,From: Klang Valley,Lel.. 27 billion in reserve...Own people still got no clean water supply....
azhan82,"  Jul 11 2017, 11:58 AM",Getting Started,Group: Junior Member,Posts: 239,Joined: May 2015,From: Klang Valley,.
TigerLion,"  Jul 11 2017, 11:58 AM",New Member,Group: New Member,Posts: 0,Joined: Feb 2017,,Sarawak got so bad meh?
TigerLion,"  Jul 11 2017, 11:58 AM",New Member,Group: New Member,Posts: 0,Joined: Feb 2017,,Maybe because Sarawak big?
TigerLion,"  Jul 11 2017, 11:59 AM",New Member,Group: New Member,Posts: 0,Joined: Feb 2017,,
Mr.Docter,"  Jul 11 2017, 11:59 AM",A&E Freak,Group: Senior Member,"Posts: 5,055",Joined: Aug 2009,,"Ceh. Reserved-lah till 1 trillion pun, if rakyat still every year or every 4 years kena game, still means nothing."
Weirdppl,"  Jul 11 2017, 12:00 PM",New Member,Group: New Member,Posts: 0,Joined: Apr 2017,,this is exactly what khalid said when he was the Selangor mb...high reserve but spending nothing in improving Selangor....luckily azmin took over
pandera999,"  Jul 11 2017, 12:00 PM",~? ??? ??? ?? ???? ?? ?~,Group: Senior Member,"Posts: 4,962",Joined: Sep 2010,"From: Busan, Kr | Kuching, Swk",ok lah i belip.. no wonder no 1 complain price hike and unemployment in sarawak. everything still cheap.. no 1 complain and still sappork najib... congrats sarawak
TigerLion,"  Jul 11 2017, 12:02 PM",New Member,Group: New Member,Posts: 0,Joined: Feb 2017,,I thought Sarawakians support BN?
TigerLion,"  Jul 11 2017, 12:02 PM",New Member,Group: New Member,Posts: 0,Joined: Feb 2017,,But it makes you feel rich!
TigerLion,"  Jul 11 2017, 12:02 PM",New Member,Group: New Member,Posts: 0,Joined: Feb 2017,,Thank you BN!
max_cavalera,"  Jul 11 2017, 12:05 PM",the world is so beautiful..,Group: Senior Member,"Posts: 4,500",Joined: Jun 2006,"From: Cyberjaya, Shah Alam, Ipoh",white rajah pak taib effort tu...reserve until 27billion for soviet sarawak...he stash away personal wealth 5-7 billion pun  kena kecoh by sarawak report
TigerLion,"  Jul 11 2017, 12:06 PM",New Member,Group: New Member,Posts: 0,Joined: Feb 2017,,USD or RM?
adamhzm90,"  Jul 11 2017, 12:08 PM",On my way,Group: Senior Member,Posts: 535,Joined: Apr 2014,,biar betul Salleh ni..macam menipu je
rogrog,"  Jul 11 2017, 12:08 PM",On my way,Group: Senior Member,Posts: 631,Joined: Sep 2009,,"Ini bodoh, got so much money never invest, rely on interest"
TigerLion,"  Jul 11 2017, 12:10 PM",New Member,Group: New Member,Posts: 0,Joined: Feb 2017,,
Elgore,"  Jul 11 2017, 12:10 PM",Getting Started,Group: Junior Member,Posts: 109,Joined: Apr 2011,From: Seven Nation,that big amount of reserves is only telling me that some fellas are not doing their work spending the funds they have for required infrastructure for the people like they should
