username,time,avatar_title,group,post_count,join_date,from,text
Coup De Grace,"  Jul 11 2017, 03:07 PM, updated 38m ago",Getting Started,Group: Junior Member,Posts: 139,Joined: Nov 2016,,"Gambling is a very bad habit and can lead to serious consequences, even death. Another shocking suicide case has surfaced in Lembah Permai, Ampang on Friday as police discovered that a married couple had taken their own lives due to gambling debts. Low Shock Kim, 36, and her husband Soh Chong Keat, 41, committed suicide by burning charcoal in their apartment unit.  Oriental Daily reports that Soh allegedly had a gambling habit, which caused him to rack up a debt that went up to RM10,000 to loan sharks and the couple had no way of returning the money. Although family members had previously advised Low to leave her husband because of this unsavoury habit, she refused to do so because she loved him too much.  Apparently, Soh had a gambling addiction for years but was unemployed while his wife was working as a secretary. Low tried to earn more money by selling crystals but failed to do so. He used to gamble at the gambling den near their apartment but the place had closed down for over a month. A friend also said that when Soh borrowed money from loan sharks, Low would be the guarantor.  According to Oriental Daily, two days before the incident, neighbours said that some loan sharks had appeared at their house to collect their debts and the resulting scene had awakened some of the neighbours. It appears that before their suicide, Low had sent messages to her sister in Penang and also another colleague informing them of her intention to die with her husband.  Unfortunately, by the time they read the message and tried to contact the couple, it was already too late. The message to Low’s colleague read, “I’m not coming to work anymore because my husband owes over RM10,000 debt to loan sharks. I want to commit suicide with him. I’m sorry.” The couple has a 12-year-old child, who has been living with Low’s family for some time and in her final message, Low also said that she hopes her family would take care of their child.Read more at WOB: http://www.worldofbuzz.com/malaysian-coupl...gambling-debts/"
zeist,"  Jul 11 2017, 03:08 PM",Mr. Satria,Group: Senior Member,"Posts: 15,144",Joined: Jan 2003,From: M A L A Y S I A,10k or 100k?
KcX35,"  Jul 11 2017, 03:09 PM",Dreams,Group: Senior Member,"Posts: 2,111",Joined: Aug 2011,From: K.L,10k suicide shit ?
famusanus,"  Jul 11 2017, 03:09 PM",New Member,Group: Junior Member,Posts: 9,Joined: Mar 2017,,10k only also suicide?
cbm711,"  Jul 11 2017, 03:11 PM",Getting Started,Group: Junior Member,Posts: 132,Joined: Dec 2009,,Bodo ... 1 owe bank 100 million USD also no 14 floor .. stupiak
Chaud,"  Jul 11 2017, 03:11 PM",Enthusiast,Group: Senior Member,Posts: 743,Joined: Jun 2007,,good thing is less 2 retards in the worldpoor thing is the kid now got no parents and ah long cannot get their money back
teehk_tee,"  Jul 11 2017, 03:12 PM",#crushingit ?,Group: Senior Member,"Posts: 5,200",Joined: Apr 2005,From: KUL/HKG/BKK/JKT,selfish way to give up.
LamboSama,"  Jul 11 2017, 03:12 PM",Getting Started,Group: Junior Member,Posts: 67,Joined: Aug 2011,,Addiction is the issue. Not gambling.You can be addicted to /k also.
clouds,"  Jul 11 2017, 03:13 PM",Casual,Group: Junior Member,Posts: 315,Joined: Jan 2009,From: Grave,THIS...
zhiwee0645,"  Jul 11 2017, 03:13 PM",New Member,Group: Junior Member,Posts: 49,Joined: Nov 2014,From: Melaka,10k for 2 life wtf...... go sell nasi lemak lar easily claimed back those money
MonsterPips,"  Jul 11 2017, 03:14 PM",Casual,Group: Junior Member,Posts: 320,Joined: Jun 2013,,Inb4 gambling is human right
sgwc,"  Jul 11 2017, 03:15 PM",New Member,Group: Junior Member,Posts: 18,Joined: Jan 2006,From: inside a palace with ephemeral darkness embrace,10k? Seriously? Betul ke 10k ni?
unknown warrior,"  Jul 11 2017, 03:15 PM",12 Years Member /k/ ELDER,Group: Senior Member,"Posts: 2,796",Joined: Jul 2005,,10k is not impossible to settle...why suicide?...sad.
tankerbell12345,"  Jul 11 2017, 03:16 PM",New Member,Group: Junior Member,Posts: 6,Joined: Sep 2010,,"She has a useless husband .If u have 10k debt, u cant even declare bankrupt."
thelonely,"  Jul 11 2017, 03:18 PM",New Member,Group: Junior Member,Posts: 5,Joined: Jul 2008,,10k no way out?wife can help by applying bank personal loan?
quadreduce,"  Jul 11 2017, 03:18 PM",New Member,Group: Junior Member,Posts: 10,Joined: Jun 2012,,Such a waste. Shud have borrowed more then only suicide. Make the ahlong bankcrupt.
zhiwee0645,"  Jul 11 2017, 03:18 PM",New Member,Group: Junior Member,Posts: 49,Joined: Nov 2014,From: Melaka,"Their child will avenge his parent's life in next 10 years, just like drama. The ah long should beware."
smallcrab,"  Jul 11 2017, 03:18 PM",Getting Started,Group: Junior Member,Posts: 82,Joined: Jul 2007,From: Puchong,Victim is the child
neozombie,"  Jul 11 2017, 03:19 PM",Getting Started,Group: Junior Member,Posts: 106,Joined: Feb 2006,,10k to loan shark with hard to earn money are damm impossible to settlewith loan shark. In just months it will bexome 100k. And kaki judi will get hard time to borrow money from friend or family. RIP for them. Hail bijan
xixo_12,"  Jul 11 2017, 03:19 PM",i!Retired!i,Group: Senior Member,"Posts: 7,160",Joined: Nov 2006,From: Pulau Sipadan,"dont feel sad with bodohness, but pity that children , aiyaa"
zhiwee0645,"  Jul 11 2017, 03:19 PM",New Member,Group: Junior Member,Posts: 49,Joined: Nov 2014,From: Melaka,maybe just like loan application from bank? depends on salary
Lyu,"  Jul 11 2017, 03:21 PM",Getting Started,Group: Junior Member,Posts: 147,Joined: Jan 2015,,.
ZforZebra,"  Jul 11 2017, 03:21 PM",Getting Started,Group: Junior Member,Posts: 72,Joined: Dec 2010,,10k so lil also die?sell siham la. can earn bakc
MR_alien,"  Jul 11 2017, 03:22 PM",Mr.Alien on the loss,Group: Senior Member,"Posts: 2,016",Joined: Oct 2007,From: everywhere in sabah,"10k from loan shark, not banku think borrow 10k from loan shark, u pay back 11k?within weeks, that 10k will snowballed to 100kits impossible to settle"
junsheng,"  Jul 11 2017, 03:22 PM",---> pokemon ftw <---,Group: Senior Member,"Posts: 1,158",Joined: Apr 2011,"From: Penang Malaysia, sometime KL",10k only
myasiahobby,"  Jul 11 2017, 03:23 PM",Casual,Group: Junior Member,Posts: 455,Joined: Dec 2009,From: Russia,last week punya news today only u post. last week already publish in news paper lah...
deodorant,"  Jul 11 2017, 03:24 PM",Surfing LYN instead of Working.,Group: Senior Member,"Posts: 5,619",Joined: Mar 2006,,"the husband unemployed, the wife works as a secretary, probably just enough for daily expenses, so they couldn't see any way to raise the rm10k."
lyc1982,"  Jul 11 2017, 03:24 PM",ExpectNoMercy,Group: Senior Member,Posts: 634,Joined: Jun 2015,,rm10k debt...should be able to seek help from relatives and friends...
Jasonist,"  Jul 11 2017, 03:24 PM",gegegegege,Group: Senior Member,"Posts: 1,103",Joined: May 2006,From: Malaysia,"this kinda useless social rubbish, die also good lar... waste earth resource only"
shinkawa,"  Jul 11 2017, 03:25 PM",parttime otaku,Group: Senior Member,Posts: 816,Joined: Jun 2008,,such obedient loving wife but love a useless person.
netmatrix,"  Jul 11 2017, 03:27 PM",The machine... it sees everything.,Group: Senior Member,"Posts: 4,125",Joined: Jan 2003,From: Zion,"Yeah this is true. The interest is the one that kills, not the amount of the loan."
Juan86,"  Jul 11 2017, 03:27 PM",Getting Started,Group: Junior Member,Posts: 77,Joined: Mar 2009,,one week ? u borrow from loan whale ?
RotiKacangMerah,"  Jul 11 2017, 03:27 PM",New Member,Group: New Member,Posts: 0,Joined: May 2017,,Hamba duit sembah duit
pencapchew,"  Jul 11 2017, 03:30 PM",New Member,Group: Junior Member,Posts: 11,Joined: Oct 2007,,"Wife working as secretary... Usually,  salary should be ok,  10k pound sterling izzit?"
Remaja Isap Gam,"  Jul 11 2017, 03:32 PM",New Member,Group: New Member,Posts: 0,Joined: Jun 2017,,"rubbish man always have a loyal wife, well it's over though"
atong,"  Jul 11 2017, 03:32 PM",Getting Started,Group: Junior Member,Posts: 84,Joined: Jun 2008,,it is sad to know ppl suicide over RM10K.Pity the their kid
MR_alien,"  Jul 11 2017, 03:33 PM",Mr.Alien on the loss,Group: Senior Member,"Posts: 2,016",Joined: Oct 2007,From: everywhere in sabah,"look properly...within WEEKSplus whatever amount u borrow from loan shark, you'll NEVER be able to finish repay it anywayits rolling faster than u can repay"
jerm57,"  Jul 11 2017, 03:34 PM",New Member,Group: Junior Member,Posts: 8,Joined: Nov 2010,From: Penis ular Bolehland,Not sure if Darwin Award since they already had a child.
juicyliana,"  Jul 11 2017, 03:35 PM","when u think juicy, think liana",Group: Senior Member,Posts: 743,Joined: Aug 2011,From: Lowyat.net,10k already suicide... LOL.... tutup mata raise funds on social media also can get the money liao.
Mikethebodo,"  Jul 11 2017, 03:36 PM",New Member,Group: New Member,Posts: 0,Joined: Jun 2017,,"There should a be  a way out mah.It is very hard but not impossible. They got to think about their 12 yo boy.But haiz, they just gave up. Aiyoh."
