username,time,avatar_title,group,post_count,join_date,from,text
arubin,"  Jul 11 2017, 02:40 PM, updated 1h ago",Holy Pastafarian,Group: Senior Member,Posts: 619,Joined: Oct 2007,From: Church of the Flying Spaghetti Monster,sos kicap
munak991,"  Jul 11 2017, 02:44 PM",ZONIC!,Group: Senior Member,"Posts: 2,450",Joined: Mar 2006,From: 21st century,stupid useless research
Derpington,"  Jul 11 2017, 02:47 PM",Getting Started,Group: Junior Member,Posts: 123,Joined: Apr 2013,From: Bandar Narnia,kena bgtau HR aku nie. tampal poster kepada setiap department supaya show cleavage at work.
Toyoi,"  Jul 11 2017, 02:49 PM",New Member,Group: Junior Member,Posts: 7,Joined: Feb 2013,From: ToyoiLand,as stupid as doing Phd research on rural voter voting pattern
Jasonist,"  Jul 11 2017, 02:50 PM",gegegegege,Group: Senior Member,"Posts: 1,103",Joined: May 2006,From: Malaysia,"good for management, good for the eyes... why not"
iGamer,"  Jul 11 2017, 02:50 PM",Casual,Group: Junior Member,Posts: 369,Joined: Feb 2016,From: BanhammerLand,Show cleavage prove confidence..............
Lyu,"  Jul 11 2017, 02:50 PM",Getting Started,Group: Junior Member,Posts: 147,Joined: Jan 2015,,Coz u can't look directly at herShe so powerful
sevendogz,"  Jul 11 2017, 02:51 PM",Regular,Group: Senior Member,"Posts: 1,141",Joined: Dec 2005,From: Klg-Ktn-Klg-KK-PG-BM,seems legit
MeToo,"  Jul 11 2017, 02:51 PM",Look at all my stars!!,Group: Senior Member,"Posts: 5,952",Joined: May 2009,,i agree
rcracer,"  Jul 11 2017, 02:52 PM",?????,Group: Senior Member,"Posts: 3,437",Joined: Jan 2003,,No arguments
arubin,"  Jul 11 2017, 02:54 PM",Holy Pastafarian,Group: Senior Member,Posts: 619,Joined: Oct 2007,From: Church of the Flying Spaghetti Monster,"Show cleavage, male employee too distracted to argue so follow order only."
idoblu,"  Jul 11 2017, 02:54 PM",stars for sale,Group: Senior Member,"Posts: 8,001",Joined: Feb 2008,,Who did the research? Ktards?
omong,"  Jul 11 2017, 02:54 PM",New Member,Group: New Member,Posts: 0,Joined: Jun 2011,,"If i got that kind of boss, i will tell her directly: ""can you please tell your boobs to stop looking at my eyes""."
Kim Bi Jan,"  Jul 11 2017, 03:00 PM",New Member,Group: New Member,Posts: 0,Joined: Jul 2016,,boss who sleep with her employees are probably the bestest still
MR_alien,"  Jul 11 2017, 03:11 PM",Mr.Alien on the loss,Group: Senior Member,"Posts: 2,016",Joined: Oct 2007,From: everywhere in sabah,my boss are the ones that show but she ain't a good boss
ak101ss,"  Jul 11 2017, 03:25 PM",Casual,Group: Junior Member,Posts: 382,Joined: Jul 2009,From: Soyuz Sovetskikh Sotsialisticheskikh Respublik,Colanfirm SJW/Feminist based research...I believe that it's more like the women who reached a high post then baru je decide to show cleavage... That's why the research say they show..All the ones in mid or lower position still cover up cause waiting to climb out ranks and scared to be not branded as a skank.
fatani,"  Jul 11 2017, 03:29 PM",Getting Started,Group: Junior Member,Posts: 261,Joined: Sep 2007,,smart research..hopefully the fish'll took the bait
patienceGNR,"  Jul 11 2017, 03:31 PM",? Ride All Day ?,Group: Senior Member,"Posts: 1,568",Joined: Mar 2011,From: Autofreaks.NET Poking The Bikes,"ya ka, my boss no show leh. damn"
koolio,"  Jul 11 2017, 03:32 PM",New Member,Group: New Member,Posts: 2,Joined: Sep 2015,,no wonder germany has so many refugees who bit the hands that fed them... may be angela should start showing her cleavage... not that any of u would look forward to it...
Zot,"  Jul 11 2017, 03:34 PM",Regular,Group: Senior Member,"Posts: 1,892",Joined: Mar 2014,,The main reason is that it makes men's brain shrink and obey any instruction
ctrl_alt_del,"  Jul 11 2017, 03:36 PM",On my way,Group: Senior Member,Posts: 578,Joined: Jan 2005,,"Show clits more powerful. Once you have done her, you will always owe her something."
wilsonjay,"  Jul 11 2017, 03:36 PM",Wade Wilson,Group: Senior Member,"Posts: 1,489",Joined: Feb 2006,From: When The World Comes Down,Bik mama show cleavage??? HNNNGGGG
yhtan,"  Jul 11 2017, 03:38 PM",Look at all my stars!!,Group: Senior Member,"Posts: 7,985",Joined: Sep 2005,From: lolyat,show cleavage can sit on boss lap i believe lahso this report is legit
craxors,"  Jul 11 2017, 03:38 PM",Regular,Group: Senior Member,"Posts: 1,114",Joined: Dec 2007,,brb..telling this facts to few aweks tudungs in the office....
LamboSama,"  Jul 11 2017, 03:39 PM",Getting Started,Group: Junior Member,Posts: 67,Joined: Aug 2011,,no wonder Hillary lost and Melania wins.would be interesting to see who the researchers are.
Koichisan,"  Jul 11 2017, 03:48 PM",New Member,Group: Junior Member,Posts: 8,Joined: Jun 2017,,"Most office workers are men, so if the boss shows more boobies and being more suggestive, it's easier to control the men."
Revamperz,"  Jul 11 2017, 03:49 PM",im freaking IN! ™,Group: Senior Member,"Posts: 4,878",Joined: Jan 2003,,what if the female boss is 55 yea rold director
spamfish,"  Jul 11 2017, 03:51 PM",Getting Started,Group: Junior Member,Posts: 142,Joined: May 2007,From: Penang,buka 4-5 butang = bossbuka semua butang = prostitute
pastacarbonara,"  Jul 11 2017, 03:51 PM",New Member,Group: Junior Member,Posts: 37,Joined: Apr 2013,,">DailyMail UK>""Scientific research""You believe?"
LeeK,"  Jul 11 2017, 03:55 PM",New Member,Group: Junior Member,Posts: 28,Joined: May 2006,,"It's legit, if show abalone, she can become big boss in no time."
