Topic title: najib digelar,"Topic posted on: 24 Jul 2017, 16:59:00",Topic link: https://forum.lowyat.net/topic/4368659,"Topic scraped on: 02 Aug 2017, 02:53:56",
username,date,avatar_title,group,post_count,join_date,from,text
khanninah,20170724,New Member,Group: Newbie,Posts: 3,201707,,"for those people who stay outside Selangor , are u happy that your tax money is being used to build MRT and LRT and BRT ?"
buysellaccount,20170724,Getting Started,Group: Junior Member,Posts: 116,201110,,i think that's how sarawakians feel for the past N years.
will4848,20170724,UNKNOWN,Group: Senior Member,Posts: 594,201009,From: DONT KNOW,then better ask him to change to bapa GST since he tax every rakyat
