username,time,avatar_title,group,post_count,join_date,from,text
Fyonne,"  Jul 11 2017, 10:31 AM","Enthusiast
Anime Shrine",Group: VIP,Posts: 901,Joined: Nov 2006,From: Penang (Mainland),just wear 5 pcs of clothing with big pocket tat fit laptop/ipad/other stuff.
TOMEI-R,"  Jul 11 2017, 10:32 AM",Extraordinaire,Group: Senior Member,"Posts: 9,722",Joined: Mar 2007,From: Kuala Lumpur,I would agree with this move. Some carry luggage so large and heavy like they booked the whole plane. Just buy the damn check in luggage if you have large and heavy luggages.
TimeWalker,"  Jul 11 2017, 10:32 AM",New Member,Group: Junior Member,Posts: 32,Joined: Jan 2003,From: Bandar Sunway,each time i hand-carry sure cabin full edi each person donno bring how much la
Vryon,"  Jul 11 2017, 10:34 AM",<The Geeky Short Boy>,Group: Senior Member,Posts: 899,Joined: Jan 2009,From: Penang Island (Official Penang Kia),I do see alot people squeeze their shit. My only concern is a business meeting in KL that last for 3 days. Somemore i carry 2 laptop and some documents with me also nearly 5 kg edi
TOMEI-R,"  Jul 11 2017, 10:37 AM",Extraordinaire,Group: Senior Member,"Posts: 9,722",Joined: Mar 2007,From: Kuala Lumpur,Just check in your luggage and hand carry your 2 laptops. They wont check you if you just carry a backpack with laptops. They will check if you drag your big suitcase while carrying a backpack on your shoulders.
rcracer,"  Jul 11 2017, 10:37 AM",?????,Group: Senior Member,"Posts: 3,437",Joined: Jan 2003,,Those pukimak then drop the bags on you when disembark because no one will help them Scums
brycen-man,"  Jul 11 2017, 10:37 AM",New Member,Group: Junior Member,Posts: 39,Joined: May 2017,,X + Y < 7Eeee...bodonya!!!! Math Standard 1 also cannot figure it out!!!!
urbanite,"  Jul 11 2017, 10:39 AM",Getting Started,Group: Junior Member,Posts: 120,Joined: Dec 2012,,In the past you are allowed 1 luggage not exceeding 7 kg + a laptop  / work bag. Laptop / workbag not included in the 7 kg allowance.Now total weight of luggage + laptop / workbag cannot exceed 7 kg.
TOMEI-R,"  Jul 11 2017, 10:40 AM",Extraordinaire,Group: Senior Member,"Posts: 9,722",Joined: Mar 2007,From: Kuala Lumpur,Yeah man... especially those kiasu shit aunties who cant even wait till the door opens to take out their freakin large bags from the overhead compartment.
rcracer,"  Jul 11 2017, 10:41 AM",?????,Group: Senior Member,"Posts: 3,437",Joined: Jan 2003,,"Young girls also lah, just drag off the overhead and let it crash down and fake sorry sorry to those that got hit"
Vryon,"  Jul 11 2017, 10:43 AM",<The Geeky Short Boy>,Group: Senior Member,Posts: 899,Joined: Jan 2009,From: Penang Island (Official Penang Kia),Lmao you commented on the same tered twice bro. No tered for you reply edi ke?
Vryon,"  Jul 11 2017, 10:44 AM",<The Geeky Short Boy>,Group: Senior Member,Posts: 899,Joined: Jan 2009,From: Penang Island (Official Penang Kia),Yea that one is for last year. Now i just came back from overseas diu suddenly change edi somemore i bodo go request AA ticket cause land KLIA easier.
Cotton Diesel,"  Jul 11 2017, 10:46 AM",Casual,Group: Junior Member,Posts: 414,Joined: Mar 2010,,"Just got back from Perth and they ask to weigh your bags before bringing it past the security checkpoint. Mine in total is 10kg, luckily she asked to give it to my mom. Women's handbag tak kira."
brycen-man,"  Jul 11 2017, 10:46 AM",New Member,Group: Junior Member,Posts: 39,Joined: May 2017,,It's time to put this to a stop. It is people like you that makes forum like this useless.Eeee.... bodonya!!!!
Vryon,"  Jul 11 2017, 10:47 AM",<The Geeky Short Boy>,Group: Senior Member,Posts: 899,Joined: Jan 2009,From: Penang Island (Official Penang Kia),International flight also kena? LOL
samuraikacang,"  Jul 11 2017, 10:58 AM",You tak suka You Keluar,Group: Senior Member,Posts: 696,Joined: Jan 2008,From: Kuala Lumpur,They strictly enforce it because people always asking FA to help with their luggage. Some people pack like hell with more than 10kg and then expect someone else to help them put in the overhead compartment.
limeuu,"  Jul 11 2017, 11:01 AM",Look at all my stars!!,Group: Senior Member,"Posts: 9,690",Joined: Aug 2006,,"aa has always had the 7kg rule....but it is enforced differently at different stations....some strict, some lax....usually depending on stations...if too many people bring oversize overweight bags in they will be strict as there is not enough space on board...on and off, they will enforce strictly tightly as a policy...the same rule apples to the other local airlines, mas, malindo etc...just that they don't enforce strictly...because people don't carry too much on board as they have 30kg check in allowance free..."
limeuu,"  Jul 11 2017, 11:03 AM",Look at all my stars!!,Group: Senior Member,"Posts: 9,690",Joined: Aug 2006,,international stations where rules are obediently followed will enforce strictly...oz being one of them....
IsaacVky,"  Jul 11 2017, 11:09 AM",Getting Started,Group: Junior Member,Posts: 118,Joined: Nov 2005,,plain engrish also cannot undastand
Vryon,"  Jul 11 2017, 11:13 AM",<The Geeky Short Boy>,Group: Senior Member,Posts: 899,Joined: Jan 2009,From: Penang Island (Official Penang Kia),"Well last time was 7kg hand luggage + laptop bag, now hentam 7kg in total. Cause i asked sales centre here tell me 7kg each, better be safe i bought 1 check in for each trip."
Koichisan,"  Jul 11 2017, 11:15 AM",New Member,Group: Junior Member,Posts: 8,Joined: Jun 2017,,Both in total should not exceed 7kg. Truth is if the guys checking before u going into the gate didnt timbang your beg it should be fine. Mine fits the size criteria and both of my bags add up to 20kg. Both put in overhead compartment with no extra charges.
limeuu,"  Jul 11 2017, 11:19 AM",Look at all my stars!!,Group: Senior Member,"Posts: 9,690",Joined: Aug 2006,,"no...if you read the guide carefully, it says total not more than 7kg....just that they have in the past not put restrictions on handbags/briefcase/backpacks..."
Vryon,"  Jul 11 2017, 11:20 AM",<The Geeky Short Boy>,Group: Senior Member,Posts: 899,Joined: Jan 2009,From: Penang Island (Official Penang Kia),"Okay, thanks bro. Stupid call centre tell me 7kg each."
brycen-man,"  Jul 11 2017, 11:21 AM",New Member,Group: Junior Member,Posts: 39,Joined: May 2017,,Eeeee!!! Why this guy so bodo wan????
mryellow19,"  Jul 11 2017, 11:28 AM",arrrggghhhhh,Group: Senior Member,"Posts: 1,212",Joined: Jan 2007,From: -kay elle-,I was in Manila airport a week ago and they started weighing hand-carry bags as you enter immigration. Didn't weigh my laptop backpack though.
kons,"  Jul 11 2017, 11:35 AM","????
Linux & Networking",Group: Moderator,"Posts: 5,519",Joined: Oct 2004,,"maybe my bag is too compact, they never bothered to weigh it"
AmeiN,"  Jul 11 2017, 11:37 AM",???????,Group: Senior Member,"Posts: 3,614",Joined: Feb 2010,From: ~Starlight~            ???????,"dont bring too obvious heavy weight luggage lah, they wont timbang 1. If they see too big then only they kacau."
petang makan maggi,"  Jul 11 2017, 11:43 AM",New Member,Group: Junior Member,Posts: 31,Joined: Mar 2017,,Fixed
Divou,"  Jul 11 2017, 11:45 AM",New Member,Group: New Member,Posts: 2,Joined: May 2015,,"Tips , pass through the this check point during peak hours. Notice they just let almost everyone in unless those with obvious big bags or several bags."
Vryon,"  Jul 11 2017, 11:46 AM",<The Geeky Short Boy>,Group: Senior Member,Posts: 899,Joined: Jan 2009,From: Penang Island (Official Penang Kia),"Recently KLIA weigh most of the time but not Penang to KL, but after seeing tered about that electric pot chuck away due to overweight, I guess see penang kia AA staff mood ahaha"
Skylinestar,"  Jul 11 2017, 11:53 AM",Mega Duck,Group: Senior Member,"Posts: 7,310",Joined: Jan 2003,From: Sarawak,your empty hand luggage weighs 4kg?please use plastic bag
Perbaman,"  Jul 11 2017, 11:54 AM",Getting Started,Group: Junior Member,Posts: 55,Joined: Nov 2011,,"bawak beg exceed weight limit, pastu suruh pramugari angkat letak kat overhead compartment"
IReallyNeed Answers,"  Jul 11 2017, 11:56 AM",Krazeybender,Group: Senior Member,Posts: 887,Joined: Jan 2008,From: Cheras,"You're abit slow, But anyway, It's 7kg for both!And they'll check the weight prior to you entering the departure gate.Siap ada scale"
jagadis,"  Jul 11 2017, 11:58 AM",Aspire to Inspire before we expire,Group: Senior Member,Posts: 769,Joined: Jul 2007,From: 192.0.0.1,how hard is it to understand basic rules. Don't buy if you don't agree with the terms. You want cheaper flight but refuse to follow their rules. That is stupid
AyamBlend,"  Jul 11 2017, 12:01 PM",New Member,Group: Junior Member,Posts: 6,Joined: Nov 2011,,"Last time i overhead a conversation between customer and counter staff and another experienced staff besideCustomer : eh how much allowance for cabin bag ya ? sked i overweight neh..Counter st : xtau lah, peraturan tulis 7kg.Customer : takut la,i timbang sekejap ... alamak 7.4kgCounter st : macam ni ka... mungkin tangkap kot diorang. (wave hand ask the experienced staff beside) Eh diorrang hand luggage over 400gram boleh ka ?Experienced : Oh, itu x apa, tembak je lah, samapi 8kg....9kg pun xpe, diorang bagi lalu jer.So once.. they were nice to us   but really suggest they separate the weight from laptop bag with hand carry allowance la.Some pc might weigh 3 kg alone already, belum plus kalo ada mouse, power socket, hdd, etc."
Strobe,"  Jul 11 2017, 12:17 PM",New Member,Group: Junior Member,Posts: 8,Joined: Jun 2017,,"Does AA restrict on baggage size? When I fly with European budget airlines like easyjet earlier this year, they restrict on size instead of weight, which makes more sense if the plan is to avoid people from taking too much space off the overhead compartmentThey were so strict that even laptop bag and camera bag is not allowed, you must squeeze it into your luggage"
Vryon,"  Jul 11 2017, 12:29 PM",<The Geeky Short Boy>,Group: Senior Member,Posts: 899,Joined: Jan 2009,From: Penang Island (Official Penang Kia),"This one not sure. Last few months I flew from London to Boston they restricted both oversize and weight, even more 100gram also kena charge as per KG. I think easyjet and Ryanair quite strict than AA when comes to this."
Cotton Diesel,"  Jul 11 2017, 12:33 PM",Casual,Group: Junior Member,Posts: 414,Joined: Mar 2010,,depend on country and the strictness of person who applying it. It was clearly written as a rule. Up to you to risk it or play safe.
Strobe,"  Jul 11 2017, 12:38 PM",New Member,Group: Junior Member,Posts: 8,Joined: Jun 2017,,"Kek if 100g I would rather throw some stuff outThey are indeed stricter than AA, so I don't know why malaysian are whining so much. I hope AA would enstrict on size though, I don't like queueing to board so I'm always last one to board, always end up with zero space left on overhead compartments, fuck those big ass luggage passengers"
shadowglow,"  Jul 11 2017, 12:38 PM",Getting Started,Group: Junior Member,Posts: 262,Joined: Aug 2006,From: Ampang,"His understanding is bad i guess..., cause it was a sentence too easy to guess.."
Vryon,"  Jul 11 2017, 12:43 PM",<The Geeky Short Boy>,Group: Senior Member,Posts: 899,Joined: Jan 2009,From: Penang Island (Official Penang Kia),"I took out ma jacket and wore it that's all. But they only check during check in time, after past security point they wont check edi. Not sure about other airports, but indeed AA is the first time I have seen that they weigh your bag before boarding. LOL"
Jay Chua CC,"  Jul 11 2017, 12:57 PM",~Dont settle for good.  Demand great~,Group: Senior Member,"Posts: 4,037",Joined: Dec 2012,"From: Taiping,Perak",If domestic they just weigh your luggage. Wont kacau the backpack.at all
urbanite,"  Jul 11 2017, 12:57 PM",Getting Started,Group: Junior Member,Posts: 120,Joined: Dec 2012,,"In the past, stated on the boarding pass (online check in boarding pass), one luggage not exceeding 7 kg and complying to stated dimension plus 1 laptop bag / handbag"
Ayer,"  Jul 11 2017, 01:03 PM",Getting Started,Group: Junior Member,Posts: 141,Joined: Mar 2012,,"But this is not Airasia, they fucuk you with more added prerequisite"
coldman86,"  Jul 11 2017, 01:30 PM",Getting Started,Group: Junior Member,Posts: 96,Joined: Mar 2005,"From: K.L , CHERAS",how much u bought ur air ticket and why you choose airasia.
Vryon,"  Jul 11 2017, 02:20 PM",<The Geeky Short Boy>,Group: Senior Member,Posts: 899,Joined: Jan 2009,From: Penang Island (Official Penang Kia),Last year so many trips took AirAsia. Just got back from U.K. then choose AirAsia again lo. Manatau kena like thatGot it for roughly 270 include baggage checked in
Lancewood,"  Jul 11 2017, 02:28 PM",Getting Started,Group: Junior Member,Posts: 57,Joined: Feb 2015,,Well said
urbanite,"  Jul 11 2017, 02:40 PM",Getting Started,Group: Junior Member,Posts: 120,Joined: Dec 2012,,Previous policy was 1 hand carry luggage not exceeding 7 kg plus 1 laptop bag / handbag.Policy was strictly enforced in Brunei airport.
Lancewood,"  Jul 11 2017, 03:19 PM",Getting Started,Group: Junior Member,Posts: 57,Joined: Feb 2015,,People ABUSED the definition of a lappy bag. Fully stuffed lappy bags as heavy as 10KG+ are common.
kllonely1,"  Jul 11 2017, 03:27 PM",New Member,Group: Junior Member,Posts: 32,Joined: Oct 2004,,"Everywhere in Malaysia, everyone wants to suck you dry (of money).Who you want to blame?"
