name,scale,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
amanah,1,2,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,3,1,0,0,2,0,0,1
amanah,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,1
bn,1,6,5,5,1,5,4,1,3,4,0,4,2,7,7,9,3,2,0,9,2,4,2,0,1,0,2,1,2
bn,2,3,0,1,3,3,0,0,0,1,0,3,1,0,4,3,2,3,3,10,3,4,3,1,0,0,0,0,1
dap,1,4,5,6,1,1,2,3,10,5,7,5,6,16,15,9,7,4,1,8,4,2,3,2,1,1,1,3,3
dap,2,1,0,0,1,0,1,2,2,2,2,1,2,4,4,2,2,2,1,3,0,2,1,0,0,0,0,0,1
gerakan,1,2,0,0,0,0,0,0,0,1,0,1,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
gerakan,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
keadilan,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
keadilan,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kimma,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kimma,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ldp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
ldp,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mca,1,0,2,4,1,2,1,1,3,2,0,0,2,4,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0
mca,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
pakatan,1,3,0,0,0,0,0,0,0,0,1,0,2,4,2,1,0,0,0,3,1,1,0,0,0,1,0,1,0
pakatan,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,2,0,0,0,0,0,1
pakatan rakyat,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
pakatan rakyat,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
pakatan harapan,1,2,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,2,0,0,0,0,0,1,0,1,0
pakatan harapan,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
parti islam amanah negara ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
parti islam amanah negara ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
parti pribumi bersatu malaysia,1,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
parti pribumi bersatu malaysia,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pas,1,14,4,5,0,0,3,0,2,1,4,8,2,10,8,10,2,2,3,26,4,24,9,2,4,2,2,1,1
pas,2,2,0,1,1,0,0,1,4,0,2,1,1,7,2,5,1,3,8,30,4,14,3,1,0,1,0,0,1
pbb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
pbb,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pbs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pbs,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pbrs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pbrs,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ph,1,8,3,3,2,0,1,3,1,1,3,0,1,3,2,6,1,1,1,7,3,1,2,2,1,1,1,2,1
ph,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,0,0,3,3,1,1,0,2,1,1,0,0,3
pkr,1,1,1,0,0,0,2,1,2,1,1,5,1,4,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0
pkr,2,1,0,0,0,0,0,2,0,0,0,1,1,0,1,1,0,0,2,2,0,0,1,0,0,0,0,0,0
ppbm,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
ppbm,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ppp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ppp,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prs,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spdp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spdp,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
supp,1,2,2,3,0,2,2,0,0,0,0,0,4,8,6,5,2,3,2,12,5,5,2,1,0,1,1,1,1
supp,2,4,3,1,1,4,3,2,5,2,3,2,2,5,10,16,4,1,18,51,5,16,7,3,0,5,2,1,2
swp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
swp,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
umno,1,5,0,2,0,1,5,1,6,1,1,0,1,8,5,2,3,2,3,8,4,7,0,0,1,0,1,4,1
umno,2,2,1,0,0,0,1,2,0,0,0,0,0,1,2,0,1,1,2,8,0,1,0,0,0,1,0,0,1
