name,scale,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
amanah,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,2,1,2,0,4,3,0,0,3,2
amanah,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,2,0,0,2,0,0,3,1,0,2,0,0,3,0
bn,1,0,2,1,0,1,3,1,0,2,4,7,7,4,5,5,5,2,6,2,1,3,3,6,5,1,3,5,7,3,13,9
bn,2,1,1,2,0,1,4,2,3,2,1,1,2,1,2,1,0,2,0,0,1,1,1,2,4,5,5,4,5,1,10,13
dap,1,5,3,0,2,4,2,2,7,4,9,6,15,3,3,4,5,1,5,2,0,1,6,2,8,1,6,6,4,5,16,11
dap,2,0,1,1,0,3,0,0,2,2,0,3,2,3,0,0,2,2,1,0,1,3,1,0,7,2,2,5,3,1,5,3
gerakan,1,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,2
gerakan,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
keadilan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
keadilan,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kimma,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kimma,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ldp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ldp,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
