name,scale,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
马华,1,4,4,6,15,12,6,6,6,16,30,15,4,13,5,4,10,14,5,9,17,11,7,25,13,13,9,39,15,12,15
马华,2,1,2,3,2,3,3,0,1,5,5,1,1,1,0,1,2,2,3,4,1,3,1,4,3,1,2,4,3,1,7
巫統,1,0,3,0,0,1,1,0,0,0,4,0,1,0,0,0,0,1,0,0,0,2,2,0,0,3,0,1,2,3,2
巫統,2,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1
火贱,1,3,3,9,23,10,10,3,11,7,12,15,6,15,2,2,7,8,1,6,5,6,5,17,10,4,16,20,15,13,9
火贱,2,2,6,2,2,5,1,0,2,6,3,3,4,0,0,4,1,3,7,4,3,3,0,8,2,2,6,1,5,3,5
行动党,1,0,3,0,3,3,1,2,1,5,1,3,1,2,0,0,0,2,1,3,1,3,3,0,2,2,5,1,6,2,4
行动党,2,1,0,0,0,1,0,0,0,2,0,2,3,1,0,0,0,3,1,2,0,1,1,1,4,0,1,0,4,1,1
誠信黨,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
誠信黨,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
团结党,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0
团结党,2,0,0,0,1,2,0,0,0,2,0,0,2,2,2,0,1,4,1,0,1,2,0,0,0,0,0,0,0,0,0
蓝眼,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
蓝眼,2,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
民聯,1,1,0,1,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,2,2,1,1,1,0,0,2,1,1
民聯,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,0,0,0,0,1,1,0,0,1,1,0
民政,1,0,3,0,1,2,2,3,0,6,11,1,2,11,3,0,1,4,4,2,0,3,0,1,4,1,0,2,5,2,1
民政,2,0,0,0,0,2,1,1,0,1,1,0,1,0,1,1,0,0,13,2,0,2,1,2,3,0,0,0,1,1,0
希盟,1,2,2,1,4,5,5,2,7,3,3,7,2,1,3,0,2,11,3,3,4,2,3,5,2,1,4,5,4,15,6
希盟,2,2,2,0,1,2,0,1,3,4,2,2,7,3,4,1,0,4,0,2,2,2,0,1,1,2,2,0,1,6,2
