name,scale,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
纳吉·阿都拉萨,1,8,2,12,7,1,0,1,19,6,1,5,17,12,16,21,12,9,8,21,18,10,27,17,14,12,13,11,2,5,13,7
纳吉·阿都拉萨,2,0,0,0,1,0,1,1,3,0,0,0,1,2,1,3,1,1,0,3,1,2,1,2,1,2,3,0,0,1,3,2
安华·依布拉欣,1,0,2,1,5,0,0,2,1,0,0,1,3,2,1,7,2,2,3,1,6,0,3,1,1,0,1,0,3,1,1,2
安华·依布拉欣,2,0,1,0,3,0,0,2,1,1,1,0,0,1,1,2,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
马哈迪·莫哈末,1,10,4,9,15,4,0,1,9,10,3,1,13,4,8,18,6,4,6,18,18,7,25,24,7,12,4,3,5,9,8,9
马哈迪·莫哈末,2,1,0,1,3,0,0,1,2,1,2,2,1,1,3,6,4,2,0,4,3,4,3,2,5,3,3,1,1,1,0,4
林冠英,1,1,1,0,0,0,0,0,3,1,0,1,4,3,5,7,3,2,3,2,2,0,4,4,4,3,1,2,3,1,3,1
林冠英,2,0,0,0,1,0,0,2,1,0,1,1,2,0,1,2,0,1,2,1,2,1,0,0,1,0,0,0,0,0,1,0
廖中莱,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
廖中莱,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
拉菲兹·南利,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
拉菲兹·南利,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
潘儉偉,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
潘儉偉,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
罗斯玛·曼梳,1,0,0,1,1,0,0,2,0,0,0,1,1,2,3,0,1,0,0,0,0,0,2,1,0,1,1,0,0,3,1,0
罗斯玛·曼梳,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
曹观友,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
曹观友,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
郑雨周,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
郑雨周,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
魏家祥,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
魏家祥,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
卡巴星,1,0,1,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
卡巴星,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
许子根,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
许子根,2,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
哈迪阿旺,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
哈迪阿旺,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
