filename,keyword_counts
lowyat_20170316_4224664_Najib   King Salman s visit puts to rest lies.csv,3
lowyat_20170523_4299057_TMJ lashes out at Khairy for skipping FA Cup final.csv,3
lowyat_20170316_4224740_Sex with underaged girls is a crime  DAP tells Aza.csv,3
lowyat_20170713_4357817_BN Bohong lagi mengfitnah.csv,3
lowyat_20170312_4220441_Cawangan PAS dalam DUN MB Kelantan bertukar Amanah.csv,3
lowyat_20170314_4223185_Hasan Arifin  Tuduhan Rafizi Terhadap.csv,3
lowyat_20170601_4306577_DUN Kelantan  BN Mat Yusoff Kehilangan Kelayakan.csv,3
lowyat_20170314_4223209_Rosmah  Jangan banyak sangat soal PERMATA.csv,3
lowyat_20170601_4306775_Karpal Singh.csv,3
lowyat_20170307_4216013_BN leaders in three states request to hand out.csv,3
lowyat_20170601_4306181_Skandal 1MDB  AMANAH puji tindakan S pura.csv,3
lowyat_20170715_4360639_New MACC Headquarters.csv,3
lowyat_20170719_4364053_Wanita Amanah calls for airwave ban on Despacito.csv,3
lowyat_20170112_4173073_DAP Commitment to Woman attracts me says.csv,3
lowyat_20170114_4175007_Khairy Jamaluddin  Respect Chong Wei  Nicol s.csv,3
lowyat_20170718_4362885_Datuk Razali Ibrahim  PM Najib Dijangka Akan Bawa.csv,3
lowyat_20170314_4222827_Najib   I vow to end child sex crimes  .csv,3
lowyat_20170316_4224468_Utusan minta Maaf kepada Lim Guan Eng.csv,3
lowyat_20170531_4305480_Mahathir slams authorities for going after Lee Kim.csv,3
lowyat_20170313_4221711_Wsup bruder Lim Kit Siang.csv,3
lowyat_20170313_4221536_Gerakan  Kerajaan Pulau Pinang Utamakan.csv,3
lowyat_20170110_4171110_NST  Peguam Minta Maaf kepada Anwar.csv,3
lowyat_20170531_4305612_Guan Eng To Gerakan   Peel Avenue Land Sale.csv,3
lowyat_20170715_4360844_GE14 soon  School circular shows EC to start.csv,3
lowyat_20170717_4362538_Nurul Izzah  Terima kasih Najib Razak  Pendekkan.csv,3
lowyat_20170721_4365633_Tengku Adnan  Semua 191 Ketua UMNO Bahagian.csv,3
lowyat_20170717_4362362_Nazri   Jamal a candidate for Umno Youth Chief.csv,3
lowyat_20170308_4217244_Najib bola kecut .csv,3
lowyat_20170313_4221499_AG  Only Najib  Zahid can comment on North Korea c.csv,3
lowyat_20170110_4171729_Gerakan Penang  Back in power soon .csv,3
lowyat_20170113_4174004_Liow Tiong Lai  Bentong Tuan Rumah Majlis.csv,3
lowyat_20170620_4331827_PKR  jumpa  7 akaun Twitter  laman web.csv,3
lowyat_20170721_4365854_Finally DAP agreed to hold re election.csv,3
lowyat_20170119_4179260_DAP Lim Lip Eng   Tawar Petrol Percuma Untuk 1000.csv,3
lowyat_20170122_4181218_Wee Ka Siong  MCA Working Hard To Boost Economy.csv,3
lowyat_20170702_4345561_How can I get Sarawak Sabah PR .csv,3
lowyat_20170702_4345552_Persatuan OKU  Didik Suruhanjaya Pilihan Raya.csv,3
lowyat_20170702_4345413_Liow Tiong Lai  Malay Version  Dream Of.csv,3
lowyat_20170701_4345020_Penang MCA To Guan Eng  Reveal The  Fruits .csv,3
lowyat_20170119_4178801_Malaysia Airlines faux pas in FB post angers MH370.csv,3
lowyat_20170309_4218333_Shamsul Iskandar  Dewan Rakyat Tolak.csv,3
lowyat_20170119_4178963_MACC  sesiapa lapor rasuah  REWARDed bribe amount.csv,3
lowyat_20170310_4219316_Walan ehhh MCA keep call.csv,3
lowyat_20170122_4181052_Mahathir  We win  we ll relook SG high speed rail.csv,3
lowyat_20170628_4342365_ibrahim ali   PAS.csv,3
lowyat_20170616_4328718_Is 27th June PH .csv,3
lowyat_20170101_4163219_Gerakan Mah Siew Keong  Rakyat Urged To Renew.csv,3
lowyat_20170627_4340797_Najib bercuti Bali  Perth.csv,3
lowyat_20170711_4354956_Teresa kok won in unlawful arrest under isa.csv,3
lowyat_20170626_4339500_Ribuan hadir bukti sokongan kepada Najib   Zahid.csv,3
lowyat_20170625_4338893_Thousands Throng PM Najib Seri Perdana.csv,3
lowyat_20170109_4170273_Najib  Gomen staf jgn ambil hak rakyat.csv,3
lowyat_20170323_4232096_Now Zaid offers RM10K for Najib  worst PM  essay.csv,3
lowyat_20170617_4329145_MACC   Isu 1MDB DOJ kasi polis siasat.csv,3
lowyat_20170622_4336305_BIG BLOW TO NAJIB 52 Retired judge says cabinet.csv,3
lowyat_20170622_4335636_Najib menitis air mata .csv,3
lowyat_20170618_4329625_Hishammuddin dares DOJ to press charges.csv,3
lowyat_20170618_4329787_Sarawak PAS  Proposes Mandatory Citizenship.csv,3
lowyat_20170619_4330341_Tun M cabar Rosmah saman DOJ.csv,3
lowyat_20170621_4333947_PAS Youth sends  condolence  note to Spad.csv,3
lowyat_20170619_4330589_Najib  There are enough comments on DOJ.csv,3
lowyat_20170619_4331706_Najib visits elderly disabled couple in Kedah.csv,3
lowyat_20170122_4181224_MCA  stick to ruling Malaysia  not channeling for.csv,3
lowyat_20170613_4324874_BIG BLOW TO NAJIB 51 US DOJ persists in recovery.csv,3
lowyat_20170703_4346116_Sarawak DAP To SUPP  Pointless To Lodge Police.csv,3
lowyat_20170612_4322347_BN will end their governing day after najib reign.csv,3
lowyat_20170317_4226172_Ahmad Maslan  Umno Divisions Told To.csv,3
lowyat_20170711_4354336_Mukhriz demands public apology from Najib.csv,3
lowyat_20170326_4235741_Muhyiddin berikrar untuk tak kembali kepada Umno.csv,3
lowyat_20170126_4184022_hadi kata sorry boh     to lks.csv,3
lowyat_20170603_4309478_SUPP Dr Sim Tells Opposition  You re Not Entitled.csv,3
lowyat_20170604_4310891_Nazri  No impact on Anwar s trial.csv,3
lowyat_20170605_4313092_Teresa Kok  Unfair To Charge Local Students.csv,3
lowyat_20170116_4176237_MCA may seek seat swaps.csv,3
lowyat_20170723_4367696_BN component parties should work hard to recapture.csv,3
lowyat_20170605_4313522_PKR Baru Bian Tells Sarawak BN  Opposition Voters.csv,3
lowyat_20170606_4315012_Najib hargai persahabatan  semangat setiakawan.csv,3
lowyat_20170116_4176265_ Selfie syariah  dan dapatkan baju dengan nama Hadi.csv,3
lowyat_20170620_4332198_Gerakan  Penang Govt Has Failed To Monitor.csv,3
lowyat_20170608_4318812_Muhyiddin  Why was Idris Jala chosen to look into.csv,3
lowyat_20170709_4352661_Is KL salary comparable to SG in term of local PPP.csv,3
lowyat_20170801_4375592_BIG BLOW TO NAJIB 60  MO1 implicated as Razak.csv,3
lowyat_20170608_4318887_Hujah Musa Hassan tak boleh pakai  salah   Rafizi.csv,3
lowyat_20170124_4182424_Mahathir opposes HSR project.csv,3
lowyat_20170708_4351879_Salleh  kenyataan Mahathir Kononnya Anwar Ibrahim.csv,3
lowyat_20170609_4319900_Bakal calon PRU dari SUPP disimbah asid.csv,3
lowyat_20170116_4176682_Shahrir Samad Dimisses Rafizi Claims Of.csv,3
lowyat_20170311_4219954_Gerakan  Fears The Rich May  Take Over .csv,3
lowyat_20170117_4177057_Breaking News  Najib di kedah.csv,3
lowyat_20170610_4321280_PAS Tuan Ibrahim  Pengerusi FGV Isa Ahmad.csv,3
lowyat_20170707_4350639_Najib urges Umno members to close ranks ahead of.csv,3
lowyat_20170723_4367530_Politicians And Netizens Wish PM Najib A.csv,3
lowyat_20170704_4347319_PPBM Veep Hamidah  Wants Disciplinary Action.csv,3
lowyat_20170116_4176291_This should be the GE14 Anthem.csv,3
lowyat_20170410_4260093_Pandan MP Rafizi  Sahut Cabaran PAS Terengganu.csv,3
lowyat_20170523_4298737_PKR vs PAS.csv,3
lowyat_20170201_4187372_PAS dakwa kontrak mufti tak disambung.csv,3
lowyat_20170515_4289932_najib asking more money from china.csv,3
lowyat_20170419_4270352_TPM  Hishammuddin New Role Will Not Affect.csv,3
lowyat_20170419_4270134_Activists  Slammed Wan Azizah Over.csv,3
lowyat_20170330_4242449_15 year old school boy rides motorbike on LDP die.csv,3
lowyat_20170515_4290039_PAS leader Hadi Awang in stable condition.csv,3
lowyat_20170515_4290123_PAS President to receive intensive treatment.csv,3
lowyat_20170427_4276749_Annuar Musa  PM Najib s Prudent   Wise Management.csv,3
lowyat_20170418_4268688_On funds for PAS  was Husam on the same page.csv,3
lowyat_20170417_4268635_Jamal Yunos  Ingat PKR  Ingat Rasuah.csv,3
lowyat_20170201_4187368_Facebook Najib kena serangan  20  .csv,3
lowyat_20170403_4247079_najib jual negara to india   jilake.csv,3
lowyat_20170517_4292608_Mahathir gaining ground  more ppl attend his talk .csv,3
lowyat_20170402_4245936_Zainal Osman  Kerajaan DAP Pulau Pinang.csv,3
lowyat_20170720_4364900_Salah BN.csv,3
lowyat_20170417_4267889_TPM  UMNO Tidak Akan Ulangi Kesilapan Berjaya .csv,3
lowyat_20170404_4247410_Jangan elak soalan saya  kata Rafizi kepada menter.csv,3
lowyat_20170406_4251823_Mr najib razak  where is my money.csv,3
lowyat_20170518_4293343_Najib  Gov t to retain 100  ownership of Bandar.csv,3
lowyat_20170220_4201689_Datin Seri Rosmah  Ibu bapa Perlu Ambil Tahu.csv,3
lowyat_20170428_4277758_Surat SPR  Pemuda AMANAH minta tarik balik.csv,3
lowyat_20170217_4199248_Why MACC nowadays so hardworking liao.csv,3
lowyat_20170511_4286973_Its official no more Pas pkr.csv,3
lowyat_20170519_4294384_PH carries RM1 290 in coins to EC office to object.csv,3
lowyat_20170512_4287601_Sarawak DUN  DAP Pujut Adun Disqualified From Dun.csv,3
lowyat_20170214_4196957_No  fire  in DAP s backyard  Kit Siang says.csv,3
lowyat_20170424_4273968_Akhramsyah Sanusi  PPBM To Probe Claim Leadership.csv,3
lowyat_20170513_4288558_DAP Lim Lip Eng  MonSpace Scam Worse.csv,3
lowyat_20170424_4273937_Pas Selangor  Sedia Tanding 45 Kerusi DUN .csv,3
lowyat_20170214_4196967_Oh Tong Keong  For Valentine Day  Gerakan Gifts.csv,3
lowyat_20170512_4287624_TUM M SAY UMNO GATHERING WAS JUST A SHOW AND PEOPL.csv,3
lowyat_20170423_4273458_Wanita UMNO Lembah Pantai  Kupon RM20.csv,3
lowyat_20170102_4164479_Menteri UMNO masuk casino.csv,3
lowyat_20170202_4187805_DAP s Tony Pua  Dismisses BN Response On.csv,3
lowyat_20170215_4197813_PAS  Rally on Shariah Bill to feature BN friendly .csv,3
lowyat_20170420_4271238_PKR sokong 355.csv,3
lowyat_20170423_4273147_ MACC  Be careful of these words  Jalan  Kabel .csv,3
lowyat_20170422_4272783_PM Najib Luang Masa Lawat Warga Emas Hidap Strok.csv,3
lowyat_20170422_4272740_Najib syiok Government successful  malaysia is the.csv,3
lowyat_20170421_4272386_BIG BLOW TO NAJIB 40  Najib does not have degree .csv,3
lowyat_20170216_4198291_MACC probes GM for giving RM1 million in projects.csv,3
lowyat_20170203_4188355_Liow Tiong Lai  MCA Candidates For 14th.csv,3
lowyat_20170421_4271729_Wee Ka Siong  Malaysia Remains China s Valuable.csv,3
lowyat_20170404_4248411_Well Done PM Najib  Excellent On.csv,3
lowyat_20170426_4275597_Cops grill Pua over Najib video.csv,3
lowyat_20170415_4266805_Gerakan urges Penang to declare April 14.csv,3
lowyat_20170416_4267396_DPM wants Sabah BN to snuff out Warisan challenge.csv,3
lowyat_20170512_4287983_ Apa masalah iklan Umno dekat DBKL  Kita bayar   .csv,3
lowyat_20170401_4245282_LKS got Triggered   .csv,3
lowyat_20170523_4298699_PKR MP criticises Selangor govt over unfair.csv,3
lowyat_20170413_4265450_Shamsul Anuar  Jelajah UMNO Bantu.csv,3
lowyat_20170225_4206568_Wanita DAP bidas UMNO perkecil.csv,3
lowyat_20170506_4283079_Johor Umno appoints legal firm to assist.csv,3
lowyat_20170724_4368318_is Tun Mahathir really that powerful   influential.csv,3
lowyat_20170206_4190834_Love umno or hate umno we have to admit 1 thing .csv,3
lowyat_20170328_4240311_DAP sokong tiga hari cuti bergaji untuk ibu bapa.csv,3
lowyat_20170410_4258992_Zainal Osman  Penang UMNO To Table Motion At DUN.csv,3
lowyat_20170411_4263128_DAP rep agrees LGE steps down porposal.csv,3
lowyat_20170521_4296222_We may have clean gov t by 2050  says Umno man.csv,3
lowyat_20170209_4193766_Satay najib   .csv,3
lowyat_20170413_4265413_Kepayan rep threatens to quit DAP.csv,3
lowyat_20170729_4373257_y until today mamak hate pas .csv,3
lowyat_20170413_4265043_Sabah DAP Edwin  I Will Leave The Party If No.csv,3
lowyat_20170207_4191297_Tan Sri Shahrizat  Transformasi Nasional 2050.csv,3
lowyat_20170108_4169984_Any Australian PR in  k .csv,3
lowyat_20170303_4212748_Najib urges IRB to further improve tax collection.csv,3
lowyat_20170414_4265742_Mustafa Ali  PAS Ambil Risiko Berdepan.csv,3
lowyat_20170128_4185247_Gerakan Bigger Than MCA.csv,3
lowyat_20170414_4266214_Khairy Jamaluddin  13 Tokoh Muda Dilantik.csv,3
lowyat_20170504_4281626_Najib s aide  1MDB negotiator and alleged RM2m rec.csv,3
lowyat_20170102_4164457_Gerakan  Fireworks Mishap Proves Poor Governance.csv,3
lowyat_20170509_4285067_Nurul Izzah s suit.csv,3
lowyat_20170414_4266194_Gerakan Youth  Wrong to arrest anyone based on.csv,3
lowyat_20170210_4194097_MACC  Questions PKR Youth s Adam Rosli.csv,3
lowyat_20170227_4208548_Tan Sri Muhyiddin open letter to Sultan of Johor .csv,3
lowyat_20170504_4281721_MCMC SKMM new advisory for whatsapp grp admins .csv,3
lowyat_20170508_4284500_Najib  Harakah mesti nyatakan pendirian minggu dep.csv,3
lowyat_20170414_4265928_kerajaan sekarang p    m    Najib  Rosmah pergi ne.csv,3
lowyat_20170507_4283913_Rafizi publicizes investigation documents on MO1.csv,3
lowyat_20170208_4192216_Malacca state employee in hot water over Najib.csv,2
lowyat_20170322_4231063_DAP  Agents make millions for  paper shifting .csv,2
lowyat_20170702_4345508_Mahathir shares Hari Raya spirit with Najib.csv,2
lowyat_20170320_4228672_Nazri Aziz  BN  UMNO Supporters Stay Out.csv,2
lowyat_20170207_4191974_Najib berjiwa rakyat.csv,2
lowyat_20170502_4280171_Mat Sabu  Dulu miskin  sekarang pemimpin PAS naik.csv,2
lowyat_20170426_4275419_Najib bagi donation.csv,2
lowyat_20170621_4333918_Human Rights Foundation urges Agong to free Anwar.csv,2
lowyat_20170118_4178180_Mahathir throws stones from a glass house.csv,2
lowyat_20170206_4191174_Future PM wants RCI on Mahathir era for.csv,2
lowyat_20170620_4333044_Gomen BN mesra pelabur  terus alu alukan FDI  PM.csv,2
lowyat_20170426_4275448_Waran tangkap ahli politik Umno.csv,2
lowyat_20170523_4298809_Pakatan Harapan Women s  Youth wings  chain .csv,2
lowyat_20170403_4247166_Be grateful for Aramco deal  minister tells Rafizi.csv,2
lowyat_20170403_4246992_Rahman Dahlan Tells Rafizi  Be grateful as.csv,2
lowyat_20170801_4375369_Max parlimen seat  dap can win is .csv,2
lowyat_20170402_4245747_Mahathir dakwa polis batal permit debat  takut.csv,2
lowyat_20170402_4245740_Polis Selangor  Dialog Antara Dr Mahathir   Nazri.csv,2
lowyat_20170402_4245805_UMNO IS GIVING FREE PETROL TO 1000 REMPIT.csv,2
lowyat_20170623_4337325_Khairy Jamaluddin  Malaysia Consider Bid To Host.csv,2
lowyat_20170428_4277486_Tony Pua Barred From Entering Sabah.csv,2
lowyat_20170726_4370339_Najib wants NGOs to support government in.csv,2
lowyat_20170429_4278607_Storm smashes bazaar at PAS annual meeting.csv,2
lowyat_20170427_4276871_PAS ready to defend Kelantan from turning  blue  o.csv,2
lowyat_20170106_4168149_Guan Eng  Sec 62 of MACC Act.csv,2
lowyat_20170622_4335699_Najib is like a reverse Trump.csv,2
lowyat_20170622_4336384_Najib tenang kerana wanita di belakangnya  kata pe.csv,2
lowyat_20170801_4375571_Party loving PR chief of MO1 causing discontent in.csv,2
lowyat_20170119_4178841_Najib help Rohingya find home  who will help MSIA .csv,2
lowyat_20170320_4228872_Finance Minister Johari open letter to Tony Pua.csv,2
lowyat_20170403_4247002_Najib di Terengganu 2 hari.csv,2
lowyat_20170430_4278971_DAP Lim Lip Eng  100 JJPTR Investors Sought Help.csv,2
lowyat_20170120_4179703_Najib For Giving RM10M To Help Rohingyas.csv,2
lowyat_20170310_4219038_PKR MP Dumb Question at Parliament.csv,2
lowyat_20170701_4345099_Everything Barisan do Pakatan will demolish.csv,2
lowyat_20170427_4276651_PKR  Sarkas sebelum Ceramah.csv,2
lowyat_20170311_4219984_BN should include nuclear power plant in manifesto.csv,2
lowyat_20170118_4178066_Trump Can Legally End the One China Policy.csv,2
lowyat_20170714_4358704_Mahathir learn nothing from Brazil  ah .csv,2
lowyat_20170714_4359167_Mat Sabu Presiden UMNO.csv,2
lowyat_20170714_4359724_Johor Umno man chokes to death on  kuih koci .csv,2
lowyat_20170315_4224223_Najib Razak I C Pic.csv,2
lowyat_20170715_4360686_Why  PH didn t include.csv,2
lowyat_20170414_4266025_Pandan MP Rafizi  Nafi Terima Jutaan Ringgit.csv,2
lowyat_20170311_4220368_PH will register all foreign spy.csv,2
lowyat_20170113_4174401_Rafizi minta Bank Negara siasat pinjaman.csv,2
lowyat_20170222_4204132_Malaysia beat Bloomberg forecasts  TAHNIAH BN .csv,2
lowyat_20170112_4173013_PM Najib   Tun Pehin Taib Mahmud Di.csv,2
lowyat_20170412_4264512_WOMEN NGO WAN SEND PROTEST PETISYEN TO NAJIB BECAU.csv,2
lowyat_20170412_4264431_Hishammuddin Dilantik Menteri Tugas Tugas Khas.csv,2
lowyat_20170728_4372474_ROS okay with Perlembagaan Pakatan Harapan.csv,2
lowyat_20170717_4362610_DAP Rajiv Rishyakaran  Improvements Needed For.csv,2
lowyat_20170410_4259405_TUN DR M SAY HE IS OREN AND NAJIB IS EPAL AND IS N.csv,2
lowyat_20170223_4205091_Datin Seri Rosmah Kongsi Koleksi Busana Batik .csv,2
lowyat_20170410_4259664_DAP Violet  Build Telco Towers Near BN Leaders.csv,2
lowyat_20170410_4259691_Lim Guan Eng  Unperturbed By Umno Want To Table A.csv,2
lowyat_20170411_4263634_Pemuda Pas Kelantan  Provokasi Politik Kotor.csv,2
lowyat_20170718_4362999_Vote BN for RM75K.csv,2
lowyat_20170313_4221987_MACC nabs 12 for soliciting bribes from.csv,2
lowyat_20170224_4206423_I was behind MACC complaint.csv,2
lowyat_20170411_4262618_Apandi now says probe into SRC fund in Najib s.csv,2
lowyat_20170719_4364087_Wanita Amanah calls for airwave ban on Despacito.csv,2
lowyat_20170719_4364293_Najib Bapa Pengangkutan Awam .csv,2
lowyat_20170411_4261312_DAP Member Bergaduh Dengan S4S Member.csv,2
lowyat_20170225_4206990_Revamp  dont retrench  Amanah tells Putrajaya.csv,2
lowyat_20170109_4170619_Najib confident Bank Negara measures will.csv,2
lowyat_20170414_4266327_DAP Sarawak  New 100  Tax Penalty  Oppressive .csv,2
lowyat_20170222_4203497_Why Liow Tiong Lai wants to ban.csv,2
lowyat_20170703_4346402_Rafizi janji  pendekkan  Isa di SPAD.csv,2
lowyat_20170415_4267012_PM  Ziarah Bekas Ketua Pemuda UMNO Hulu Terengganu.csv,2
lowyat_20170117_4177119_Peguam  Mahkamah Singapura tak kaitkan Rosmah.csv,2
lowyat_20170705_4348725_PKR MP Wong Chen  Selangor Govt Froze.csv,2
lowyat_20170705_4349118_Dana khas Najib taja lebih 5 000 jemaah haji.csv,2
lowyat_20170421_4272120_Video of PM Najib Razak and Miss Rosmah take photo.csv,2
lowyat_20170216_4198435_PKR  Jamal s antics disrupted funeral services.csv,2
lowyat_20170404_4248403_Zainal Abidin Sakom  PM Najib Teruskan Gagasan.csv,2
lowyat_20170421_4271633_Wow  no wonder Zakir Naik is given PR .csv,2
lowyat_20170323_4231859_If PH won Malaysia will become like PH.csv,2
lowyat_20170420_4271272_Gerakan Ooi Zhi Yi  Urges Zairil  Dyana To.csv,2
lowyat_20170319_4227643_Kenapa rakyat sayang Najib .csv,2
lowyat_20170721_4366410_Jamal Yunos And DAP Ng Suee Lim Sit At Same Table.csv,2
lowyat_20170105_4167653_Woi lks u tipu or he tipu .csv,2
lowyat_20170710_4353489_PAN report PAS.csv,2
lowyat_20170109_4170449_Bye Bye Najib.csv,2
lowyat_20170710_4354000_Dewan Negara if PR wins.csv,2
lowyat_20170103_4165498_where is Najib  like not much news on him .csv,2
lowyat_20170406_4251025_Teresa Kok kasi tampar Jamal lekat kat dinding.csv,2
lowyat_20170710_4354205_Ismail Sabri  DAP Tunjuk Belang Sebenar Apabila.csv,2
lowyat_20170711_4354591_Who is holding the PRASARANA PAS KELUARGA  .csv,2
lowyat_20170711_4354701_Sarawak DAP  CEC Re election Issue A Form.csv,2
lowyat_20170711_4354750_Najib sindir Langkah Kajang.csv,2
lowyat_20170311_4220117_PM  Saya Disambut Pemuda UMNO Bera Tadi .csv,2
lowyat_20170406_4251347_Hari PAS   UMNO .csv,2
lowyat_20170417_4268318_Umno and pas can win 112 parlimen seat.csv,2
lowyat_20170417_4268089_Malacca CM   Dr Mahathir Criticism Goes Against.csv,2
lowyat_20170727_4371910_some dude from japan says mahathir is malaysia s.csv,2
lowyat_20170713_4357813_DAP takes RoS to task over  silence .csv,2
lowyat_20170206_4191113_jamal ikan bakar letak jawatan umno .csv,2
lowyat_20170624_4338237_UMNO Tanah Merah Terus Kreatif Dekati Rakyat.csv,2
lowyat_20170515_4290016_BREAKING   SUGAR PRICE UP  DIABETES UP .csv,2
lowyat_20170731_4374358_FB Mahathir vs FB Najib .csv,2
lowyat_20170324_4232456_Datin Rosmah  Saya Laksanakan Program Permata.csv,2
lowyat_20170329_4241740_Najib wish to see Superstar Rajnikanth.csv,2
lowyat_20170330_4242654_Najib luang masa temui tiga mangsa culik.csv,2
lowyat_20170515_4289582_Najib and Rosmah at One Belt One Road.csv,2
lowyat_20170515_4289752_Jamal Yunos Buat kejutan  Lancar Bilik Gerakan .csv,2
lowyat_20170328_4240179_Hukuman Sebat Syariah di Mahkamah Syariah Tawau.csv,2
lowyat_20170303_4212963_Tan Sri Shahrizat  Pelantikan Datuk Mohaiyani.csv,2
lowyat_20170129_4185587_Dewan Ulama PAS cabar DAP saman .csv,2
lowyat_20170515_4289770_Pas will not reject  some Arab word   with UMNO.csv,2
lowyat_20170515_4289869_AG  MACC will submit SRC probe within a month.csv,2
lowyat_20170518_4293378_Najib  No turning back on axed Bandar M sia deal.csv,2
lowyat_20170327_4239311_PKR amanah and bersatu.csv,2
lowyat_20170525_4300329_Thanks Najib our MYR is on the rise .csv,2
lowyat_20170126_4184438_Macc KP warn politikus kurapsi.csv,2
lowyat_20170522_4296543_PERKASA demo depan pejabat MIC.csv,2
lowyat_20170606_4315927_Isis teared down and burned church in PH.csv,2
lowyat_20170328_4240390_Naib Ketua UMNO Bahagian Di johor bergelar datuk.csv,2
lowyat_20170605_4313382_Wee ka Siong  Bright Future For MCA s Youngest.csv,2
lowyat_20170328_4240524_BN tarik balik aduan  sangkaan jahat  .csv,2
lowyat_20170130_4186290_Pemuda Umno Alor Setar  Bantuan Rakyat Kedah.csv,2
lowyat_20170723_4367658_Shahril Hamdan  Tawaran Damai Najib Bukti.csv,2
lowyat_20170324_4232864_Nepali workers Fall from 23th floor MACC building.csv,2
lowyat_20170608_4319188_UMNO leaders catfight MO1 lackey Nazri attacks.csv,2
lowyat_20170514_4289342_ bila aku dah besar aku nak jadi Pemimpin UMNO .csv,2
lowyat_20170530_4304502_PKR MP  Hapuskan cukai duti eksais kereta.csv,2
lowyat_20170520_4295805_ONE CASE A WEEK    MACC SO HARDWORKING .csv,2
lowyat_20170325_4233141_Noh Omar  BN Selangor Lancar Ops Yawas.csv,2
lowyat_20170514_4289394_Crack in Pakatan Rakyat.csv,2
lowyat_20170611_4321800_Ong Ka Chuan  Zhejiang Geely Intends To Make.csv,2
lowyat_20170514_4289447_Tun M won t apologize for what he did to Anwar.csv,2
lowyat_20170130_4185957_Dr Sim Kui Hian  SUPP Ready For Upcoming.csv,2
lowyat_20170203_4188488_Tony Pua Response.csv,2
lowyat_20170521_4296117_Anwar PM Ke 7 placards  .csv,2
lowyat_20170612_4322577_Sarawak BN Youth  Nazri Aziz Statement On.csv,2
lowyat_20170329_4241311_Wee Ka Siong  20 New Village Chief To Visit.csv,2
lowyat_20170203_4188694_MCA  Reveal Fuel pricing formula.csv,2
lowyat_20170509_4285317_Rosmah harassed by SR journos in London.csv,2
lowyat_20170724_4368535_Najib  MRT a  success story   built at reasonable.csv,2
lowyat_20170507_4283536_MACC  3 sindiket di KL beri rasuah RM5juta sebulan.csv,2
lowyat_20170303_4212852_Najib says former federal minister requested to be.csv,2
lowyat_20170331_4243974_Najib meets  superstar  Rajnikanth  snaps selfie.csv,2
lowyat_20170524_4299754_Say something PAS  say something .csv,2
lowyat_20170731_4374414_DAP   Federal agencies also got fake awards.csv,2
lowyat_20170517_4292946_Perkasa unaware of Umno CPC tie up.csv,2
lowyat_20170306_4215364_Kereta Najib.csv,2
lowyat_20170602_4307790_are foreigners subject to syariah law.csv,2
lowyat_20170601_4307012_BIG BLOW TO NAJIB 48   MO1 less popular than Trump.csv,2
lowyat_20170619_4330397_Rafizi criticizes plans to subject 60 food items t.csv,2
lowyat_20170506_4282972_Liow Tiong Lai  Bandar Malaysia Cancellation.csv,2
lowyat_20170603_4310011_Datuk Karpal Singh Idol displayed at a temple.csv,2
lowyat_20170523_4298731_DAP vs DAP.csv,2
lowyat_20170323_4231954_Ong Ka Chuan  Geely Not the Only Bidder For Proton.csv,2
lowyat_20170523_4299049_DAP s Raub MP suffers stroke  recovering.csv,2
lowyat_20170327_4239511_Chong Sin Woon  BN Government Sincere .csv,2
lowyat_20170128_4185276_ Dr M least credible person to urge Najib s exit.csv,2
lowyat_20170327_4239420_Datin Seri Rosmah  Leaders  Wives Must Go Down To.csv,2
lowyat_20170202_4188121_hindraf   zakir naik obtained malaysia PR status .csv,2
lowyat_20170617_4329079_Where is the law  asks DAP.csv,2
lowyat_20170204_4189715_Can Najib still be PM if BN win but he no win.csv,2
lowyat_20170303_4212702_Jangan lupa NothingToHide Najib.csv,2
lowyat_20170509_4284965_Penang MCA  Belt And Road Centre To Attract.csv,2
lowyat_20170331_4243622_MACC nabs well known Klang Tan Sri.csv,2
lowyat_20170325_4233484_BN S gor lancar  Ops Yawas  ajak buat laporan.csv,2
lowyat_20170108_4169637_Anwar slams Irwan for denial.csv,2
lowyat_20170201_4187330_ UMNO PROGRAM JOM ISI MINYAK        Bandar Tun Raz.csv,2
lowyat_20170227_4208962_Ketua Umno Cheras  Lawatan Raja Arab Saudi.csv,1
lowyat_20170131_4186853_MACC nabs condo JMB ex staff  accountant over.csv,1
lowyat_20170311_4220206_Annuar Musa  Maklumat Tepat Untuk Ahli Umno.csv,1
lowyat_20170712_4356475_Video fitnah kepada anwar muncul lagi .csv,1
lowyat_20170406_4251847_can i join BN as minister.csv,1
lowyat_20170219_4201158_Baik betul layanan DAP kepada Ahli ahli dia ye .csv,1
lowyat_20170731_4374736_Marina Mahathir clears up grandfather s name.csv,1
lowyat_20170801_4375610_Perkasa  Zahid guna peluru kapur serang Mahathir.csv,1
lowyat_20170407_4253396_If ruu355 passed  zina kes will be brought to syar.csv,1
lowyat_20170724_4368443_IGP  Police signed MACC anti corruption pledge too.csv,1
lowyat_20170727_4371774_MACC investigating kuching hotel.csv,1
lowyat_20170518_4293787_ Zizan  Nora berapa followers   tanya Najib.csv,1
lowyat_20170221_4202835_PM Najib Bidas Syarikat  Sombong .csv,1
lowyat_20170312_4220972_Kurangkan peruntukan bukan pendekatan Najib.csv,1
lowyat_20170602_4307466_Najib  Stop bad habits  be careful with words.csv,1
lowyat_20170126_4184103_Bekas CEO Subsidiari TH Pecah Amanah RM2 5 Juta.csv,1
