name,08,09
BN(scale1),0,0
BN(scale2),0,0
BN(scale3),6,6
DAP(scale1),0,0
DAP(scale2),0,0
DAP(scale3),4,5
PKR(scale1),0,0
PKR(scale2),0,0
PKR(scale3),7,7
