name,08,09,10
Najib Tun Razak(scale1),0,0,0
Najib Tun Razak(scale2),0,0,0
Lim Kit Siang(scale1),0,0,0
Lim Kit Siang(scale2),0,0,0
Abdul Hadi Awang(scale1),0,0,0
Abdul Hadi Awang(scale2),0,0,0
Mahathir(scale1),0,0,0
Mahathir(scale2),0,0,0
