name,scale,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
马华,1,4,8,4,7,4,8,6,12,12,15,9,22,14,4,6,12,12,8,19,9,13,24,23,18,19,19,17,16,16,10
马华,2,0,4,1,3,2,3,3,9,4,1,1,6,4,0,3,3,2,2,3,3,5,3,6,12,4,9,3,2,3,4
巫統,1,1,2,0,0,2,0,0,3,1,2,1,2,0,0,1,0,1,2,3,0,0,1,0,3,1,0,1,1,2,0
巫統,2,0,1,0,0,1,1,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
火贱,1,4,10,5,2,7,5,3,13,7,7,6,10,10,4,1,9,3,6,15,2,7,3,5,12,9,7,4,2,2,2
火贱,2,1,2,4,2,4,7,1,8,7,2,3,1,6,0,6,4,2,3,3,2,4,1,5,12,5,5,1,4,3,0
行动党,1,5,6,1,3,3,4,4,6,5,6,3,6,4,2,0,7,1,5,5,2,4,0,3,3,1,3,1,3,3,4
行动党,2,0,3,1,2,1,1,1,2,2,0,0,0,1,1,0,2,0,0,1,3,1,0,1,1,4,1,1,1,0,3
誠信黨,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
誠信黨,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
团结党,1,0,2,1,0,1,0,1,2,3,1,0,0,0,0,2,1,2,0,0,0,0,2,1,0,0,0,0,0,2,0
团结党,2,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
蓝眼,1,0,0,2,0,1,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
蓝眼,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
民聯,1,1,3,1,1,0,1,2,2,2,0,2,2,1,0,1,5,1,0,7,1,1,0,0,2,1,2,3,0,2,0
民聯,2,0,2,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0,2,0,0,0,0
民政,1,1,0,0,1,1,1,3,5,0,3,1,3,0,1,2,4,1,5,4,1,0,1,2,1,2,4,1,2,2,3
民政,2,1,1,0,1,1,1,0,2,1,1,1,1,2,0,1,2,0,0,1,1,1,1,0,1,0,1,0,0,1,1
希盟,1,4,4,3,0,4,2,4,7,4,3,3,4,0,4,7,10,2,3,10,1,2,4,3,5,2,3,3,0,3,1
希盟,2,2,2,2,4,1,0,3,3,1,0,3,2,2,1,1,2,0,0,2,4,2,1,2,2,0,2,2,0,2,0
