name,scale,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
马华,1,5,6,8,8,21,13,15,21,16,30,19,10,4,14,18,8,12,5,12,6,7,8,5,6,8,12,20,24,22,11,0
马华,2,4,5,7,3,3,5,2,5,2,8,3,3,1,3,5,6,3,0,0,1,1,2,2,3,4,2,4,5,3,1,0
巫統,1,0,0,1,0,0,1,1,1,0,0,0,0,1,3,2,2,0,0,0,0,1,2,1,0,2,0,2,3,1,0,0
巫統,2,0,1,1,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
火贱,1,2,2,3,8,10,5,13,14,9,14,8,10,3,8,12,5,5,1,6,3,4,4,7,4,10,3,3,6,7,1,0
火贱,2,2,3,4,3,3,2,3,6,4,4,3,6,5,6,2,0,2,0,2,1,1,4,5,1,1,6,5,2,2,1,0
行动党,1,2,2,3,1,2,2,5,2,6,7,10,4,3,9,6,3,3,2,0,3,2,2,1,1,7,6,5,4,5,4,0
行动党,2,1,0,1,1,2,0,1,0,0,2,1,0,1,2,1,4,0,1,0,0,1,1,1,0,2,0,3,1,0,0,0
誠信黨,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
誠信黨,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
团结党,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,2,1,0
团结党,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
蓝眼,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,4,1,0,0,0,0,0
蓝眼,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
民聯,1,1,1,0,0,2,2,0,0,2,3,3,0,0,1,1,4,1,0,0,1,0,1,1,0,1,1,0,0,1,2,0
民聯,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
民政,1,0,1,0,6,4,0,4,1,6,4,7,3,1,7,4,4,0,0,1,1,0,0,0,1,2,2,2,3,0,2,0
民政,2,0,1,1,1,1,1,2,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0
希盟,1,2,1,5,2,0,2,1,4,6,11,2,1,0,5,2,2,2,4,5,1,2,4,2,2,2,1,0,1,3,0,0
希盟,2,2,0,2,0,0,2,1,1,1,4,0,1,0,3,2,2,0,1,3,2,0,3,0,1,0,0,4,1,0,0,0
